2 59 85
2 109 135
2 152 178
2 197 223
2 246 272
2 292 318
2 296 351
2 374 400
2 413 439
2 319 470
2 481 507
2 319 533
2 557 583
2 505 618
2 637 663
2 397 689
2 527 724
2 741 767
2 304 785
2 806 832
2 609 866
2 294 887
2 302 898
2 916 942
2 695 973
2 987 1013
2 449 1028
2 315 1041
2 748 1070
2 224 1090
2 1101 1127
2 384 1150
1 1169
2 534 1183
2 1194 1220
2 294 1232
2 1247 1273
2 1292 1318
2 1330 1356
2 283 1375
2 221 1392
2 608 1409
2 326 1431
2 319 1042
2 304 963
2 283 1462
2 455 1490
2 244 1502
2 919 1518
2 1265 1552
2 324 1570
2 323 1586
2 1597 1623
2 848 1651
2 460 1663
2 380 1681
2 469 1698
2 1710 1736
2 721 1765
2 185 1784
2 700 1799
2 1604 1833
2 796 1859
2 989 1884
2 294 1370
2 612 1949
2 530 1967
2 1104 1993
2 287 963
2 718 2019
2 2029 2055
2 296 1237
2 1985 2096
2 584 2118
2 1147 2150
2 298 2160
2 1532 2192
2 2212 2238
2 1728 2273
2 2290 2316
2 908 2329
2 845 2353
2 796 2365
2 304 2004
2 850 2401
2 372 2411
2 1406 2445
2 1525 2472
2 458 2494
2 418 2513
2 300 2122
2 304 2542
2 796 2565
2 287 950
2 223 2106
2 292 2587
2 492 1900
2 596 2614
2 222 2232
2 498 2637
2 2131 2667
2 2678 2704
2 908 2719
2 1251 2750
2 950 2768
2 327 2780
2 848 2803
0
2 908 2822
2 700 2832
2 2847 2873
2 1937 2903
2 186 2016
2 821 2932
2 834 2947
2 321 1450
2 321 2337
2 2273 2995
2 799 3015
2 223 3027
2 506 3044
2 310 2262
2 942 3068
2 616 3093
2 294 963
2 286 1025
2 3115 3141
2 304 898
2 319 1034
2 338 2528
2 346 3169
2 296 695
2 283 1975
2 494 3201
2 219 3217
2 709 3229
2 988 3254
2 635 3266
2 295 1816
2 298 2115
2 296 2077
2 299 1571
2 1971 3320
2 480 2766
2 289 1450
2 536 3350
2 397 2768
2 417 3378
2 512 2920
2 1235 3410
2 215 3423
2 938 3436
2 473 3453
2 251 1371
2 1095 3508
2 449 3521
2 2440 3552
2 609 3564
2 340 3597
2 1618 3621
2 836 3644
2 413 2567
2 418 2594
2 422 2766
2 859 3674
2 1450 3550
2 426 3374
2 601 2366
2 1207 3708
2 287 1664
2 1401 3741
