3 63 71 74
3 113 121 124
3 156 164 167
3 201 209 212
3 250 258 261
3 296 304 307
3 329 337 340
3 378 386 389
3 417 425 428
3 343 456 459
3 485 493 496
3 343 519 522
3 561 569 572
3 596 604 607
3 641 649 652
3 492 675 678
3 702 710 713
3 745 753 756
3 455 654 675
3 810 818 821
3 844 852 855
3 310 703 876
3 308 346 453
3 920 928 931
3 908 959 962
3 991 999 1002
3 466 537 681
3 349 515 673
3 963 1056 1059
3 422 799 866
3 1105 1113 1116
3 424 1100 1139
0
3 796 1082 1172
3 1198 1206 1209
3 338 527 673
3 1251 1259 1262
3 1296 1304 1307
3 1334 1342 1345
3 371 953 1043
3 272 597 898
3 701 948 1110
3 460 786 1420
3 327 469 536
3 327 463 517
3 334 727 942
3 1097 1476 1479
3 505 748 960
3 950 1328 1349
3 1530 1538 1541
3 346 519 539
3 372 789 902
3 1601 1609 1612
3 1110 1637 1640
3 475 1032 1171
3 674 1089 1449
3 593 1109 1201
3 1714 1722 1725
3 1235 1751 1754
3 228 1088 1375
3 845 943 1110
3 1811 1819 1822
3 898 1845 1848
3 1005 1870 1873
3 302 324 360
3 1631 1935 1938
3 748 1367 1417
3 1330 1979 1982
3 292 322 334
3 986 1695 1782
3 2033 2041 2044
3 338 475 532
3 2074 2082 2085
3 953 1508 2107
3 2128 2136 2139
3 319 536 777
3 2170 2178 2181
3 2216 2224 2227
3 2251 2259 2262
3 2294 2302 2305
3 950 1265 1349
3 953 2339 2342
3 804 832 1187
3 326 470 529
3 1929 2387 2390
3 480 698 1026
3 2423 2431 2434
3 2011 2458 2461
3 675 2071 2483
3 434 1080 1098
3 315 492 536
3 505 1547 2531
3 1081 2414 2554
3 300 455 519
3 412 748 1066
3 532 1113 1375
3 675 1032 1113
3 973 1892 2429
3 383 954 1064
3 699 1110 1240
3 2159 2653 2656
3 2682 2690 2693
3 948 1360 1780
3 2634 2736 2739
3 1403 2331 2348
3 371 1894 2074
3 1090 2585 2792
0
3 928 1240 1341
3 729 1351 1403
3 2851 2859 2862
3 2237 2889 2892
3 262 985 990
3 1341 2047 2921
3 914 1125 1979
3 336 480 542
3 371 640 793
3 2973 2981 2984
3 1381 2585 2804
3 480 1035 1090
3 722 1240 1407
3 327 531 668
3 1237 2331 2364
3 1407 3079 3082
3 319 455 517
3 292 356 455
3 3119 3127 3130
3 319 492 525
3 334 522 538
3 460 906 1023
3 512 963 1066
3 304 327 343
3 300 904 1126
3 698 969 1171
3 418 1088 1624
3 865 1113 1360
3 1495 3240 3243
3 966 1418 2036
3 308 449 469
3 310 460 668
3 312 455 492
3 312 492 531
3 3298 3306 3309
3 492 957 1032
3 300 338 449
3 1672 2968 3339
3 452 674 788
3 1085 2359 2942
3 706 946 1105
3 1869 3396 3399
3 349 729 1368
3 1351 1798 2327
3 673 1449 2087
3 286 326 461
3 2354 3494 3497
3 463 1100 1772
3 2453 3538 3541
3 911 1369 1866
3 468 1780 1970
3 1938 2383 2562
3 914 1512 1959
3 492 1186 1503
3 520 1035 1197
3 435 848 950
3 1034 2036 2427
3 2036 2438 2442
3 606 1367 1869
3 845 1104 1360
3 1417 2604 2944
3 351 469 492
3 3008 3727 3730
3 1788 3754 3757
3 3026 3784 3787
3 505 1089 1375
3 417 1088 1100
3 1005 3334 3830
3 458 674 687
3 843 1405 1815
0
3 493 842 969
3 3878 3886 3889
3 1289 1782 2723
3 3934 3942 3945
3 1095 2903 3947
3 1121 1802 3026
3 850 1403 1501
3 419 677 727
3 837 1532 1849
3 711 989 1388
3 919 3177 3825
3 933 1267 1916
3 1179 2328 2601
3 4109 4117 4120
3 806 2800 3325
3 848 1503 1778
3 676 1176 1477
3 1360 4183 4186
3 314 343 450
3 510 1066 1664
3 232 1039 1063
3 1365 4236 4239
3 701 859 1090
3 455 695 880
3 3390 4273 4276
3 1234 1877 3089
3 2604 4315 4318
3 1052 1403 1407
3 957 1848 2191
3 492 1510 2262
3 336 673 899
3 606 984 995
3 1513 2724 2950
3 343 536 540
3 338 460 538
3 3421 4430 4433
3 338 904 1265
3 327 450 460
3 325 462 529
3 300 326 459
3 492 708 1034
3 1631 2899 4489
3 944 1349 1977
3 295 469 673
3 430 608 842
3 4541 4549 4552
3 449 496 695
3 923 1794 2335
3 304 450 460
3 289 526 542
3 300 527 677
3 3673 4631 4634
3 449 537 680
3 674 1011 1175
3 1403 2604 3397
3 1536 4080 4374
3 455 673 681
3 304 492 683
3 4710 4718 4721
3 1780 2149 2159
3 296 346 460
3 1283 1293 1303
3 346 675 784
3 2727 4778 4781
3 1691 3276 4802
3 1543 2903 3926
3 3692 4840 4843
3 868 1470 2016
3 378 1000 1067
3 807 1091 1136
3 532 960 1368
3 372 492 542
3 1799 2767 2953
3 397 959 1455
0
3 327 537 695
3 821 2199 2936
3 1900 3287 4960
3 527 992 1010
3 419 1288 1623
3 371 492 673
3 2371 4720 5007
3 520 748 1234
3 1334 2538 2814
3 901 1240 1360
3 3112 5058 5061
3 1406 2774 3047
3 701 973 1349
3 311 343 449
3 911 1403 1807
3 406 492 532
3 1070 1677 2511
3 3553 5149 5152
3 854 1402 1417
3 1342 4352 5182
3 5211 5219 5222
3 950 1351 1360
3 5256 5264 5267
3 849 1723 3037
3 1381 2571 3180
3 424 1081 1600
3 923 1359 1801
3 517 729 889
3 518 1023 1105
3 703 1360 1406
3 481 1370 1704
3 323 458 478
3 480 969 1046
3 5371 5379 5382
3 828 943 1101
3 455 542 1028
3 1235 3666 5416
3 2082 3287 4964
3 927 1357 2767
3 492 1438 2337
3 294 469 519
3 1861 2826 3653
3 865 1403 1795
3 354 541 889
3 3021 4711 5184
3 1235 3248 3561
3 1349 1905 2328
3 521 1033 1446
3 1117 1403 2327
3 2013 5574 5577
3 323 466 519
3 525 1367 1919
3 894 1391 2383
3 290 419 528
3 458 686 700
3 684 2010 2961
3 311 698 880
3 318 460 673
3 859 1230 1503
3 317 512 668
3 1035 2661 2815
3 2326 5564 5686
3 748 2328 2903
3 302 327 380
3 327 528 695
3 5732 5740 5743
3 426 894 1066
3 1351 1959 2331
3 5780 5788 5791
3 748 1503 2122
3 418 536 850
3 1095 1636 1858
3 492 1031 1383
3 2185 2573 3498
3 317 449 460
3 538 1036 1174
3 492 674 695
3 372 536 680
3 371 522 649
3 455 542 683
3 2411 5839 5884
3 960 1874 1975
3 1387 1826 2585
3 1874 4810 5134
3 5962 5970 5973
3 299 334 343
3 673 1190 1240
3 911 1537 1663
3 712 2250 3183
3 6025 6033 6036
3 1090 1949 2656
3 805 1197 1973
3 2518 4300 5765
3 952 2392 2580
3 480 889 1088
3 1779 3029 3757
3 957 1916 2641
0
3 323 690 904
3 1787 6136 6139
3 934 1340 1403
3 556 950 1033
3 314 459 517
3 2678 6189 6192
3 356 687 781
3 310 380 460
3 1864 6217 6220
3 898 2211 4773
3 1696 3388 4449
3 325 458 517
3 1843 4153 6289
3 327 458 673
3 729 1188 1369
3 3670 5321 6325
3 945 1351 1538
3 1786 6355 6358
3 540 1240 1704
3 232 703 973
3 320 455 475
3 327 525 675
3 923 1504 1798
3 908 1265 1349
3 492 1028 1367
3 1342 4071 4710
3 311 472 521
3 1979 2942 3368
3 1396 3138 3633
0
3 462 593 904
3 4180 6452 6455
3 2226 3320 6245
3 536 1235 1752
3 298 371 519
3 327 492 536
3 323 519 528
3 5593 6511 6514
3 293 343 455
3 894 1943 2387
3 321 638 904
3 3844 6557 6560
3 296 323 354
3 859 1081 1882
3 834 1110 1340
3 319 380 460
3 738 1414 1727
3 1149 2554 3678
3 985 1010 1067
3 709 1786 1881
3 433 701 908
3 1082 1857 2815
3 3207 6654 6657
3 1872 3410 3911
3 1188 3007 3653
3 845 1113 1375
3 492 2626 3520
3 1290 3692 4766
3 2895 6478 6740
3 748 1942 2270
3 842 1389 1864
3 1050 6588 6779
3 1630 2308 2766
3 6817 6825 6828
3 435 992 1063
3 4932 6862 6865
3 952 1363 1522
3 1363 1988 3381
3 343 469 520
3 989 1404 1677
3 430 854 960
3 2011 3406 4765
3 506 1109 1197
3 2964 4378 4388
3 1108 2463 3825
3 327 498 511
3 1351 2157 2634
3 977 1385 1727
3 984 2262 2880
3 901 2463 2609
3 1791 4812 6265
3 1092 2567 2795
3 227 703 960
3 460 674 906
3 7059 7067 7070
3 1753 2250 2918
3 720 946 1100
3 300 338 460
3 604 859 1121
3 327 492 537
3 1496 5432 7120
3 1392 7142 7145
3 527 1366 1461
3 426 960 1097
3 296 327 372
3 2617 4683 4712
3 300 327 452
3 995 1064 1881
3 526 698 889
3 492 1117 1237
3 1095 2718 2798
3 1265 2522 3410
3 296 522 2167
3 492 1237 1450
3 710 1109 1403
3 703 1342 1403
3 480 921 1032
3 945 1349 1360
3 1892 3092 5857
3 942 5364 7287
3 492 680 897
3 327 781 894
3 516 1074 1105
3 327 520 536
3 286 304 311
3 834 1025 1095
3 7311 7319 7322
3 315 517 675
3 294 372 537
3 312 519 683
3 481 681 784
3 1066 1968 3376
3 7366 7374 7377
3 7414 7422 7425
3 556 921 1171
3 4878 7459 7462
3 608 855 955
3 801 1330 1845
3 1039 1624 2507
3 460 680 894
3 1381 2619 4003
3 712 1025 1185
3 2262 3956 6770
3 455 673 781
3 935 1397 1794
3 1397 2815 3330
3 681 1191 1857
3 1874 2879 4399
3 969 1176 1184
3 834 1101 1187
3 537 887 1025
3 4040 6047 6895
3 2514 6092 7296
3 319 460 518
3 1039 1192 1661
3 2380 6380 7653
3 294 325 399
3 538 1240 1547
3 453 695 793
3 492 851 1025
3 327 525 673
3 282 487 712
3 1004 1698 1886
3 854 1403 1630
0
3 227 531 927
3 1727 3741 4127
3 402 512 674
3 1122 2454 2634
3 908 1403 1501
3 1249 3401 3722
3 1240 2879 3434
3 943 1349 1360
3 799 1191 1663
3 7779 7787 7790
3 904 5606 6120
3 458 1440 2440
3 1392 3390 5424
3 1283 1698 1999
0
3 1094 1802 2722
3 599 1074 1095
3 4870 7889 7892
3 2421 2441 3423
3 2873 6904 7925
3 709 1080 1503
3 812 1107 1286
3 423 1096 1380
3 360 712 842
3 298 455 532
3 1446 2886 4930
3 314 532 778
3 300 517 640
3 2886 3762 6484
3 702 1240 1865
3 282 325 480
3 5081 8011 8014
3 527 1089 1734
3 679 1026 1174
3 2745 4094 5108
3 2592 5322 6265
3 327 1397 3195
3 1542 2554 2951
3 799 1532 2598
3 729 2766 3548
3 511 1965 2594
3 4185 8130 8133
3 776 1107 1959
3 460 778 793
3 458 673 695
3 646 1089 1114
3 492 899 1429
3 701 1122 1171
3 927 948 1265
3 992 1525 1877
3 460 898 1600
3 8224 8232 8235
3 2827 4984 8257
3 1623 3424 4779
3 300 383 528
3 527 952 1080
3 608 850 1089
3 8136 8318 8321
3 8344 8352 8355
3 320 517 697
3 1158 2515 2688
3 455 877 1089
3 2262 7255 8390
3 511 821 1107
0
3 1035 1355 1517
3 311 748 1442
3 8409 8417 8420
3 435 1154 1381
3 492 880 946
3 343 673 897
3 434 616 845
3 609 1122 1402
3 673 1334 1691
3 1230 2514 2522
3 1333 2431 4232
3 426 600 1085
3 699 1233 1407
3 527 908 950
3 300 343 460
3 837 2575 3339
3 706 1450 1480
3 854 2040 2832
3 293 695 1049
3 942 1504 1805
3 295 323 343
3 1389 3633 3960
3 911 1417 1795
3 530 1237 1371
3 2876 8592 8595
3 684 1505 2112
3 955 1758 3821
3 2044 5662 8632
3 336 469 532
3 626 1736 2522
3 909 1197 1349
3 494 1047 1090
3 971 3465 4042
3 1194 3201 6262
3 950 1141 1696
3 957 4472 8734
3 1407 2542 3181
3 963 2091 2727
3 1146 1968 2515
3 354 517 778
3 6984 8784 8787
3 8814 8822 8825
3 957 3218 3673
3 4977 8860 8863
3 3195 4010 5482
3 527 1052 1066
3 1213 3417 5535
3 319 460 492
3 915 1232 1360
3 469 1026 1661
3 960 1400 1926
3 2065 3526 4388
3 1171 1959 2601
3 1547 4355 4983
3 520 963 1442
3 343 526 542
3 847 1122 1252
3 1524 6516 8974
3 701 973 1240
3 449 529 668
3 455 788 897
3 759 1788 2795
3 452 532 675
3 1070 1884 2539
3 317 343 460
3 338 712 847
3 845 1005 1066
3 1694 3394 3399
3 286 372 422
3 327 537 695
3 296 455 529
3 296 492 542
3 2444 6566 8345
3 1623 3998 4600
3 1869 3705 4045
3 1799 3604 6034
3 957 2168 2508
3 1090 2671 3787
3 372 1235 1909
3 988 1349 1363
3 323 452 460
0
3 311 327 449
3 452 894 1237
3 2211 6425 6478
3 673 1450 2431
3 804 1043 1403
3 3701 8362 9184
3 3407 6001 9205
3 1406 2448 2770
3 848 1504 1808
3 1329 1801 2332
3 6104 9249 9252
3 304 327 450
3 1877 3962 4622
3 1248 1801 3439
3 806 1183 1191
3 305 371 460
3 748 1743 1968
3 1385 2332 3433
3 911 1113 1240
3 703 3221 4438
3 304 343 449
3 304 338 349
3 2454 6902 6981
3 3287 8859 9335
3 9364 9372 9375
3 853 1501 1970
3 1105 1695 2023
3 304 460 556
3 847 1416 1845
3 492 963 1592
3 538 1180 1857
3 1380 3374 4090
3 718 923 950
