nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 9 - Loc: save/pmf/lastfm-alg40-sp9-20170409134153542 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp9-20170409134153542 --user data/lastfm/ctr-data/sp9/train-users.dat --item data/lastfm/ctr-data/sp9/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp9-20170409134153542/ctr-log

iter time likelihood converge
0001 000011 -35756.91319 1.0000000000
0002 000022 -8929.67362 0.7502672121
0003 000033 -8013.88963 0.1025551464
0004 000044 -7775.43343 0.0297553641
0005 000055 -7670.37448 0.0135116518
0006 000066 -7612.20841 0.0075832111
0007 000077 -7575.49519 0.0048229401
0008 000088 -7550.26729 0.0033301971
0009 000099 -7531.88567 0.0024345654
0010 000110 -7517.91252 0.0018552005
0011 000121 -7506.94705 0.0014585786
0012 000132 -7498.12705 0.0011749117
0013 000143 -7490.89204 0.0009649087
0014 000154 -7484.86142 0.0008050606
0015 000165 -7479.76739 0.0006805783
0016 000176 -7475.41591 0.0005817668
0017 000187 -7471.66286 0.0005020516
0018 000199 -7468.39890 0.0004368453
0019 000210 -7465.53949 0.0003828681
0020 000221 -7463.01820 0.0003377233
0021 000232 -7460.78209 0.0002996252
0022 000242 -7458.78843 0.0002672189
0023 000253 -7457.00235 0.0002394600
0024 000264 -7455.39513 0.0002155315
0025 000275 -7453.94292 0.0001947862
0026 000286 -7452.62577 0.0001767056
0027 000297 -7451.42687 0.0001608700
0028 000308 -7450.33197 0.0001469374
0029 000319 -7449.32896 0.0001346263
0030 000332 -7448.40745 0.0001237041
0031 000343 -7447.55850 0.0001139770
0032 000354 -7446.77440 0.0001052830
0033 000366 -7446.04845 0.0000974858
0034 000376 -7445.37480 0.0000904701
0035 000387 -7444.74836 0.0000841384
0036 000399 -7444.16464 0.0000784072
0037 000409 -7443.61968 0.0000732054
0038 000421 -7443.11001 0.0000684717
0039 000432 -7442.63250 0.0000641535
0040 000443 -7442.18442 0.0000602051
0041 000454 -7441.76329 0.0000565867
0042 000465 -7441.36691 0.0000532640
0043 000476 -7440.99331 0.0000502066
0044 000487 -7440.64069 0.0000473880
0045 000498 -7440.30747 0.0000447849
0046 000509 -7439.99217 0.0000423767
0047 000520 -7439.69349 0.0000401451
0048 000531 -7439.41023 0.0000380739
0049 000542 -7439.14131 0.0000361487
0050 000552 -7438.88572 0.0000343566
0051 000563 -7438.64258 0.0000326862
0052 000574 -7438.41103 0.0000311269
0053 000585 -7438.19034 0.0000296696
0054 000596 -7437.97979 0.0000283059
0055 000607 -7437.77876 0.0000270282
0056 000618 -7437.58664 0.0000258297
0057 000628 -7437.40290 0.0000247041
0058 000639 -7437.22704 0.0000236459
