nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 8 - Loc: save/pmf/lastfm-alg40-sp8-20170409134153364 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp8-20170409134153364 --user data/lastfm/ctr-data/sp8/train-users.dat --item data/lastfm/ctr-data/sp8/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp8-20170409134153364/ctr-log

iter time likelihood converge
0001 000013 -35768.88155 1.0000000000
0002 000024 -8939.58589 0.7500736533
0003 000036 -8013.97336 0.1035408733
0004 000051 -7772.10894 0.0301803380
0005 000067 -7666.09446 0.0136403744
0006 000083 -7607.51200 0.0076417601
0007 000099 -7570.51249 0.0048635494
0008 000115 -7545.04911 0.0033634956
0009 000127 -7526.46681 0.0024628465
0010 000138 -7512.32319 0.0018791845
0011 000151 -7501.21434 0.0014787506
0012 000164 -7492.27483 0.0011917415
0013 000175 -7484.94086 0.0009788703
0014 000186 -7478.82848 0.0008166242
0015 000197 -7473.66663 0.0006901945
0016 000208 -7469.25830 0.0005898492
0017 000219 -7465.45672 0.0005089625
0018 000230 -7462.15036 0.0004428881
0019 000241 -7459.25291 0.0003882864
0020 000251 -7456.69659 0.0003427043
0021 000262 -7454.42748 0.0003043058
0022 000273 -7452.40216 0.0002716934
0023 000285 -7450.58535 0.0002437875
0024 000300 -7448.94814 0.0002197430
0025 000315 -7447.46661 0.0001988913
0026 000329 -7446.12086 0.0001806985
0027 000340 -7444.89423 0.0001647349
0028 000351 -7443.77264 0.0001506522
0029 000361 -7442.74415 0.0001381669
0030 000377 -7441.79858 0.0001270466
0031 000392 -7440.92715 0.0001170999
0032 000408 -7440.12227 0.0001081685
0033 000420 -7439.37736 0.0001001206
0034 000434 -7438.68665 0.0000928458
0035 000445 -7438.04505 0.0000862511
0036 000456 -7437.44809 0.0000802577
0037 000467 -7436.89178 0.0000747983
0038 000478 -7436.37258 0.0000698149
0039 000489 -7435.88729 0.0000652578
0040 000500 -7435.43309 0.0000610832
0041 000512 -7435.00739 0.0000572531
0042 000523 -7434.60787 0.0000537341
0043 000535 -7434.23245 0.0000504964
0044 000545 -7433.87922 0.0000475136
0045 000556 -7433.54647 0.0000447624
0046 000567 -7433.23261 0.0000422216
0047 000578 -7432.93623 0.0000398725
0048 000587 -7432.65602 0.0000376980
0049 000598 -7432.39080 0.0000356829
0050 000609 -7432.13949 0.0000338135
0051 000620 -7431.90109 0.0000320771
0052 000634 -7431.67469 0.0000304627
0053 000644 -7431.45947 0.0000289599
0054 000659 -7431.25466 0.0000275594
0055 000670 -7431.05957 0.0000262529
0056 000686 -7430.87355 0.0000250327
0057 000702 -7430.69602 0.0000238918
0058 000717 -7430.52642 0.0000228240
