nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 7 - Loc: save/pmf/delicious-alg40-sp7-20170409142652584 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp7-20170409142652584 --user data/delicious/ctr-data/sp7/train-users.dat --item data/delicious/ctr-data/sp7/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp7-20170409142652584/ctr-log

iter time likelihood converge
0001 000044 -8068.73301 1.0000000000
0002 000078 -7219.42808 0.1052587723
0003 000113 -6804.74762 0.0574395175
0004 000149 -6517.85144 0.0421611775
0005 000192 -6298.36468 0.0336747115
0006 000243 -6122.01303 0.0279995933
0007 000294 -5976.17007 0.0238227121
0008 000343 -5853.15843 0.0205836927
0009 000394 -5747.84833 0.0179920118
0010 000442 -5656.60558 0.0158742437
0011 000494 -5576.75384 0.0141165476
0012 000545 -5506.26690 0.0126394211
0013 000594 -5443.57791 0.0113850267
0014 000640 -5387.45417 0.0103100827
0015 000682 -5336.91168 0.0093815169
0016 000720 -5291.15493 0.0085736379
0017 000754 -5249.53358 0.0078662116
0018 000793 -5211.51063 0.0072431105
0019 000828 -5176.63862 0.0066913443
0020 000866 -5144.54166 0.0062003488
0021 000907 -5114.90159 0.0057614588
0022 000957 -5087.44731 0.0053675098
0023 000999 -5061.94630 0.0050125353
0024 001041 -5038.19801 0.0046915325
0025 001092 -5016.02853 0.0044002806
0026 001143 -4995.28625 0.0041351981
0027 001195 -4975.83846 0.0038932291
0028 001240 -4957.56841 0.0036717530
0029 001276 -4940.37302 0.0034685120
0030 001315 -4924.16094 0.0032815518
0031 001350 -4908.85086 0.0031091736
0032 001385 -4894.37027 0.0029498950
0033 001421 -4880.65420 0.0028024176
0034 001458 -4867.64433 0.0026655997
0035 001493 -4855.28813 0.0025384348
0036 001528 -4843.53818 0.0024200323
0037 001563 -4832.35153 0.0023096026
0038 001603 -4821.68922 0.0022064437
0039 001641 -4811.51579 0.0021099298
0040 001675 -4801.79893 0.0020195019
0041 001708 -4792.50908 0.0019346592
0042 001741 -4783.61921 0.0018549519
0043 001775 -4775.10449 0.0017799750
0044 001810 -4766.94210 0.0017093623
0045 001850 -4759.11105 0.0016427828
0046 001890 -4751.59196 0.0015799356
0047 001941 -4744.36694 0.0015205475
0048 001992 -4737.41943 0.0014643696
0049 002044 -4730.73411 0.0014111749
0050 002095 -4724.29673 0.0013607560
0051 002131 -4718.09409 0.0013129233
0052 002173 -4712.11389 0.0012675030
0053 002224 -4706.34468 0.0012243358
0054 002275 -4700.77578 0.0011832752
0055 002326 -4695.39722 0.0011441866
0056 002378 -4690.19967 0.0011069460
0057 002429 -4685.17441 0.0010714388
0058 002480 -4680.31326 0.0010375593
