nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 9 - Loc: save/pmf/lastfm-alg40-sp9-20170409134153313 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp9-20170409134153313 --user data/lastfm/ctr-data/sp9/train-users.dat --item data/lastfm/ctr-data/sp9/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp9-20170409134153313/ctr-log

iter time likelihood converge
0001 000012 -3532.84414 1.0000000000
0002 000022 -2711.32383 0.2325379450
0003 000035 -2491.68271 0.0810088087
0004 000049 -2383.82969 0.0432852168
0005 000065 -2318.37644 0.0274571840
0006 000081 -2273.81306 0.0192218037
0007 000097 -2241.11128 0.0143819121
0008 000112 -2215.81760 0.0112862241
0009 000125 -2195.48291 0.0091770587
0010 000136 -2178.64638 0.0076687109
0011 000147 -2164.37980 0.0065483722
0012 000158 -2152.06327 0.0056905560
0013 000169 -2141.26626 0.0050170501
0014 000181 -2131.68011 0.0044768600
0015 000192 -2123.07768 0.0040355170
0016 000203 -2115.28803 0.0036690353
0017 000216 -2108.17999 0.0033603195
0018 000226 -2101.65109 0.0030969369
0019 000237 -2095.62001 0.0028696860
0020 000248 -2090.02125 0.0026716485
0021 000259 -2084.80133 0.0024975449
0022 000270 -2079.91604 0.0023432891
0023 000281 -2075.32842 0.0022056745
0024 000292 -2071.00727 0.0020821524
0025 000303 -2066.92599 0.0019706715
0026 000314 -2063.06175 0.0018695622
0027 000327 -2059.39476 0.0017774514
0028 000339 -2055.90779 0.0016931992
0029 000349 -2052.58575 0.0016158511
0030 000360 -2049.41532 0.0015446020
0031 000371 -2046.38471 0.0014787678
0032 000382 -2043.48342 0.0014177635
0033 000393 -2040.70207 0.0013610858
0034 000404 -2038.03222 0.0013082991
0035 000416 -2035.46628 0.0012590247
0036 000432 -2032.99740 0.0012129312
0037 000446 -2030.61935 0.0011697277
0038 000458 -2028.32646 0.0011291572
0039 000469 -2026.11357 0.0010909921
0040 000480 -2023.97596 0.0010550298
0041 000495 -2021.90930 0.0010210892
0042 000506 -2019.90962 0.0009890084
0043 000517 -2017.97325 0.0009586415
0044 000529 -2016.09682 0.0009298573
0045 000543 -2014.27722 0.0009025371
0046 000554 -2012.51156 0.0008765734
0047 000565 -2010.79716 0.0008518688
0048 000579 -2009.13155 0.0008283345
0049 000595 -2007.51241 0.0008058899
0050 000606 -2005.93760 0.0007844612
0051 000621 -2004.40510 0.0007639812
0052 000631 -2002.91304 0.0007443883
0053 000642 -2001.45968 0.0007256259
0054 000653 -2000.04336 0.0007076424
0055 000667 -1998.66255 0.0006903900
0056 000678 -1997.31580 0.0006738250
0057 000689 -1996.00175 0.0006579070
0058 000700 -1994.71912 0.0006425988
