nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 5 - Loc: save/pmf/lastfm-alg40-sp5-20170409134153256 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp5-20170409134153256 --user data/lastfm/ctr-data/sp5/train-users.dat --item data/lastfm/ctr-data/sp5/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp5-20170409134153256/ctr-log

iter time likelihood converge
0001 000013 -3525.12318 1.0000000000
0002 000029 -2708.55806 0.2316415833
0003 000040 -2490.33861 0.0805666499
0004 000051 -2382.52643 0.0432921777
0005 000062 -2316.77197 0.0275986277
0006 000074 -2271.85006 0.0193898712
0007 000085 -2238.82136 0.0145382377
0008 000096 -2213.25280 0.0114205449
0009 000107 -2192.69217 0.0092897818
0010 000118 -2175.66921 0.0077634953
0011 000129 -2161.24636 0.0066291579
0012 000140 -2148.79628 0.0057606030
0013 000151 -2137.88289 0.0050788384
0014 000162 -2128.19348 0.0045322435
0015 000172 -2119.49793 0.0040858832
0016 000183 -2111.62311 0.0037154188
0017 000194 -2104.43624 0.0034034802
0018 000205 -2097.83375 0.0031374179
0019 000216 -2091.73354 0.0029078616
0020 000227 -2086.06961 0.0027077656
0021 000238 -2080.78818 0.0025317605
0022 000249 -2075.84485 0.0023757018
0023 000259 -2071.20253 0.0022363514
0024 000271 -2066.82992 0.0021111477
0025 000287 -2062.70031 0.0019980397
0026 000300 -2058.79074 0.0018953650
0027 000310 -2055.08129 0.0018017600
0028 000322 -2051.55458 0.0017160935
0029 000336 -2048.19533 0.0016374174
0030 000346 -2044.99005 0.0015649288
0031 000357 -2041.92677 0.0014979429
0032 000368 -2038.99483 0.0014358704
0033 000379 -2036.18468 0.0013782016
0034 000390 -2033.48777 0.0013244929
0035 000401 -2030.89638 0.0012743566
0036 000411 -2028.40355 0.0012274525
0037 000427 -2026.00298 0.0011834811
0038 000443 -2023.68892 0.0011421778
0039 000454 -2021.45617 0.0011033083
0040 000465 -2019.29995 0.0010666646
0041 000476 -2017.21591 0.0010320614
0042 000488 -2015.20004 0.0009993335
0043 000502 -2013.24866 0.0009683329
0044 000513 -2011.35836 0.0009389272
0045 000524 -2009.52602 0.0009109971
0046 000535 -2007.74872 0.0008844351
0047 000546 -2006.02378 0.0008591443
0048 000557 -2004.34867 0.0008350368
0049 000568 -2002.72108 0.0008120327
0050 000579 -2001.13881 0.0007900592
0051 000590 -1999.59983 0.0007690502
0052 000600 -1998.10224 0.0007489449
0053 000611 -1996.64425 0.0007296878
0054 000622 -1995.22418 0.0007112276
0055 000633 -1993.84046 0.0006935174
0056 000644 -1992.49160 0.0006765136
0057 000654 -1991.17621 0.0006601761
0058 000665 -1989.89296 0.0006444678
