nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 4 - Loc: save/pmf/lastfm-alg40-sp4-20170409134153256 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp4-20170409134153256 --user data/lastfm/ctr-data/sp4/train-users.dat --item data/lastfm/ctr-data/sp4/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp4-20170409134153256/ctr-log

iter time likelihood converge
0001 000011 -35709.95798 1.0000000000
0002 000021 -8938.16952 0.7497009232
0003 000032 -8019.21217 0.1028127001
0004 000043 -7781.39823 0.0296555241
0005 000054 -7676.37409 0.0134968218
0006 000065 -7618.15306 0.0075844436
0007 000076 -7581.40007 0.0048243973
0008 000087 -7556.15702 0.0033296018
0009 000098 -7537.77372 0.0024328906
0010 000109 -7523.79856 0.0018540167
0011 000119 -7512.82117 0.0014590230
0012 000130 -7503.97521 0.0011774479
0013 000141 -7496.70031 0.0009694734
0014 000152 -7490.61821 0.0008113037
0015 000163 -7485.46426 0.0006880535
0016 000176 -7481.04752 0.0005900427
0017 000186 -7477.22651 0.0005107587
0018 000197 -7473.89400 0.0004456871
0019 000208 -7470.96712 0.0003916140
0020 000219 -7468.38069 0.0003461979
0021 000230 -7466.08268 0.0003076975
0022 000240 -7464.03105 0.0002747942
0023 000251 -7462.19136 0.0002464733
0024 000262 -7460.53518 0.0002219431
0025 000273 -7459.03877 0.0002005776
0026 000284 -7457.68215 0.0001818760
0027 000295 -7456.44840 0.0001654332
0028 000308 -7455.32308 0.0001509183
0029 000319 -7454.29381 0.0001380584
0030 000333 -7453.34990 0.0001266265
0031 000348 -7452.48209 0.0001164323
0032 000363 -7451.68233 0.0001073153
0033 000374 -7450.94357 0.0000991392
0034 000385 -7450.25967 0.0000917876
0035 000396 -7449.62520 0.0000851609
0036 000407 -7449.03539 0.0000791729
0037 000419 -7448.48603 0.0000737495
0038 000429 -7447.97338 0.0000688263
0039 000440 -7447.49412 0.0000643474
0040 000454 -7447.04530 0.0000602639
0041 000468 -7446.62430 0.0000565334
0042 000480 -7446.22874 0.0000531184
0043 000491 -7445.85654 0.0000499862
0044 000503 -7445.50578 0.0000471079
0045 000513 -7445.17476 0.0000444583
0046 000525 -7444.86195 0.0000420148
0047 000535 -7444.56596 0.0000397576
0048 000547 -7444.28554 0.0000376689
0049 000558 -7444.01953 0.0000357331
0050 000570 -7443.76691 0.0000339362
0051 000585 -7443.52673 0.0000322657
0052 000598 -7443.29814 0.0000307103
0053 000609 -7443.08034 0.0000292600
0054 000620 -7442.87264 0.0000279059
0055 000632 -7442.67436 0.0000266397
0056 000643 -7442.48492 0.0000254542
0057 000654 -7442.30375 0.0000243427
0058 000665 -7442.13034 0.0000232993
