nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/pmf/delicious-alg40-sp2-20170409142652483 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp2-20170409142652483 --user data/delicious/ctr-data/sp2/train-users.dat --item data/delicious/ctr-data/sp2/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp2-20170409142652483/ctr-log

iter time likelihood converge
0001 000047 -8106.60070 1.0000000000
0002 000098 -7255.23401 0.1050214169
0003 000136 -6837.69997 0.0575493557
0004 000187 -6548.54379 0.0422885152
0005 000233 -6327.33647 0.0337796204
0006 000284 -6149.64758 0.0280827300
0007 000319 -6002.74644 0.0238877334
0008 000354 -5878.88289 0.0206344805
0009 000391 -5772.87446 0.0180320696
0010 000441 -5681.04904 0.0159063608
0011 000483 -5600.70328 0.0141427686
0012 000518 -5529.79178 0.0126611776
0013 000552 -5466.73388 0.0114033040
0014 000587 -5410.28678 0.0103255623
0015 000629 -5359.45886 0.0093946804
0016 000675 -5313.44878 0.0085848376
0017 000726 -5271.60157 0.0078757161
0018 000768 -5233.37648 0.0072511338
0019 000803 -5198.32299 0.0066980631
0020 000838 -5166.06264 0.0062059142
0021 000872 -5136.27511 0.0057660027
0022 000915 -5108.68741 0.0053711494
0023 000956 -5083.06543 0.0050153752
0024 000993 -5059.20721 0.0046936672
0025 001042 -5036.93762 0.0044017954
0026 001087 -5016.10399 0.0041361696
0027 001136 -4996.57265 0.0038937265
0028 001184 -4978.22604 0.0036718387
0029 001230 -4960.96035 0.0034682419
0030 001271 -4944.68356 0.0032809759
0031 001305 -4929.31381 0.0031083371
0032 001339 -4914.77806 0.0029488384
0033 001374 -4901.01090 0.0028011771
0034 001412 -4887.95359 0.0026642078
0035 001448 -4875.55324 0.0025369204
0036 001482 -4863.76210 0.0024184212
0037 001521 -4852.53694 0.0023079173
0038 001565 -4841.83853 0.0022047035
0039 001600 -4831.63121 0.0021081512
0040 001637 -4821.88243 0.0020176984
0041 001688 -4812.56249 0.0019328420
0042 001740 -4803.64419 0.0018531301
0043 001791 -4795.10256 0.0017781559
0044 001834 -4786.91467 0.0017075522
0045 001885 -4779.05941 0.0016409868
0046 001936 -4771.51730 0.0015781583
0047 001977 -4764.27035 0.0015187928
0048 002012 -4757.30193 0.0014626408
0049 002047 -4750.59664 0.0014094748
0050 002082 -4744.14016 0.0013590869
0051 002124 -4737.91923 0.0013112871
0052 002167 -4731.92150 0.0012659012
0053 002211 -4726.13545 0.0012227694
0054 002259 -4720.55036 0.0011817450
0055 002293 -4715.15622 0.0011426931
0056 002327 -4709.94367 0.0011054893
0057 002361 -4704.90394 0.0010700189
0058 002395 -4700.02883 0.0010361761
