nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 7 - Loc: save/pmf/lastfm-alg40-sp7-20170409134153215 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp7-20170409134153215 --user data/lastfm/ctr-data/sp7/train-users.dat --item data/lastfm/ctr-data/sp7/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp7-20170409134153215/ctr-log

iter time likelihood converge
0001 000011 -3521.22175 1.0000000000
0002 000024 -2704.51302 0.2319390228
0003 000038 -2485.46072 0.0809950983
0004 000049 -2377.71115 0.0433519486
0005 000060 -2312.26883 0.0275232456
0006 000071 -2267.69913 0.0192753104
0007 000082 -2234.99680 0.0144209282
0008 000094 -2209.70752 0.0113151308
0009 000104 -2189.37661 0.0092007246
0010 000115 -2172.54057 0.0076898801
0011 000126 -2158.27161 0.0065678677
0012 000138 -2145.95171 0.0057082235
0013 000151 -2135.15225 0.0050324821
0014 000162 -2125.56596 0.0044897438
0015 000173 -2116.96648 0.0040457344
0016 000185 -2109.18313 0.0036766538
0017 000200 -2102.08457 0.0033655506
0018 000212 -2095.56792 0.0031000895
0019 000223 -2089.55129 0.0028711220
0020 000234 -2083.96854 0.0026717446
0021 000245 -2078.76557 0.0024966634
0022 000256 -2073.89761 0.0023417572
0023 000267 -2069.32721 0.0022037735
0024 000278 -2065.02277 0.0020801126
0025 000288 -2060.95742 0.0019686733
0026 000301 -2057.10809 0.0018677402
0027 000312 -2053.45487 0.0017759003
0028 000325 -2049.98046 0.0016919800
0029 000337 -2046.66975 0.0016149976
0030 000348 -2043.50943 0.0015441264
0031 000359 -2040.48776 0.0014786659
0032 000370 -2037.59431 0.0014180188
0033 000381 -2034.81978 0.0013616732
0034 000392 -2032.15582 0.0013091878
0035 000404 -2029.59493 0.0012601802
0036 000416 -2027.13036 0.0012143175
0037 000427 -2024.75597 0.0011713081
0038 000439 -2022.46618 0.0011308960
0039 000451 -2020.25592 0.0010928549
0040 000462 -2018.12054 0.0010569841
0041 000472 -2016.05579 0.0010231049
0042 000484 -2014.05776 0.0009910576
0043 000495 -2012.12286 0.0009606988
0044 000507 -2010.24776 0.0009318997
0045 000523 -2008.42940 0.0009045438
0046 000536 -2006.66495 0.0008785260
0047 000550 -2004.95176 0.0008537506
0048 000566 -2003.28738 0.0008301308
0049 000580 -2001.66955 0.0008075875
0050 000592 -2000.09614 0.0007860486
0051 000608 -1998.56517 0.0007654482
0052 000624 -1997.07479 0.0007457258
0053 000635 -1995.62327 0.0007268262
0054 000647 -1994.20897 0.0007086988
0055 000663 -1992.83038 0.0006912968
0056 000674 -1991.48606 0.0006745776
0057 000685 -1990.17466 0.0006585016
0058 000695 -1988.89492 0.0006430325
