nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 4 - Loc: save/pmf/lastfm-alg40-sp4-20170409134152005 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp4-20170409134152005 --user data/lastfm/ctr-data/sp4/train-users.dat --item data/lastfm/ctr-data/sp4/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp4-20170409134152005/ctr-log

iter time likelihood converge
0001 000010 -3537.01436 1.0000000000
0002 000021 -2716.34108 0.2320243014
0003 000032 -2498.07060 0.0803545898
0004 000044 -2390.47528 0.0430713715
0005 000055 -2324.85638 0.0274501462
0006 000066 -2280.02166 0.0192849419
0007 000076 -2247.05548 0.0144587154
0008 000088 -2221.53251 0.0113584043
0009 000099 -2201.00374 0.0092408179
0010 000110 -2184.00186 0.0077246006
0011 000121 -2169.59237 0.0065977484
0012 000132 -2157.15062 0.0057345995
0013 000143 -2146.24272 0.0050566250
0014 000154 -2136.55760 0.0045125915
0015 000166 -2127.86631 0.0040678965
0016 000177 -2119.99640 0.0036984980
0017 000188 -2112.81537 0.0033872848
0018 000199 -2106.21954 0.0031218179
0019 000210 -2100.12650 0.0028928814
0020 000222 -2094.46975 0.0026935286
0021 000233 -2089.19495 0.0025184402
0022 000243 -2084.25717 0.0023634832
0023 000254 -2079.61886 0.0022254034
0024 000265 -2075.24832 0.0021016055
0025 000277 -2071.11859 0.0019899962
0026 000288 -2067.20652 0.0018888682
0027 000299 -2063.49213 0.0017968158
0028 000310 -2059.95804 0.0017126708
0029 000322 -2056.58908 0.0016354546
0030 000334 -2053.37187 0.0015643414
0031 000345 -2050.29463 0.0014986296
0032 000356 -2047.34688 0.0014377199
0033 000367 -2044.51929 0.0013810973
0034 000378 -2041.80352 0.0013283173
0035 000390 -2039.19207 0.0012789942
0036 000401 -2036.67816 0.0012327926
0037 000412 -2034.25570 0.0011894189
0038 000423 -2031.91912 0.0011486160
0039 000434 -2029.66337 0.0011101574
0040 000445 -2027.48383 0.0010738433
0041 000456 -2025.37627 0.0010394966
0042 000467 -2023.33680 0.0010069601
0043 000478 -2021.36183 0.0009760937
0044 000489 -2019.44806 0.0009467723
0045 000499 -2017.59242 0.0009188834
0046 000510 -2015.79207 0.0008923261
0047 000521 -2014.04436 0.0008670091
0048 000532 -2012.34683 0.0008428499
0049 000543 -2010.69716 0.0008197733
0050 000554 -2009.09320 0.0007977109
0051 000565 -2007.53294 0.0007766001
0052 000576 -2006.01448 0.0007563835
0053 000587 -2004.53603 0.0007370083
0054 000599 -2003.09592 0.0007184256
0055 000609 -2001.69257 0.0007005905
0056 000620 -2000.32449 0.0006834611
0057 000631 -1998.99027 0.0006669987
0058 000642 -1997.68860 0.0006511673
