nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 10 - Loc: save/pmf/delicious-alg40-sp10-20170409142652578 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp10-20170409142652578 --user data/delicious/ctr-data/sp10/train-users.dat --item data/delicious/ctr-data/sp10/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp10-20170409142652578/ctr-log

iter time likelihood converge
0001 000035 -41873.80033 1.0000000000
0002 000086 -15897.89449 0.6203379114
0003 000137 -13592.72807 0.1449982212
0004 000179 -13354.59792 0.0175189371
0005 000230 -13264.26377 0.0067642731
0006 000281 -13206.92623 0.0043227080
0007 000332 -13163.67591 0.0032748216
0008 000371 -13129.02617 0.0026322237
0009 000408 -13100.50246 0.0021725685
0010 000459 -13076.61406 0.0018234716
0011 000510 -13056.34135 0.0015503030
0012 000549 -13038.95065 0.0013319733
0013 000581 -13023.89467 0.0011546931
0014 000614 -13010.75431 0.0010089425
0015 000649 -12999.20228 0.0008878830
0016 000686 -12988.97930 0.0007864315
0017 000723 -12979.87789 0.0007007020
0018 000759 -12971.73067 0.0006276812
0019 000809 -12964.40137 0.0005650208
0020 000857 -12957.77809 0.0005108823
0021 000891 -12951.76808 0.0004638145
0022 000926 -12946.29388 0.0004226605
0023 000972 -12941.29028 0.0003864893
0024 001023 -12936.70201 0.0003545445
0025 001068 -12932.48197 0.0003262066
0026 001103 -12928.58976 0.0003009644
0027 001137 -12924.99053 0.0002783930
0028 001173 -12921.65411 0.0002581374
0029 001212 -12918.55422 0.0002398986
0030 001248 -12915.66790 0.0002234240
0031 001287 -12912.97500 0.0002084987
0032 001331 -12910.45776 0.0001949390
0033 001380 -12908.10047 0.0001825874
0034 001427 -12905.88921 0.0001713079
0035 001478 -12903.81158 0.0001609831
0036 001530 -12901.85652 0.0001515108
0037 001581 -12900.01411 0.0001428020
0038 001630 -12898.27546 0.0001347786
0039 001681 -12896.63258 0.0001273724
0040 001732 -12895.07823 0.0001205231
0041 001783 -12893.60590 0.0001141776
0042 001829 -12892.20967 0.0001082887
0043 001863 -12890.88416 0.0001028148
0044 001898 -12889.62448 0.0000977186
0045 001937 -12888.42617 0.0000929669
0046 001983 -12887.28516 0.0000885301
0047 002018 -12886.19771 0.0000843816
0048 002052 -12885.16040 0.0000804975
0049 002088 -12884.17010 0.0000768564
0050 002125 -12883.22390 0.0000734388
0051 002166 -12882.31915 0.0000702272
0052 002199 -12881.45338 0.0000672058
0053 002243 -12880.62433 0.0000643603
0054 002280 -12879.82988 0.0000616776
0055 002315 -12879.06809 0.0000591458
0056 002361 -12878.33715 0.0000567540
0057 002412 -12877.63538 0.0000544925
0058 002463 -12876.96121 0.0000523523
