nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/pmf/delicious-alg40-sp1-20170409142652263 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp1-20170409142652263 --user data/delicious/ctr-data/sp1/train-users.dat --item data/delicious/ctr-data/sp1/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp1-20170409142652263/ctr-log

iter time likelihood converge
0001 000047 -8077.93126 1.0000000000
0002 000084 -7227.55411 0.1052716492
0003 000118 -6811.41940 0.0575761453
0004 000161 -6523.35325 0.0422916477
0005 000201 -6303.05185 0.0337711901
0006 000236 -6126.16373 0.0280638855
0007 000271 -5979.97657 0.0238627564
0008 000316 -5856.74582 0.0206072296
0009 000368 -5751.29478 0.0180050577
0010 000408 -5659.95858 0.0158809801
0011 000443 -5580.04185 0.0141196675
0012 000477 -5509.50701 0.0126405564
0013 000512 -5446.78065 0.0113851130
0014 000554 -5390.62638 0.0103096254
0015 000605 -5340.05817 0.0093807684
0016 000641 -5294.27940 0.0085727101
0017 000684 -5252.63913 0.0078651427
0018 000722 -5214.60002 0.0072419047
0019 000757 -5179.71439 0.0066899925
0020 000803 -5147.60616 0.0061988405
0021 000853 -5117.95705 0.0057597866
0022 000899 -5090.49577 0.0053656714
0023 000934 -5064.98968 0.0050105331
0024 000981 -5041.23805 0.0046893735
0025 001018 -5019.06681 0.0043979750
0026 001052 -4998.32422 0.0041327581
0027 001089 -4978.87740 0.0038906684
0028 001123 -4960.60947 0.0036690860
0029 001167 -4943.41722 0.0034657530
0030 001216 -4927.20916 0.0032787150
0031 001260 -4911.90391 0.0031062729
0032 001303 -4897.42880 0.0029469437
0033 001337 -4883.71880 0.0027994283
0034 001375 -4870.71549 0.0026625846
0035 001419 -4858.36625 0.0025354054
0036 001470 -4846.62358 0.0024169996
0037 001521 -4835.44447 0.0023065770
0038 001561 -4824.78989 0.0022034347
0039 001613 -4814.62431 0.0021069460
0040 001655 -4804.91538 0.0020165509
0041 001690 -4795.63349 0.0019317477
0042 001723 -4786.75157 0.0018520854
0043 001757 -4778.24476 0.0017771582
0044 001791 -4770.09021 0.0017065991
0045 001838 -4762.26690 0.0016400764
0046 001885 -4754.75543 0.0015772887
0047 001922 -4747.53789 0.0015179623
0048 001959 -4740.59771 0.0014618481
0049 001993 -4733.91954 0.0014087187
0050 002028 -4727.48914 0.0013583664
0051 002065 -4721.29329 0.0013106013
0052 002114 -4715.31967 0.0012652496
0053 002163 -4709.55684 0.0012221514
0054 002213 -4703.99410 0.0011811604
0055 002248 -4698.62147 0.0011421415
0056 002289 -4693.42963 0.0011049705
0057 002341 -4688.40986 0.0010695327
0058 002390 -4683.55397 0.0010357223
