nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 5 - Loc: save/pmf/delicious-alg40-sp5-20170409142652239 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp5-20170409142652239 --user data/delicious/ctr-data/sp5/train-users.dat --item data/delicious/ctr-data/sp5/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp5-20170409142652239/ctr-log

iter time likelihood converge
0001 000048 -41962.58453 1.0000000000
0002 000099 -15880.53339 0.6215549263
0003 000151 -13606.76757 0.1431794363
0004 000201 -13369.20726 0.0174589825
0005 000242 -13278.58518 0.0067784181
0006 000284 -13220.94656 0.0043407199
0007 000335 -13177.42168 0.0032921150
0008 000372 -13142.52311 0.0026483611
0009 000412 -13113.77521 0.0021873960
0010 000460 -13089.70157 0.0018357525
0011 000495 -13069.28782 0.0015595272
0012 000529 -13051.79414 0.0013385337
0013 000564 -13036.66439 0.0011592079
0014 000598 -13023.47187 0.0010119554
0015 000648 -13011.88367 0.0008897939
0016 000693 -13001.63660 0.0007875160
0017 000745 -12992.52041 0.0007011574
0018 000796 -12984.36551 0.0006276609
0019 000837 -12977.03388 0.0005646505
0020 000883 -12970.41216 0.0005102648
0021 000917 -12964.40643 0.0004630327
0022 000955 -12958.93830 0.0004217802
0023 001000 -12953.94183 0.0003855615
0024 001034 -12949.36121 0.0003536082
0025 001069 -12945.14890 0.0003252912
0026 001104 -12941.26418 0.0003000912
0027 001138 -12937.67197 0.0002775774
0028 001173 -12934.34195 0.0002573896
0029 001215 -12931.24773 0.0002392252
0030 001257 -12928.36628 0.0002228283
0031 001303 -12925.67742 0.0002079819
0032 001353 -12923.16336 0.0001945006
0033 001404 -12920.80843 0.0001822255
0034 001455 -12918.59872 0.0001710199
0035 001501 -12916.52185 0.0001607655
0036 001552 -12914.56681 0.0001513599
0037 001595 -12912.72373 0.0001427136
0038 001630 -12910.98375 0.0001347486
0039 001680 -12909.33894 0.0001273966
0040 001731 -12907.78211 0.0001205973
0041 001782 -12906.30677 0.0001142979
0042 001833 -12904.90707 0.0001084512
0043 001884 -12903.57766 0.0001030159
0044 001936 -12902.31369 0.0000979548
0045 001974 -12901.11075 0.0000932350
0046 002019 -12899.96478 0.0000888270
0047 002070 -12898.87209 0.0000847046
0048 002122 -12897.82930 0.0000808440
0049 002165 -12896.83328 0.0000772239
0050 002199 -12895.88116 0.0000738252
0051 002233 -12894.97032 0.0000706306
0052 002276 -12894.09830 0.0000676244
0053 002320 -12893.26286 0.0000647924
0054 002372 -12892.46191 0.0000621217
0055 002407 -12891.69351 0.0000596006
0056 002458 -12890.95587 0.0000572184
0057 002510 -12890.24732 0.0000549653
0058 002556 -12889.56629 0.0000528324
