nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 9 - Loc: save/pmf/delicious-alg40-sp9-20170409142652480 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp9-20170409142652480 --user data/delicious/ctr-data/sp9/train-users.dat --item data/delicious/ctr-data/sp9/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp9-20170409142652480/ctr-log

iter time likelihood converge
0001 000035 -8074.43891 1.0000000000
0002 000076 -7229.67420 0.1046220947
0003 000128 -6814.86642 0.0573757220
0004 000172 -6527.41333 0.0421802972
0005 000208 -6307.41715 0.0337034237
0006 000250 -6130.69914 0.0280174923
0007 000287 -5984.60641 0.0238297019
0008 000338 -5861.42015 0.0205838528
0009 000389 -5755.97985 0.0179888661
0010 000425 -5664.63252 0.0158699880
0011 000461 -5584.69144 0.0141123143
0012 000512 -5514.12508 0.0126356789
0013 000563 -5451.36393 0.0113818871
0014 000615 -5395.17404 0.0103074910
0015 000655 -5344.57077 0.0093793577
0016 000699 -5298.75825 0.0085717875
0017 000734 -5257.08584 0.0078645606
0018 000769 -5219.01628 0.0072415719
0019 000804 -5184.10183 0.0066898532
0020 000851 -5151.96630 0.0061988604
0021 000902 -5122.29126 0.0057599445
0022 000949 -5094.80528 0.0053659539
0023 000984 -5069.27556 0.0050109315
0024 001020 -5045.50126 0.0046898814
0025 001054 -5023.30818 0.0043985876
0026 001093 -5002.54448 0.0041334716
0027 001128 -4983.07718 0.0038914793
0028 001174 -4964.78934 0.0036699908
0029 001212 -4947.57766 0.0034667483
0030 001259 -4931.35061 0.0032797970
0031 001297 -4916.02675 0.0031074375
0032 001348 -4901.53338 0.0029481862
0033 001399 -4887.80545 0.0028007435
0034 001450 -4874.78450 0.0026639665
0035 001495 -4862.41791 0.0025368474
0036 001546 -4850.65818 0.0024184944
0037 001585 -4839.46230 0.0023081168
0038 001622 -4828.79123 0.0022050115
0039 001670 -4818.60947 0.0021085519
0040 001721 -4808.88466 0.0020181783
0041 001772 -4799.58721 0.0019333896
0042 001823 -4790.69004 0.0018537355
0043 001874 -4782.16831 0.0017788110
0044 001925 -4773.99917 0.0017082501
0045 001976 -4766.16159 0.0016417214
0046 002026 -4758.63619 0.0015789243
0047 002077 -4751.40503 0.0015195856
0048 002128 -4744.45156 0.0014634562
0049 002180 -4737.76042 0.0014103091
0050 002226 -4731.31736 0.0013599368
0051 002261 -4725.10916 0.0013121496
0052 002304 -4719.12352 0.0012667737
0053 002354 -4713.34897 0.0012236497
0054 002402 -4707.77481 0.0011826310
0055 002437 -4702.39108 0.0011435830
0056 002471 -4697.18844 0.0011063816
0057 002505 -4692.15817 0.0010709123
0058 002540 -4687.29207 0.0010370694
