nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 6 - Loc: save/pmf/delicious-alg40-sp6-20170409142652503 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp6-20170409142652503 --user data/delicious/ctr-data/sp6/train-users.dat --item data/delicious/ctr-data/sp6/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp6-20170409142652503/ctr-log

iter time likelihood converge
0001 000051 -41920.16639 1.0000000000
0002 000101 -15905.16699 0.6205843546
0003 000141 -13608.83540 0.1443764528
0004 000188 -13367.72831 0.0177169524
0005 000239 -13275.51784 0.0068979912
0006 000286 -13217.33120 0.0043830030
0007 000321 -13173.66830 0.0033034579
0008 000372 -13138.80015 0.0026468071
0009 000411 -13110.15180 0.0021804382
0010 000447 -13086.19129 0.0018276306
0011 000491 -13065.87967 0.0015521413
0012 000542 -13048.47025 0.0013324340
0013 000593 -13033.40610 0.0011544761
0014 000643 -13020.26173 0.0010085139
0015 000693 -13008.70630 0.0008874958
0016 000743 -12998.47897 0.0007861916
0017 000785 -12989.37164 0.0007006455
0018 000823 -12981.21661 0.0006278232
0019 000875 -12973.87741 0.0005653715
0020 000910 -12967.24195 0.0005114476
0021 000946 -12961.21744 0.0004645945
0022 000989 -12955.72643 0.0004236488
0023 001032 -12950.70384 0.0003876736
0024 001070 -12946.09458 0.0003559082
0025 001121 -12941.85175 0.0003277301
0026 001169 -12937.93521 0.0003026261
0027 001210 -12934.31038 0.0002801711
0028 001253 -12930.94733 0.0002600098
0029 001304 -12927.82005 0.0002418442
0030 001349 -12924.90583 0.0002254229
0031 001384 -12922.18471 0.0002105326
0032 001426 -12919.63916 0.0001969912
0033 001473 -12917.25363 0.0001846432
0034 001519 -12915.01437 0.0001733543
0035 001564 -12912.90911 0.0001630090
0036 001615 -12910.92689 0.0001535067
0037 001666 -12909.05790 0.0001447600
0038 001717 -12907.29333 0.0001366925
0039 001768 -12905.62523 0.0001292371
0040 001812 -12904.04642 0.0001223349
0041 001846 -12902.55041 0.0001159337
0042 001880 -12901.13129 0.0001099875
0043 001917 -12899.78370 0.0001044551
0044 001954 -12898.50275 0.0000993003
0045 001989 -12897.28396 0.0000944903
0046 002023 -12896.12326 0.0000899961
0047 002057 -12895.01688 0.0000857913
0048 002092 -12893.96140 0.0000818525
0049 002126 -12892.95362 0.0000781584
0050 002165 -12891.99065 0.0000746899
0051 002217 -12891.06978 0.0000714295
0052 002260 -12890.18853 0.0000683615
0053 002298 -12889.34459 0.0000654716
0054 002333 -12888.53582 0.0000627468
0055 002367 -12887.76025 0.0000601751
0056 002401 -12887.01604 0.0000577458
0057 002436 -12886.30147 0.0000554489
0058 002478 -12885.61495 0.0000532752
