nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/pmf/lastfm-alg40-sp2-20170409134153296 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp2-20170409134153296 --user data/lastfm/ctr-data/sp2/train-users.dat --item data/lastfm/ctr-data/sp2/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp2-20170409134153296/ctr-log

iter time likelihood converge
0001 000013 -35799.98798 1.0000000000
0002 000028 -8935.29496 0.7504106715
0003 000041 -8025.79647 0.1017871815
0004 000052 -7786.95342 0.0297594208
0005 000063 -7680.99908 0.0136066478
0006 000074 -7622.30583 0.0076413571
0007 000084 -7585.37150 0.0048455586
0008 000096 -7560.11269 0.0033299369
0009 000106 -7541.80541 0.0024215617
0010 000117 -7527.95752 0.0018361510
0011 000129 -7517.13535 0.0014375963
0012 000139 -7508.45805 0.0011543362
0013 000150 -7501.35556 0.0009459315
0014 000161 -7495.44311 0.0007881851
0015 000173 -7490.45168 0.0006659288
0016 000184 -7486.18754 0.0005692758
0017 000195 -7482.50762 0.0004915618
0018 000206 -7479.30390 0.0004281617
0019 000217 -7476.49331 0.0003757823
0020 000228 -7474.01091 0.0003320267
0021 000240 -7471.80521 0.0002951158
0022 000256 -7469.83485 0.0002637066
0023 000270 -7468.06622 0.0002367697
0024 000281 -7466.47175 0.0002135052
0025 000292 -7465.02860 0.0001932840
0026 000304 -7463.71770 0.0001756053
0027 000318 -7462.52300 0.0001600669
0028 000332 -7461.43092 0.0001463425
0029 000343 -7460.42985 0.0001341653
0030 000354 -7459.50986 0.0001233158
0031 000365 -7458.66238 0.0001136119
0032 000376 -7457.87995 0.0001049017
0033 000387 -7457.15610 0.0000970582
0034 000398 -7456.48515 0.0000899738
0035 000408 -7455.86210 0.0000835578
0036 000420 -7455.28254 0.0000777325
0037 000431 -7454.74254 0.0000724318
0038 000441 -7454.23861 0.0000675983
0039 000457 -7453.76764 0.0000631826
0040 000473 -7453.32681 0.0000591417
0041 000483 -7452.91361 0.0000554379
0042 000496 -7452.52578 0.0000520380
0043 000509 -7452.16125 0.0000489128
0044 000520 -7451.81818 0.0000460364
0045 000531 -7451.49488 0.0000433855
0046 000542 -7451.18982 0.0000409395
0047 000553 -7450.90161 0.0000386800
0048 000563 -7450.62898 0.0000365901
0049 000575 -7450.37078 0.0000346548
0050 000585 -7450.12596 0.0000328607
0051 000597 -7449.89355 0.0000311954
0052 000607 -7449.67267 0.0000296478
0053 000618 -7449.46253 0.0000282078
0054 000630 -7449.26239 0.0000268663
0055 000645 -7449.07158 0.0000256149
0056 000658 -7448.88948 0.0000244463
0057 000673 -7448.71552 0.0000233534
0058 000688 -7448.54919 0.0000223301
