nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/pmf/delicious-alg40-sp2-20170409142651378 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp2-20170409142651378 --user data/delicious/ctr-data/sp2/train-users.dat --item data/delicious/ctr-data/sp2/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp2-20170409142651378/ctr-log

iter time likelihood converge
0001 000036 -41944.36912 1.0000000000
0002 000071 -15910.74185 0.6206703741
0003 000107 -13621.46366 0.1438825549
0004 000142 -13383.10224 0.0174989584
0005 000179 -13291.64605 0.0068337057
0006 000215 -13233.88890 0.0043453724
0007 000250 -13190.31943 0.0032922654
0008 000286 -13155.35004 0.0026511404
0009 000322 -13126.52351 0.0021912396
0010 000357 -13102.36056 0.0018407736
0011 000392 -13081.84740 0.0015656078
0012 000428 -13064.24886 0.0013452637
0013 000463 -13049.01297 0.0011662285
0014 000498 -13035.71577 0.0010190192
0015 000533 -13024.02631 0.0008967260
0016 000567 -13013.68276 0.0007941893
0017 000602 -13004.47573 0.0007074884
0018 000637 -12996.23602 0.0006336062
0019 000673 -12988.82561 0.0005701961
0020 000712 -12982.13098 0.0005154152
0021 000747 -12976.05791 0.0004678020
0022 000783 -12970.52768 0.0004261870
0023 000818 -12965.47403 0.0003896256
0024 000853 -12960.84083 0.0003573496
0025 000889 -12956.58022 0.0003287290
0026 000924 -12952.65122 0.0003032438
0027 000959 -12949.01849 0.0002804619
0028 000995 -12945.65146 0.0002600224
0029 001031 -12942.52351 0.0002416215
0030 001067 -12939.61141 0.0002250028
0031 001102 -12936.89476 0.0002099483
0032 001138 -12934.35561 0.0001962720
0033 001172 -12931.97809 0.0001838143
0034 001208 -12929.74812 0.0001724380
0035 001244 -12927.65319 0.0001620243
0036 001279 -12925.68211 0.0001524701
0037 001315 -12923.82488 0.0001436855
0038 001350 -12922.07251 0.0001355921
0039 001386 -12920.41692 0.0001281210
0040 001422 -12918.85082 0.0001212116
0041 001458 -12917.36760 0.0001148103
0042 001494 -12915.96128 0.0001088700
0043 001529 -12914.62644 0.0001033484
0044 001565 -12913.35812 0.0000982082
0045 001600 -12912.15180 0.0000934161
0046 001635 -12911.00337 0.0000889422
0047 001670 -12909.90903 0.0000847597
0048 001705 -12908.86534 0.0000808445
0049 001738 -12907.86910 0.0000771751
0050 001773 -12906.91738 0.0000737319
0051 001807 -12906.00747 0.0000704972
0052 001842 -12905.13690 0.0000674550
0053 001877 -12904.30334 0.0000645909
0054 001913 -12903.50468 0.0000618917
0055 001951 -12902.73891 0.0000593452
0056 001987 -12902.00422 0.0000569407
0057 002022 -12901.29890 0.0000546681
0058 002057 -12900.62134 0.0000525182
