nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 3 - Loc: save/pmf/lastfm-alg40-sp3-20170409134153126 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp3-20170409134153126 --user data/lastfm/ctr-data/sp3/train-users.dat --item data/lastfm/ctr-data/sp3/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp3-20170409134153126/ctr-log

iter time likelihood converge
0001 000011 -35789.38051 1.0000000000
0002 000022 -8935.49321 0.7503311573
0003 000035 -8023.11273 0.1021074559
0004 000050 -7785.60254 0.0296032478
0005 000065 -7681.26185 0.0134017484
0006 000077 -7623.65370 0.0074998288
0007 000088 -7587.36816 0.0047596004
0008 000099 -7562.48089 0.0032800922
0009 000110 -7544.36942 0.0023949115
0010 000122 -7530.60901 0.0018239302
0011 000137 -7519.81085 0.0014339032
0012 000148 -7511.12290 0.0011553409
0013 000159 -7503.99280 0.0009492722
0014 000170 -7498.04595 0.0007924922
0015 000184 -7493.01877 0.0006704650
0016 000195 -7488.72016 0.0005736827
0017 000207 -7485.00804 0.0004956941
0018 000221 -7481.77462 0.0004319863
0019 000234 -7478.93663 0.0003793201
0020 000246 -7476.42879 0.0003353206
0021 000257 -7474.19921 0.0002982143
0022 000267 -7472.20618 0.0002666557
0023 000278 -7470.41576 0.0002396103
0024 000289 -7468.80011 0.0002162724
0025 000300 -7467.33617 0.0001960075
0026 000313 -7466.00466 0.0001783110
0027 000326 -7464.78937 0.0001627772
0028 000337 -7463.67654 0.0001490771
0029 000347 -7462.65445 0.0001369416
0030 000358 -7461.71305 0.0001261487
0031 000370 -7460.84366 0.0001165138
0032 000381 -7460.03876 0.0001078824
0033 000392 -7459.29183 0.0001001242
0034 000402 -7458.59716 0.0000931288
0035 000414 -7457.94974 0.0000868021
0036 000426 -7457.34517 0.0000810635
0037 000437 -7456.77958 0.0000758437
0038 000451 -7456.24953 0.0000710829
0039 000467 -7455.75197 0.0000667294
0040 000480 -7455.28421 0.0000627382
0041 000490 -7454.84383 0.0000590702
0042 000503 -7454.42866 0.0000556914
0043 000514 -7454.03676 0.0000525719
0044 000525 -7453.66641 0.0000496857
0045 000535 -7453.31601 0.0000470098
0046 000546 -7452.98416 0.0000445241
0047 000557 -7452.66956 0.0000422109
0048 000568 -7452.37105 0.0000400544
0049 000584 -7452.08755 0.0000380408
0050 000595 -7451.81810 0.0000361578
0051 000607 -7451.56180 0.0000343943
0052 000617 -7451.31784 0.0000327406
0053 000630 -7451.08544 0.0000311879
0054 000641 -7450.86394 0.0000297283
0055 000652 -7450.65267 0.0000283547
0056 000663 -7450.45105 0.0000270608
0057 000675 -7450.25852 0.0000258408
0058 000686 -7450.07458 0.0000246894
