2 59 84
2 109 134
2 152 177
2 197 222
2 246 271
2 292 317
2 296 350
2 374 399
2 413 438
2 319 469
2 481 506
2 319 532
2 557 582
2 505 617
2 637 662
2 397 688
2 527 723
2 741 766
2 304 784
2 806 831
2 609 865
2 294 886
2 302 897
2 916 941
2 695 972
2 987 1012
2 449 1027
2 315 1040
2 748 1069
2 224 1089
2 1101 1126
2 384 1149
1 1169
2 534 1182
2 1194 1219
2 294 1231
2 1247 1272
2 1292 1317
2 1330 1355
2 283 1374
2 221 1391
2 608 1408
2 326 1430
2 319 1033
2 304 899
2 283 1461
2 455 1489
2 244 1501
2 919 1517
2 1265 1551
2 324 1569
2 323 1585
2 1597 1622
2 848 1650
2 460 1662
2 380 1680
2 469 1697
2 1710 1735
2 721 1764
2 185 1783
2 700 1798
2 1604 1832
2 796 1858
2 989 1883
2 294 1023
2 612 1948
2 530 1966
2 1104 1992
2 287 904
2 718 2018
2 2029 2054
2 296 1033
2 1985 2095
2 584 2117
2 1147 2149
2 298 1672
2 1532 2191
2 2212 2237
2 1728 2272
2 2290 2315
2 908 2328
2 845 2352
2 796 2364
2 304 1922
2 850 2400
2 372 1844
2 1406 2444
2 1525 2471
2 458 2493
2 418 2512
2 300 1028
2 304 2541
2 796 2564
2 287 908
2 223 1999
2 292 2586
2 492 1844
2 596 2613
2 222 1877
2 498 2636
2 2131 2666
2 2678 2703
2 908 2718
2 1251 2749
2 950 2767
2 327 2779
2 848 2802
0
2 908 2821
2 700 2332
2 2847 2872
2 1937 2902
2 186 2014
2 821 2931
2 834 2946
2 321 1438
2 321 2161
2 2273 2994
2 799 3014
2 223 3026
2 506 3043
2 310 1571
2 942 3067
2 616 3092
2 294 952
2 286 963
2 3115 3140
2 304 788
2 319 1033
2 338 2523
2 346 3168
2 296 673
2 283 1968
2 494 3200
2 219 3216
2 709 3228
2 988 3253
2 635 3265
2 295 1587
2 298 1919
2 296 2076
2 299 1234
2 1971 3319
2 480 2525
2 289 1438
2 536 3349
2 397 2420
2 417 3377
2 512 2329
2 1235 3409
2 215 3422
2 938 3435
2 473 3452
2 251 1370
2 1095 3507
2 449 3520
2 2440 3551
2 609 3563
2 340 3596
2 1618 3620
2 836 3643
2 413 2562
2 418 2250
2 422 2612
2 859 3673
2 1450 3548
2 426 3244
2 601 2354
2 1207 3707
2 287 1397
2 1401 3740
2 1504 3767
2 1423 3797
2 214 3810
2 184 3222
2 988 3840
2 338 2599
2 593 3701
0
2 487 2191
2 3874 3899
2 927 3910
1 3930
2 542 3957
2 438 3971
2 586 3986
2 228 1405
2 814 4015
2 601 4039
2 512 4059
2 909 4071
2 823 4088
2 4105 4130
2 759 4147
2 697 4045
2 518 4170
2 1267 4196
2 300 1034
2 399 4215
2 197 3171
2 1333 4249
2 469 2229
2 323 1816
2 1959 4286
2 1053 4300
2 2328 4328
2 805 2882
2 493 4345
2 423 4360
2 317 3061
2 337 1877
2 1187 4407
2 315 1028
2 296 2077
2 2620 4443
2 311 2885
2 300 2082
2 312 1028
2 288 3200
2 371 3178
2 1276 4499
2 921 4511
2 286 1965
2 410 2119
2 4537 4562
2 338 1567
2 701 3724
2 296 2161
2 166 1968
2 292 2524
2 2337 4644
2 327 2523
2 494 3064
2 950 4670
2 1397 4689
2 340 2961
2 289 1762
2 4073 4731
2 1147 4745
2 286 3153
2 147 3912
2 319 3330
2 1779 4791
2 1082 4812
2 1187 4828
2 3230 4853
2 247 4096
2 176 4873
2 701 2724
2 223 3051
2 319 1380
2 1363 4896
2 224 4157
0
2 300 1922
2 770 4949
2 868 4970
2 185 1883
2 221 4144
2 312 1547
2 1542 5017
2 414 3180
2 942 5041
2 845 2360
2 1815 5071
2 1175 5088
2 532 3743
2 296 540
2 527 5120
2 322 1097
2 992 5133
2 1450 5162
2 604 4674
2 1030 5192
2 5207 5232
2 933 1794
2 5252 5277
2 612 5292
2 1107 5308
2 336 4708
2 708 4387
2 327 1766
2 346 4963
2 556 2833
2 221 4963
2 304 1023
2 435 3692
2 5236 5392
2 804 2332
2 322 4702
2 690 5426
2 2071 5443
2 909 4242
2 455 4386
2 222 894
2 1095 5480
2 728 5491
2 308 2068
2 2588 5515
2 691 5532
2 1110 4272
2 460 5413
2 948 5545
2 1320 5587
2 312 1547
2 346 4474
2 438 5609
2 283 1089
2 338 1459
2 522 5629
2 299 2766
2 296 5646
2 501 2726
2 286 2087
2 748 5673
2 1526 5696
2 423 5708
2 293 673
2 296 3719
2 5728 5753
2 214 2835
2 1101 5053
1 3991
2 579 5798
2 228 1511
2 825 5811
2 452 5824
2 1548 5837
2 295 1444
2 372 4488
2 338 2005
2 325 2919
2 319 5870
2 365 1509
2 1844 5894
2 435 5906
2 960 5920
2 1004 5940
2 5958 5983
2 289 695
2 480 3345
2 821 6000
2 612 6013
2 5173 6046
2 709 5923
2 530 6066
2 1738 6086
2 534 5317
2 322 2594
2 1240 6111
2 511 4258
0
2 300 2077
2 1360 6149
2 911 2366
2 279 2016
2 302 1922
2 1964 6202
2 231 1511
2 294 686
2 1342 6230
2 310 6247
2 946 6261
2 302 1234
2 1173 6299
2 287 1082
2 548 3566
2 2766 6335
2 834 4410
2 1385 6368
2 419 4224
2 220 1495
2 304 1449
2 304 1419
2 531 4718
2 834 1795
2 458 6400
2 1172 5814
2 294 4609
2 1404 6427
2 1064 6276
1 1961
2 295 2161
2 1192 6465
2 1964 6485
2 433 4008
2 289 904
2 300 957
2 310 695
2 3630 6524
2 288 1374
2 673 6536
2 303 4468
2 1006 6570
2 292 695
2 705 6591
2 776 3864
2 305 695
2 615 6035
2 1039 6620
2 880 5136
2 505 5708
2 371 1095
2 534 4726
2 1794 6667
2 623 6681
2 1176 6695
2 700 3567
2 380 6714
2 852 6729
2 2886 6750
2 609 3982
2 419 6767
2 992 6789
2 940 6806
2 6512 6838
2 184 1786
2 3477 6875
2 729 4188
2 1207 6898
2 322 698
2 880 4865
2 221 3668
2 1385 17620
2 227 3171
2 1240 6933
2 946 6949
2 227 992
2 947 4096
2 585 4957
2 728 6980
2 709 6994
2 1217 7014
2 848 7028
2 220 1502
2 380 2007
2 7055 7080
2 1374 7095
2 556 4059
2 289 793
2 556 2604
2 300 1447
2 536 7130
2 1090 7155
2 418 2592
2 228 2178
2 289 695
2 1645 7177
2 293 537
2 988 6033
2 492 1758
2 372 2161
2 597 7207
2 940 7223
1 288
2 455 7237
2 430 2610
2 556 3975
2 372 4052
2 909 2745
2 1158 7274
1 435
2 338 3282
2 294 4395
2 184 4233
2 304 1025
2 279 478
2 519 1794
2 6064 7332
2 295 2087
2 289 1593
2 292 1446
2 406 1675
2 480 7354
2 5125 7387
2 7410 7435
2 501 4885
2 1158 7472
2 505 1864
2 701 3513
2 608 7486
2 334 3176
2 1097 7508
2 512 3330
2 1618 7533
2 327 1438
2 913 4258
2 701 7356
2 492 4350
2 1367 7581
2 759 2599
2 718 2769
2 460 2504
2 2549 7616
2 1544 7636
2 300 899
2 1029 4082
2 2036 7663
2 289 1063
2 466 3077
2 295 2029
2 394 2079
2 304 1443
2 184 1704
2 593 3817
2 709 2878
0
2 201 1367
2 1376 7704
2 371 1845
2 944 5038
2 847 3631
2 940 7733
2 859 7746
2 837 2818
2 494 5621
2 7775 7800
2 529 7820
2 326 6548
2 685 7846
2 512 6406
0
2 854 7869
2 426 3691
2 4472 7902
2 883 5642
2 1413 7935
2 232 6097
2 410 2814
2 228 3618
2 283 1381
2 292 3151
2 898 7967
2 294 2115
2 292 1811
2 1937 7987
2 530 5995
2 184 1100
2 3801 8024
2 228 8038
2 492 2599
2 1272 8058
2 1207 8077
2 288 8088
2 1187 8099
2 501 4781
2 579 8115
2 372 5722
2 2815 8143
2 510 7481
2 449 2164
2 349 3347
2 322 3027
2 455 8177
2 488 1959
2 915 1360
2 859 3705
2 327 5681
2 4281 8245
2 2261 8267
2 1035 8283
2 293 2205
2 239 6772
2 232 2634
2 8129 8331
2 7754 8365
2 292 1939
2 992 5424
2 300 2122
1 1417
2 488 2365
0
2 911 3201
2 293 4472
2 6103 8430
2 422 2580
2 372 3037
2 296 4808
2 229 2476
2 430 4576
2 371 8221
2 889 6092
2 947 8483
2 219 2590
2 430 5294
2 228 1403
2 292 963
2 804 8515
2 492 8526
2 505 8537
2 286 8548
2 848 6399
2 290 538
2 1012 8572
2 726 3433
2 473 4813
2 2766 8605
2 593 8399
2 532 8036
2 2031 8642
2 319 1023
2 438 6278
2 828 2823
2 397 4933
2 780 8677
2 1107 8694
2 701 8722
2 703 8744
2 989 8755
2 506 6127
2 989 4623
2 310 1973
2 4474 8797
2 8810 8835
2 673 7715
2 2101 8873
2 1150 8888
2 418 2134
2 1089 8909
2 308 898
2 708 3184
2 455 3167
2 529 3251
2 538 8937
2 1035 5117
2 957 8954
2 458 2102
2 294 1000
2 726 2354
2 1351 8984
2 635 2337
2 319 2079
2 351 2485
2 480 9005
2 327 1443
2 988 5940
2 296 698
2 228 1604
2 435 3171
2 1197 9033
2 222 876
2 311 3356
2 289 880
2 289 1370
2 1460 9060
2 877 9076
2 1058 9089
2 1357 9103
2 859 5719
2 735 8312
2 288 7104
2 852 2327
2 318 1033
0
2 296 693
2 322 8936
2 1446 9155
2 449 7018
2 498 8513
2 2962 9194
