3 5 22 50
1 75
2 83 100
3 121 138 166
3 197 214 242
3 282 299 327
3 368 385 413
3 443 460 488
3 535 552 580
3 598 615 643
3 662 679 707
2 739 756
3 763 780 808
3 844 861 889
3 910 927 955
2 991 1008
3 1034 1051 1079
3 1091 1108 1136
2 1155 1172
0
3 1206 1223 1251
3 1277 1294 1322
3 1351 1368 1396
3 1441 1458 1486
3 1505 1522 1550
3 1589 1606 1634
3 1653 1670 1698
3 1743 1760 1788
3 1808 1825 1853
3 1864 1881 1909
3 1941 1958 1986
3 1999 2016 2044
3 2074 2091 2119
3 1043 2156 2184
3 2189 2206 2234
3 2251 2268 2296
3 2314 2331 2359
3 2382 2399 2427
3 1822 2481 2509
3 2540 2557 2585
2 2592 2609
2 2639 2656
3 2677 2694 2722
1 2751
3 2757 2774 2802
3 2820 2837 2865
3 2876 2893 2921
3 2941 2958 2986
3 3007 3024 3052
3 2638 3098 3126
1 3172
3 3186 3203 3231
2 3267 3284
3 3296 3313 3341
3 3369 3386 3414
3 1877 3460 3488
3 3510 3527 3555
3 3573 3590 3618
3 3634 3651 3679
3 3705 3722 3750
3 3791 3808 3836
3 3861 3878 3906
3 3933 3950 3978
2 3995 4012
3 4029 4046 4074
3 4109 4126 4154
3 3579 4199 4227
3 4257 4274 4302
3 4343 4360 4388
3 4418 4435 4463
3 4440 4497 4525
3 4556 4573 4601
3 1401 4641 4669
3 4383 4723 4751
3 4753 4770 4798
2 4834 4851
3 4875 4892 4920
2 4947 4972
3 5011 5028 5056
3 5088 5105 5133
3 5163 5180 5208
3 3372 5253 5281
3 1633 5301 5329
3 5365 5382 5410
3 5434 5451 5479
3 5507 5524 5552
3 1091 5572 5600
3 3429 5648 5676
3 5708 5725 5753
3 5779 5796 5824
3 5855 5872 5900
3 3401 5926 5954
2 5991 6008
3 6036 6053 6081
3 6115 6132 6160
3 4661 6197 6226
3 5992 6261 6289
3 3389 6329 6357
3 2494 6411 6439
2 6470 6487
3 3023 6513 6541
2 6575 6592
2 6600 6617
3 6623 6640 6668
3 6700 6717 6745
3 6762 6779 6807
2 6823 6840
2 6851 6868
3 6887 6904 6932
3 6966 6983 7011
2 3111 7030
3 5948 7061 7089
2 5242 7134
3 7162 7179 7207
3 2497 7229 7257
2 7298 7315
3 1917 7347 7375
1 7411
3 4876 7439 7467
3 7490 7507 7535
3 7561 7578 7606
3 7635 7652 7680
2 7688 7705
3 4387 7727 7755
3 6739 7809 7837
3 4535 7895 7923
3 7943 7960 7988
3 5575 8021 8049
3 5248 8087 8115
3 4244 8158 8186
2 8210 8227
2 8239 8256
3 1883 8269 8297
1 8317
3 8327 8344 8372
3 1707 8409 8437
1 8474
1 8490
1 8507
3 8522 8539 8567
3 1998 8605 8633
3 4799 8664 8692
3 5156 8724 8752
3 2831 8800 8828
3 8868 8885 8913
3 5712 8953 8981
3 9002 9019 9047
3 1408 9057 9085
3 6563 9138 9166
2 9173 9190
3 7359 9231 9259
3 4128 9287 9315
3 3665 9360 9388
3 9402 9419 9447
3 4259 9464 9492
3 9517 9534 9562
3 9522 9612 9640
3 3468 9657 9685
3 3579 9727 9755
3 9760 9777 9805
3 2829 9813 9841
2 9874 9891
1 9892
2 8303 9921
3 5745 9960 9988
3 8411 10037 10065
3 7520 10115 10143
3 8249 10194 10222
3 10260 10277 10305
3 6598 10353 10381
3 3201 10400 10428
3 6567 10474 10502
3 5799 10555 10583
3 7260 10616 10644
3 5745 10656 10684
3 4521 10719 10747
2 10782 10799
