2 14 39
0
1 92
2 130 155
2 206 231
2 291 316
2 377 402
2 452 477
2 544 569
2 607 632
2 671 696
1 748
2 772 797
2 853 878
2 919 944
2 1000 1025
2 1043 1068
2 1100 1125
2 1164 1189
0
2 1215 1240
2 1286 1311
2 1360 1385
2 1450 1475
2 1514 1539
2 1598 1623
2 1662 1687
2 1752 1777
2 1817 1842
2 1873 1898
2 1950 1975
2 2008 2033
2 2083 2108
2 2148 2173
2 2198 2223
2 2260 2285
2 2323 2348
2 2391 2416
2 2473 2498
2 2549 2574
2 2601 2626
2 2648 2673
2 2686 2711
0
2 2766 2791
2 2829 2854
2 2885 2910
2 2950 2975
2 3016 3041
2 3090 3115
1 3181
2 3195 3220
1 3276
2 3305 3330
2 3378 3403
2 3452 3477
2 3519 3544
2 3582 3607
2 3643 3668
2 3714 3739
2 3800 3825
2 3870 3895
2 3942 3967
1 4004
2 4038 4063
2 4118 4143
2 4191 4216
2 4266 4291
2 4352 4377
2 4427 4452
2 4489 4514
2 4565 4590
2 3083 4658
2 4715 4740
2 4762 4787
2 4843 4868
2 4884 4909
2 4957 4997
2 5020 5045
2 5097 5122
2 5172 5197
2 5245 5270
2 5293 5318
2 5374 5399
2 5443 5468
2 5516 5541
2 5564 5589
2 5640 5665
2 5717 5742
2 5788 5813
2 5864 5889
2 5918 5943
2 6000 6025
2 6045 6070
2 6124 6149
2 6187 6214
2 6253 6278
2 6321 6346
2 6403 6428
1 6479
2 6505 6530
1 6584
1 6609
2 6632 6657
2 6709 6734
2 6771 6796
1 6832
2 6860 6885
2 6896 6921
2 6975 7000
1 7022
2 7053 7078
2 7126 7151
2 7171 7196
2 7221 7246
2 7307 7332
2 5382 7364
1 7420
2 7431 7456
2 7499 7524
2 7570 7595
2 7644 7669
1 7697
2 7112 7744
2 7801 7826
2 7887 7912
2 7952 7977
2 8013 8038
2 8079 8104
2 8150 8175
1 8219
1 8248
2 7233 8286
0
2 8336 8361
2 5728 8426
1 8483
1 8499
1 8516
2 8531 8556
2 8327 8622
2 8656 8681
2 7811 8741
2 7811 8817
2 8877 8902
2 8945 8970
2 9011 9036
2 7077 9074
2 9130 9155
2 9182 9207
2 9223 9248
2 9279 9304
2 9352 9377
2 9411 9436
2 9456 9481
2 9526 9551
2 9604 9629
2 9649 9674
2 9719 9744
2 9769 9794
2 8729 9830
1 9883
1 9901
2 9913 9938
2 9952 9977
2 10029 10054
2 10107 10132
2 10186 10211
2 10269 10294
2 10345 10370
2 8576 10417
2 10466 10491
2 10547 10572
2 10608 10633
2 10648 10673
2 9509 10736
2 10791 10816
2 10826 10851
2 10878 10903
1 10965
2 10979 11004
2 11048 11073
2 11121 11146
2 11157 11182
2 9718 11246
2 11300 11325
2 8671 11381
1 11414
2 11448 11473
2 11495 11520
2 11555 11580
2 11626 11651
2 11684 11709
2 11757 11782
2 11825 11850
2 8718 11911
2 11967 11992
2 12030 12055
2 12075 12100
2 12154 12179
2 12163 12214
2 7786 12275
2 7692 12338
2 12386 12411
2 12423 12448
2 4378 12495
2 4682 12548
1 12602
2 12633 12658
2 12685 12710
2 12742 12767
2 12800 12825
2 4799 12838
2 12897 12922
2 12956 12981
2 13034 13059
2 13102 13127
1 13152
2 13162 13187
2 13213 13238
2 13264 13289
2 13335 13360
2 8414 13406
2 9555 13467
1 13522
2 13548 13573
1 13620
2 13646 13671
2 10784 13723
2 6027 13789
2 5226 13839
0
2 13877 13902
2 13939 13964
2 14003 14028
2 14033 14058
2 14062 14119
2 14174 14199
2 14222 14247
2 14278 14303
2 14334 14359
2 14418 14443
1 14472
2 14480 14505
2 14560 14585
1 14615
2 14638 14663
2 14690 14715
2 14756 14781
1 14827
1 14863
2 7246 14887
2 5087 14948
2 15001 15026
2 15073 15098
2 15136 15161
0
2 14971 15236
2 8664 15285
2 15324 15349
1 15389
2 7623 15419
2 9937 15482
2 15510 15535
2 15574 15599
2 15632 15657
2 15687 15713
1 15736
2 15764 15789
2 6840 15829
2 15868 15893
2 15924 15949
2 15968 15993
2 16025 16050
2 6332 16095
2 16139 16164
2 16177 16202
2 16262 16287
1 16300
2 16329 16354
2 16411 16436
2 16473 16498
2 11684 16540
2 8816 16611
2 16266 16680
2 16718 16743
2 16780 16805
2 16853 16878
2 16905 16930
2 16969 16994
2 17030 17055
2 17095 17120
2 17166 17191
2 17223 17248
2 12569 17278
2 7525 17339
2 7125 17393
2 17433 17458
2 17492 17517
2 17563 17588
2 17620 17645
2 17705 17730
2 8282 17757
2 17762 17830
2 6420 17881
2 17931 17956
0
2 17976 18001
2 12343 18050
2 15953 18105
2 15315 18160
2 18214 18239
2 17262 18290
2 15425 18348
2 18388 18413
1 18448
2 7427 18481
2 16679 18533
