nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/0550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.1000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170224185120003 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000061 -2300.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000121 -411.15999:[4265.81931:-242.18330:-9.15289] 0.8212347883
0003 000181 -347.24983:[4267.66710:-179.25013:-10.71404] 0.1554386593
0004 000241 -320.88786:[4267.30000:-152.74570:-12.24913] 0.0759164376
0005 000301 -302.75794:[4265.66392:-133.88659:-13.60923] 0.0564992370
0006 000364 -289.41263:[4263.60780:-119.61729:-14.87902] 0.0440791436
0007 000421 -279.24255:[4261.36913:-108.43670:-16.08585] 0.0351404144
0008 000479 -271.29245:[4259.06783:-99.44695:-17.23919] 0.0284702385
0009 000536 -264.95688:[4256.76503:-92.07150:-18.34484] 0.0233532618
0010 000593 -259.83231:[4254.49407:-85.92210:-19.40700] 0.0193411756
0011 000650 -255.63862:[4252.27381:-80.72702:-20.42872] 0.0161399755
0012 000707 -252.17489:[4250.11514:-76.28982:-21.41237] 0.0135493061
0013 000764 -249.29293:[4248.02450:-72.46459:-22.35980] 0.0114284517
0014 000821 -246.88085:[4246.00585:-69.14042:-23.27250] 0.0096756730
0015 000877 -244.85252:[4244.06173:-66.23144:-24.15151] 0.0082158254
0016 000934 -243.14039:[4242.19401:-63.67013:-24.99742] 0.0069925022
0017 000990 -241.69063:[4240.40406:-61.40276:-25.81032] 0.0059626383
0018 001047 -240.45978:[4238.69285:-59.38613:-26.58999] 0.0050926735
0019 001103 -239.41237:[4237.06079:-57.58519:-27.33608] 0.0043558669
0020 001160 -238.51924:[4235.50769:-55.97120:-28.04829] 0.0037304993
0021 001239 -237.75629:[4234.03272:-54.52034:-28.72653] 0.0031987033
0022 001329 -237.10348:[4232.63452:-53.21264:-29.37096] 0.0027456815
0023 001412 -236.54412:[4231.31126:-52.03120:-29.98201] 0.0023591404
0024 001490 -236.06421:[4230.06078:-50.96159:-30.56033] 0.0020288458
0025 001571 -235.65198:[4228.88065:-49.99138:-31.10678] 0.0017462577
0026 001652 -235.29751:[4227.76830:-49.10980:-31.62234] 0.0015042271
0027 001729 -234.99239:[4226.72105:-48.30750:-32.10809] 0.0012967467
0028 001809 -234.72949:[4225.73613:-47.57627:-32.56519] 0.0011187493
0029 001878 -234.50275:[4224.81078:-46.90893:-32.99483] 0.0009659468
0030 001947 -234.30701:[4223.94220:-46.29916:-33.39825] 0.0008347020
0031 002013 -234.13786:[4223.12764:-45.74134:-33.77665] 0.0007219252
0032 002078 -233.99153:[4222.36437:-45.23053:-34.13127] 0.0006249887
0033 002145 -233.86479:[4221.64975:-44.76231:-34.46330] 0.0005416539
0034 002211 -233.75487:[4220.98116:-44.33275:-34.77391] 0.0004700107
