nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 1.0000|lbd-N: 0.1000|lbd-Q: 0.0500]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170225193317901 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000275 -14472.50000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000558 -4853.10963:[19818.16757:-258.67305:-2434.15879] 0.6646668071
0003 000830 -3479.02840:[22786.04071:-387.86583:-1765.60987] 0.2831341839
0004 001099 -3143.87215:[23686.02608:-502.14044:-1473.47355] 0.0963361633
0005 001364 -2985.84096:[24176.29527:-588.42635:-1295.66788] 0.0502664166
0006 001615 -2898.38939:[24485.31409:-655.98741:-1179.17670] 0.0292887592
0007 001868 -2846.55664:[24692.15268:-708.67881:-1099.34913] 0.0178832926
0008 002121 -2814.11256:[24835.84789:-749.43014:-1042.97703] 0.0113976575
0009 002373 -2792.78462:[24938.27693:-780.72285:-1002.32051] 0.0075789218
0010 002626 -2778.10141:[25012.68908:-804.61577:-972.53960] 0.0052575545
0011 002878 -2767.54288:[25067.55667:-822.77934:-950.46111] 0.0038006280
0012 003130 -2759.64179:[25108.51345:-836.54351:-933.93200] 0.0028549087
0013 003382 -2753.51926:[25139.41531:-846.95128:-921.45411] 0.0022185973
0014 003636 -2748.63413:[25162.95948:-854.81114:-911.96517] 0.0017741412
0015 003896 -2744.64340:[25181.06493:-860.74409:-904.70093] 0.0014518936
0016 004129 -2741.32270:[25195.11536:-865.22385:-899.10512] 0.0012098865
0017 004334 -2738.52011:[25206.11945:-868.60988:-894.76901] 0.0010223487
0018 004530 -2736.12907:[25214.81913:-871.17388:-891.38982] 0.0008731129
0019 004711 -2734.07210:[25221.76429:-873.12054:-888.74170] 0.0007517821
0020 004881 -2732.29094:[25227.36517:-874.60373:-886.65512] 0.0006514691
0021 005050 -2730.74048:[25231.92956:-875.73891:-885.00214] 0.0005674570
0022 005221 -2729.38493:[25235.68960:-876.61260:-883.68568] 0.0004964045
0023 005355 -2728.19527:[25238.82124:-877.28954:-882.63173] 0.0004358686
0024 005525 -2727.14762:[25241.45844:-877.81817:-881.78358] 0.0003840112
0025 005693 -2726.22198:[25243.70376:-878.23468:-881.09755] 0.0003394138
0026 005817 -2725.40152:[25245.63603:-878.56610:-880.53980] 0.0003009528
0027 005909 -2724.67189:[25247.31621:-878.83264:-880.08399] 0.0002677163
0028 006008 -2724.02081:[25248.79163:-879.04937:-879.70954] 0.0002389547
0029 006177 -2723.43774:[25250.09929:-879.22755:-879.40023] 0.0002140488
0030 006298 -2722.91352:[25251.26831:-879.37562:-879.14318] 0.0001924845
0031 006438 -2722.44019:[25252.32175:-879.49986:-878.92814] 0.0001738319
0032 006607 -2722.01079:[25253.27803:-879.60501:-878.74682] 0.0001577278
0033 006752 -2721.61923:[25254.15192:-879.69461:-878.59255] 0.0001438480
