nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/2550]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 1.0000|lbd-N: 1.0000|lbd-Q: 0.0500]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170225193320570 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000271 -14472.50000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000533 -13221.30473:[2957.74454:-269.50312:-383.23368] 0.0864532923
0003 000796 -6667.67145:[21057.29062:-2709.03577:-1996.86367] 0.4956873325
0004 001055 -6354.15600:[21172.32991:-2472.30465:-2185.09805] 0.0470202318
0005 001326 -6301.01636:[21036.69618:-2355.48420:-2252.15576] 0.0083629728
0006 001584 -6275.04488:[20994.63299:-2310.95934:-2271.13454] 0.0041217932
0007 001840 -6256.51909:[20992.40684:-2293.34220:-2273.93621] 0.0029522955
0008 002095 -6241.92156:[21002.71093:-2285.66962:-2271.75392] 0.0023331715
0009 002350 -6230.11116:[21015.39268:-2281.74277:-2268.37317] 0.0018921096
0010 002605 -6220.44737:[21027.25797:-2279.32403:-2265.02630] 0.0015511419
0011 002862 -6212.47631:[21037.55413:-2277.59408:-2262.06666] 0.0012814294
0012 003121 -6205.85421:[21046.29790:-2276.23800:-2259.55144] 0.0010659355
0013 003377 -6200.31600:[21053.70405:-2275.12252:-2257.44552] 0.0008924170
0014 003635 -6195.65594:[21060.00439:-2274.18216:-2255.69194] 0.0007515835
0015 003887 -6191.71335:[21065.39918:-2273.37865:-2254.23472] 0.0006363479
0016 004111 -6188.36166:[21070.05057:-2272.68608:-2253.02511] 0.0005413186
0017 004310 -6185.50021:[21074.08754:-2272.08518:-2252.02228] 0.0004623929
0018 004502 -6183.04803:[21077.61279:-2271.56081:-2251.19236] 0.0003964395
0019 004686 -6180.93929:[21080.70871:-2271.10076:-2250.50721] 0.0003410512
0020 004863 -6179.11992:[21083.44203:-2270.69500:-2249.94336] 0.0002943516
0021 005034 -6177.54515:[21085.86733:-2270.33522:-2249.48111] 0.0002548543
0022 005204 -6176.17764:[21088.02955:-2270.01448:-2249.10389] 0.0002213678
0023 005374 -6174.98608:[21089.96604:-2269.72694:-2248.79768] 0.0001929279
0024 005544 -6173.94406:[21091.70805:-2269.46770:-2248.55060] 0.0001687484
0025 005714 -6173.02919:[21093.28190:-2269.23262:-2248.35250] 0.0001481832
0026 005849 -6172.22241:[21094.70989:-2269.01819:-2248.19475] 0.0001306946
0027 005941 -6171.50747:[21096.01097:-2268.82144:-2248.06999] 0.0001158305
0028 006049 -6170.87052:[21097.20131:-2268.63984:-2247.97191] 0.0001032092
0029 006219 -6170.29966:[21098.29478:-2268.47125:-2247.89516] 0.0000925091
0030 006388 -6169.78469:[21099.30332:-2268.31385:-2247.83517] 0.0000834593
0031 006558 -6169.31682:[21100.23728:-2268.16609:-2247.78800] 0.0000758323
0032 006728 -6168.88845:[21101.10567:-2268.02668:-2247.75029] 0.0000694360
