nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 1.0000|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164406998 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000518 -28125.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 001030 -3897.30429:[52253.89967:-1689.72114:-311.32871] 0.8614291808
0003 001540 -3461.38277:[52436.65715:-1366.00163:-301.73841] 0.1118520624
0004 002050 -3263.62118:[52516.11267:-1226.92550:-291.75355] 0.0571336960
0005 002525 -3121.16866:[52555.38241:-1123.39460:-279.47591] 0.0436486081
0006 002976 -3007.21035:[52574.31966:-1042.57168:-263.49744] 0.0365114228
0007 003435 -2912.35958:[52579.16775:-977.26500:-249.92339] 0.0315411144
0008 003861 -2837.02805:[52573.96496:-921.76919:-246.01715] 0.0258661495
0009 004276 -2778.44100:[52565.35889:-872.20970:-248.59766] 0.0206508544
0010 004688 -2730.59839:[52556.36383:-827.73547:-253.08894] 0.0172192297
0011 005095 -2690.29240:[52546.82636:-788.36009:-258.09450] 0.0147608628
0012 005507 -2655.94254:[52536.57802:-753.65106:-263.29335] 0.0127680774
0013 005859 -2626.47331:[52525.75837:-722.97569:-268.58135] 0.0110955829
0014 006179 -2601.05951:[52514.57410:-695.73986:-273.90303] 0.0096760164
0015 006491 -2579.04717:[52503.20756:-671.44359:-279.21830] 0.0084628351
0016 006793 -2559.90933:[52491.80296:-649.67536:-284.49491] 0.0074205085
0017 007099 -2543.21609:[52480.47142:-630.09596:-289.70632] 0.0065210276
0018 007405 -2528.61319:[52469.29798:-612.42367:-294.83068] 0.0057419023
0019 007705 -2515.80619:[52458.34743:-596.42258:-299.85014] 0.0050648296
0020 007994 -2504.54857:[52447.66868:-581.89363:-304.75033] 0.0044747576
0021 008290 -2494.63256:[52437.29814:-568.66756:-309.51987] 0.0039592006
0022 008584 -2485.88208:[52427.26218:-556.59956:-314.14998] 0.0035077236
0023 008882 -2478.14713:[52417.57917:-545.56493:-318.63414] 0.0031115497
0024 009173 -2471.29937:[52408.26099:-535.45571:-322.96775] 0.0027632594
0025 009470 -2465.22849:[52399.31430:-526.17794:-327.14784] 0.0024565549
0026 009752 -2459.83932:[52390.74161:-517.64946:-331.17283] 0.0021860705
0027 010024 -2455.04949:[52382.54205:-509.79807:-335.04229] 0.0019472138
0028 010293 -2450.78745:[52374.71210:-502.56013:-338.75678] 0.0017360329
0029 010562 -2446.99090:[52367.24603:-495.87926:-342.31769] 0.0015491110
0030 010831 -2443.60551:[52360.13641:-489.70537:-345.72714] 0.0013834909
0031 011100 -2440.58372:[52353.37449:-483.99380:-348.98780] 0.0012366139
0032 011370 -2437.88379:[52346.95048:-478.70460:-352.10277] 0.0011062635
0033 011639 -2435.46903:[52340.85387:-473.80197:-355.07550] 0.0009905131
0034 011908 -2433.30711:[52335.07360:-469.25366:-357.90971] 0.0008876821
