nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164407773 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000448 -22667.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000897 -2970.42419:[42331.41132:-1467.20021:-3.04158] 0.8689538012
0003 001344 -2592.40201:[42474.41603:-1160.82303:-3.04344] 0.1272620183
0004 001788 -2424.00554:[42548.79624:-1029.72793:-3.07604] 0.0649576987
0005 002235 -2301.96215:[42591.57740:-929.15538:-3.13425] 0.0503478181
0006 002635 -2207.36574:[42619.24004:-848.45781:-3.20223] 0.0410938156
0007 003027 -2130.99000:[42638.47797:-781.76059:-3.27632] 0.0346004045
0008 003422 -2067.49689:[42652.69225:-725.42830:-3.35520] 0.0297951238
0009 003803 -2013.57930:[42663.69835:-677.06255:-3.43834] 0.0260786780
0010 004162 -1967.06024:[42672.52122:-634.99945:-3.52538] 0.0231026714
0011 004530 -1926.42749:[42679.77567:-598.03464:-3.61597] 0.0206565847
0012 004890 -1890.58319:[42685.85329:-565.26646:-3.70979] 0.0186066192
0013 005249 -1858.70208:[42691.01755:-536.00174:-3.80653] 0.0168631067
0014 005590 -1830.14684:[42695.45418:-509.69631:-3.90590] 0.0153630038
0015 005896 -1804.41463:[42699.29926:-485.91565:-4.00765] 0.0140601875
0016 006184 -1781.10191:[42702.65565:-464.30787:-4.11154] 0.0129198249
0017 006464 -1759.88018:[42705.60304:-444.58453:-4.21737] 0.0119149427
0018 006727 -1740.47885:[42708.20446:-426.50672:-4.32496] 0.0110242347
0019 006992 -1722.67270:[42710.51057:-409.87474:-4.43415] 0.0102306004
0020 007257 -1706.27263:[42712.56267:-394.52023:-4.54480] 0.0095201328
0021 007522 -1691.11855:[42714.39475:-380.30026:-4.65679] 0.0088813974
0022 007782 -1677.07397:[42716.03515:-367.09261:-4.76999] 0.0083049037
0023 008032 -1664.02179:[42717.50761:-354.79215:-4.88431] 0.0077827097
0024 008291 -1651.86092:[42718.83222:-343.30794:-4.99964] 0.0073081209
0025 008546 -1640.50362:[42720.02609:-332.56086:-5.11591] 0.0068754578
0026 008805 -1629.87336:[42721.10384:-322.48180:-5.23302] 0.0064798734
0027 009055 -1619.90309:[42722.07807:-313.01005:-5.35091] 0.0061172088
0028 009315 -1610.53376:[42722.95969:-304.09210:-5.46951] 0.0057838780
0029 009570 -1601.71323:[42723.75817:-295.68060:-5.58875] 0.0054767748
0030 009809 -1593.39522:[42724.48178:-287.73346:-5.70857] 0.0051931968
0031 010048 -1585.53853:[42725.13776:-280.21317:-5.82892] 0.0049307840
0032 010284 -1578.10637:[42725.73249:-273.08615:-5.94974] 0.0046874672
0033 010519 -1571.06577:[42726.27160:-266.32231:-6.07099] 0.0044614261
0034 010755 -1564.38708:[42726.76007:-259.89455:-6.19261] 0.0042510538
