nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 1.0000|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164406970 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000455 -22667.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000905 -3255.09595:[42115.13701:-1467.20021:-272.26758] 0.8563949374
0003 001353 -2889.41335:[42238.94930:-1181.44079:-265.26792] 0.1123415738
0004 001790 -2723.88396:[42291.15292:-1059.13418:-256.91450] 0.0572882341
0005 002216 -2602.23337:[42313.97665:-967.06126:-245.94671] 0.0446607111
0006 002634 -2504.27626:[42321.68736:-895.33414:-232.50849] 0.0376434754
0007 003052 -2424.41746:[42318.22452:-837.41136:-223.87589] 0.0318889723
0008 003472 -2362.89315:[42308.06176:-787.93249:-223.95382] 0.0253769463
0009 003900 -2315.03024:[42296.56720:-743.96441:-228.06622] 0.0202560629
0010 004328 -2275.85512:[42285.06613:-705.08553:-233.15938] 0.0169220785
0011 004735 -2243.04294:[42273.30889:-671.05998:-238.49314] 0.0144175174
0012 005134 -2215.29224:[42261.28246:-641.29402:-243.88999] 0.0123718943
0013 005500 -2191.66883:[42249.13562:-615.14291:-249.28106] 0.0106637919
0014 005823 -2171.45367:[42237.02289:-592.04878:-254.62387] 0.0092236392
0015 006118 -2154.07931:[42225.06658:-571.55440:-259.88621] 0.0080012558
0016 006393 -2139.09063:[42213.35742:-553.28717:-265.04239] 0.0069582749
0017 006670 -2126.11798:[42201.96137:-536.94143:-270.07199] 0.0060645635
0018 006956 -2114.85802:[42190.92577:-522.26414:-274.95900] 0.0052960193
0019 007227 -2105.05968:[42180.28379:-509.04395:-279.69120] 0.0046330957
0020 007511 -2096.51363:[42170.05771:-497.10294:-284.25959] 0.0040597655
0021 007784 -2089.04424:[42160.26128:-486.29015:-288.65793] 0.0035627711
0022 008060 -2082.50330:[42150.90150:-476.47668:-292.88229] 0.0031310671
0023 008331 -2076.76518:[42141.98008:-467.55176:-296.93066] 0.0027553925
0024 008594 -2071.72293:[42133.49448:-459.41969:-300.80270] 0.0024279383
0025 008861 -2067.28511:[42125.43882:-451.99733:-304.49939] 0.0021420876
0026 009122 -2063.37338:[42117.80457:-445.21213:-308.02287] 0.0018922104
0027 009381 -2059.92032:[42110.58115:-439.00047:-311.37620] 0.0016734993
0028 009621 -2056.86786:[42103.75639:-433.30637:-314.56317] 0.0014818367
0029 009872 -2054.16577:[42097.31696:-428.08037:-317.58818] 0.0013136889
0030 010113 -2051.77058:[42091.24863:-423.27861:-320.45609] 0.0011660182
0031 010351 -2049.64451:[42085.53662:-418.86206:-323.17209] 0.0010362101
0032 010588 -2047.75471:[42080.16580:-414.79592:-325.74159] 0.0009220122
0033 010825 -2046.07252:[42075.12090:-411.04904:-328.17014] 0.0008214808
0034 011062 -2044.57289:[42070.38664:-407.59348:-330.46334] 0.0007329335
