nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 10.0000|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164406701 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000454 -22667.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000899 -5006.96218:[40387.27374:-1467.20021:-1468.04423] 0.7791078581
0003 001342 -4374.30599:[40452.54485:-1333.76986:-1262.87926] 0.1263552959
0004 001788 -4163.08364:[40418.17027:-1260.50066:-1243.13919] 0.0482870556
0005 002228 -4047.32304:[40382.97086:-1196.80052:-1232.54816] 0.0278064535
0006 002635 -3963.67594:[40352.45048:-1150.37285:-1222.52898] 0.0206672656
0007 003031 -3899.15767:[40328.34404:-1116.89305:-1212.50926] 0.0162773844
0008 003430 -3847.54208:[40310.37290:-1092.56446:-1202.58247] 0.0132376248
0009 003811 -3805.34115:[40297.62374:-1074.87189:-1192.96891] 0.0109682836
0010 004176 -3770.34258:[40289.13359:-1062.10268:-1183.81764] 0.0091972233
0011 004538 -3741.00718:[40284.04888:-1053.04283:-1175.19514] 0.0077805654
0012 004899 -3716.20406:[40281.64832:-1046.80392:-1167.11708] 0.0066300645
0013 005264 -3695.07663:[40281.33218:-1042.72038:-1159.57486] 0.0056852189
0014 005609 -3676.96495:[40282.60603:-1040.28532:-1152.55109] 0.0049015705
0015 005913 -3661.35404:[40285.06601:-1039.10829:-1146.02610] 0.0042455948
0016 006192 -3647.83709:[40288.38574:-1038.88615:-1139.97987] 0.0036917919
0017 006471 -3636.08879:[40292.30452:-1039.38226:-1134.39219] 0.0032206210
0018 006740 -3625.84597:[40296.61658:-1040.41134:-1129.24241] 0.0028169868
0019 007006 -3616.89326:[40301.16164:-1041.82795:-1124.50923] 0.0024691386
0020 007273 -3609.05234:[40305.81660:-1043.51796:-1120.17061] 0.0021678600
0021 007541 -3602.17398:[40310.48845:-1045.39178:-1116.20373] 0.0019058636
0022 007800 -3596.13196:[40315.10828:-1047.37929:-1112.58523] 0.0016773260
0023 008056 -3590.81859:[40319.62621:-1049.42575:-1109.29147] 0.0014775220
0024 008316 -3586.14139:[40324.00720:-1051.48867:-1106.29891] 0.0013025441
0025 008576 -3582.02052:[40328.22767:-1053.53532:-1103.58449] 0.0011491115
0026 008836 -3578.38674:[40332.27279:-1055.54076:-1101.12585] 0.0010144486
0027 009091 -3575.17980:[40336.13440:-1057.48622:-1098.90156] 0.0008961986
0028 009350 -3572.34699:[40339.80929:-1059.35787:-1096.89115] 0.0007923521
0029 009598 -3569.84211:[40343.29794:-1061.14579:-1095.07530] 0.0007011867
0030 009844 -3567.62446:[40346.60348:-1062.84321:-1093.43579] 0.0006212183
0031 010085 -3565.65812:[40349.73088:-1064.44583:-1091.95556] 0.0005511628
0032 010320 -3563.91125:[40352.68644:-1065.95135:-1090.61863] 0.0004899143
