nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 0.0100|lbd-N: 0.1000|lbd-Q: 0.0500]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170225193319045 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000273 -14472.50000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000537 -1309.42246:[26845.50409:-258.67305:-58.93848] 0.9095234090
0003 000802 -1194.27030:[26932.58907:-187.30183:-57.44770] 0.0879411822
0004 001069 -1170.06744:[26965.98746:-179.80848:-57.48811] 0.0202658184
0005 001338 -1154.00903:[26986.66580:-174.12436:-57.86944] 0.0137243435
0006 001598 -1142.22883:[27000.95592:-169.53347:-58.42483] 0.0102080658
0007 001858 -1133.14593:[27011.24111:-165.64026:-59.07029] 0.0079519115
0008 002115 -1125.90481:[27018.80040:-162.22555:-59.76403] 0.0063902754
0009 002370 -1119.98178:[27024.42924:-159.16167:-60.48404] 0.0052606843
0010 002623 -1115.03382:[27028.65634:-156.36921:-61.21761] 0.0044178983
0011 002879 -1110.82669:[27031.84549:-153.79562:-61.95675] 0.0037730919
0012 003134 -1107.19576:[27034.25268:-151.40434:-62.69612] 0.0032686775
0013 003390 -1104.02253:[27036.06135:-149.16880:-63.43203] 0.0028660045
0014 003645 -1101.21994:[27037.40513:-147.06900:-64.16186] 0.0025385256
0015 003899 -1098.72273:[27038.38302:-145.08939:-64.88372] 0.0022676776
0016 004120 -1096.48104:[27039.06947:-143.21755:-65.59629] 0.0020402687
0017 004320 -1094.45609:[27039.52140:-141.44336:-66.29857] 0.0018467737
0018 004511 -1092.61718:[27039.78295:-139.75833:-66.98987] 0.0016802044
0019 004694 -1090.93963:[27039.88881:-138.15527:-67.66969] 0.0015353504
0020 004867 -1089.40330:[27039.86661:-136.62799:-68.33766] 0.0014082639
0021 005037 -1087.99153:[27039.73858:-135.17105:-68.99355] 0.0012959063
0022 005209 -1086.69040:[27039.52284:-133.77968:-69.63720] 0.0011959033
0023 005379 -1085.48811:[27039.23426:-132.44961:-70.26851] 0.0011063740
0024 005549 -1084.37461:[27038.88514:-131.17702:-70.88746] 0.0010258091
0025 005720 -1083.34122:[27038.48576:-129.95844:-71.49404] 0.0009529833
0026 005890 -1082.38041:[27038.04475:-128.79073:-72.08830] 0.0008868905
0027 006061 -1081.48561:[27037.56940:-127.67101:-72.67030] 0.0008266963
0028 006232 -1080.65103:[27037.06591:-126.59665:-73.24013] 0.0007717014
0029 006402 -1079.87154:[27036.53956:-125.56522:-73.79790] 0.0007213148
0030 006573 -1079.14259:[27035.99487:-124.57447:-74.34371] 0.0006750333
0031 006744 -1078.46012:[27035.43573:-123.62233:-74.87771] 0.0006324250
0032 006915 -1077.82046:[27034.86549:-122.70687:-75.40003] 0.0005931170
0033 007085 -1077.22035:[27034.28705:-121.82628:-75.91083] 0.0005567855
0034 007254 -1076.65680:[27033.70292:-120.97890:-76.41025] 0.0005231475
