nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/1050]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170224191130652 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000120 -5099.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000243 -828.85763:[9513.76339:-486.25980:-1.27425] 0.8374470220
0003 000363 -701.18248:[9524.58101:-364.01703:-1.40496] 0.1540375019
0004 000490 -646.16988:[9533.18366:-313.32538:-1.54483] 0.0784568819
0005 000619 -606.28632:[9537.21744:-275.47731:-1.67686] 0.0617230341
0006 000733 -575.49045:[9539.83414:-246.00666:-1.80771] 0.0507942652
0007 000844 -550.95673:[9541.59532:-222.36918:-1.93782] 0.0426309724
0008 000956 -530.93812:[9542.82046:-202.97778:-2.06758] 0.0363342797
0009 001067 -514.28818:[9543.68484:-186.77373:-2.19736] 0.0313594753
0010 001178 -500.22096:[9544.29589:-173.02481:-2.32739] 0.0273527869
0011 001291 -488.17881:[9544.72345:-161.20830:-2.45781] 0.0240736692
0012 001403 -477.75471:[9545.01477:-150.94088:-2.58866] 0.0213530303
0013 001508 -468.64449:[9545.20288:-141.93492:-2.71991] 0.0190688296
0014 001610 -460.61613:[9545.31139:-133.97031:-2.85151] 0.0171310280
0015 001708 -453.48950:[9545.35761:-126.87564:-2.98340] 0.0154719344
0016 001809 -447.12260:[9545.35442:-120.51539:-3.11550] 0.0140398122
0017 001904 -441.40187:[9545.31159:-114.78096:-3.24775] 0.0127945341
0018 001999 -436.23545:[9545.23663:-109.58429:-3.38009] 0.0117045642
0019 002090 -431.54818:[9545.13540:-104.85319:-3.51246] 0.0107448226
0020 002180 -427.27795:[9545.01252:-100.52790:-3.64480] 0.0098951486
0021 002276 -423.37298:[9544.87168:-96.55853:-3.77708] 0.0091391765
0022 002369 -419.78976:[9544.71584:-92.90308:-3.90923] 0.0084635028
0023 002463 -416.49145:[9544.54743:-89.52593:-4.04122] 0.0078570598
0024 002553 -413.44663:[9544.36841:-86.39670:-4.17301] 0.0073106403
0025 002640 -410.62836:[9544.18043:-83.48927:-4.30457] 0.0068165326
0026 002727 -408.01338:[9543.98483:-80.78110:-4.43585] 0.0063682366
0027 002808 -405.58152:[9543.78278:-78.25259:-4.56683] 0.0059602408
0028 002889 -403.31519:[9543.57523:-75.88666:-4.69749] 0.0055878458
0029 002969 -401.19899:[9543.36301:-73.66832:-4.82778] 0.0052470234
0030 003049 -399.21935:[9543.14681:-71.58439:-4.95768] 0.0049343044
0031 003132 -397.36430:[9542.92725:-69.62320:-5.08718] 0.0046466874
0032 003213 -395.62323:[9542.70485:-67.77442:-5.21624] 0.0043815643
0033 003294 -393.98667:[9542.48007:-66.02882:-5.34484] 0.0041366595
0034 003377 -392.44619:[9542.25330:-64.37818:-5.47295] 0.0039099796
