nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 0.1000|lbd-N: 1.0000|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164406738 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000510 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001018 -17722.04176:[21755.77043:-482.30916:-5226.65920] 0.3698829597
0003 001531 -6426.13030:[44164.44077:-391.08784:-3458.46596] 0.6373933437
0004 002030 -5454.03396:[46365.26903:-515.03979:-2783.19310] 0.1512724303
0005 002507 -4990.65331:[47505.18567:-620.59301:-2371.50040] 0.0849610855
0006 002968 -4716.78357:[48239.23135:-713.16854:-2095.23550] 0.0548765307
0007 003421 -4544.41146:[48746.29309:-794.07258:-1899.52130] 0.0365444181
0008 003855 -4431.88229:[49111.87565:-864.23872:-1755.95246] 0.0247620991
0009 004273 -4356.45742:[49383.54885:-924.63641:-1647.96379] 0.0170187001
0010 004687 -4304.78504:[49590.05171:-976.24538:-1565.20572] 0.0118611006
0011 005088 -4268.66098:[49749.78597:-1020.04350:-1500.86610] 0.0083916043
0012 005498 -4242.89410:[49875.06710:-1056.98758:-1450.27799] 0.0060362928
0013 005852 -4224.13214:[49974.43125:-1087.98786:-1410.14088] 0.0044219725
0014 006179 -4210.17652:[50053.96703:-1113.88644:-1378.06015] 0.0033037833
0015 006495 -4199.56651:[50118.12213:-1135.44377:-1352.26176] 0.0025200874
0016 006798 -4191.32023:[50170.21101:-1153.33313:-1331.40871] 0.0019636007
0017 007097 -4184.77040:[50212.74523:-1168.14135:-1314.47887] 0.0015627137
0018 007401 -4179.45850:[50247.65462:-1180.37356:-1300.68150] 0.0012693411
0019 007700 -4175.06594:[50276.43939:-1190.46026:-1289.39881] 0.0010509881
0020 007992 -4171.36872:[50300.27717:-1198.76552:-1280.14408] 0.0008855473
0021 008288 -4168.20737:[50320.09992:-1205.59531:-1272.53119] 0.0007578697
0022 008578 -4165.46680:[50336.65027:-1211.20550:-1266.25204] 0.0006574924
0023 008872 -4163.06279:[50350.52340:-1215.80920:-1261.05957] 0.0005771283
0024 009168 -4160.93273:[50362.19874:-1219.58340:-1256.75480] 0.0005116577
0025 009461 -4159.02931:[50372.06408:-1222.67465:-1253.17694] 0.0004574500
0026 009745 -4157.31619:[50380.43435:-1225.20411:-1250.19561] 0.0004119041
0027 010018 -4155.76495:[50387.56612:-1227.27178:-1247.70476] 0.0003731341
0028 010285 -4154.35302:[50393.66904:-1228.96005:-1245.61800] 0.0003397522
0029 010553 -4153.06218:[50398.91487:-1230.33679:-1243.86473] 0.0003107212
0030 010820 -4151.87749:[50403.44468:-1231.45780:-1242.38721] 0.0002852552
0031 011088 -4150.78658:[50407.37458:-1232.36900:-1241.13809] 0.0002627522
0032 011355 -4149.77900:[50410.80041:-1233.10809:-1240.07848] 0.0002427449
