nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 0.0100|lbd-N: 0.1000|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164406763 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000507 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001010 -2391.02761:[52356.00915:-442.06785:-62.42637] 0.9149856851
0003 001507 -2180.47888:[52576.74108:-342.18501:-60.78604] 0.0880578383
0004 002014 -2115.26181:[52673.22632:-325.30506:-60.79412] 0.0299095189
0005 002499 -2074.13576:[52730.75540:-313.03704:-61.17415] 0.0194425362
0006 002963 -2045.70852:[52768.31186:-303.47893:-61.75947] 0.0137055797
0007 003416 -2024.67379:[52794.39135:-295.57034:-62.46281] 0.0102823711
0008 003843 -2008.21145:[52813.45139:-288.71864:-63.23735] 0.0081308591
0009 004255 -1994.76124:[52827.95046:-282.59223:-64.05661] 0.0066976057
0010 004664 -1983.42371:[52839.30551:-277.00015:-64.90457] 0.0056836526
0011 005073 -1973.65173:[52848.37868:-271.82674:-65.77084] 0.0049268251
0012 005480 -1965.09196:[52855.72633:-266.99740:-66.64835] 0.0043370214
0013 005841 -1957.50269:[52861.72807:-262.46079:-67.53209] 0.0038620432
0014 006169 -1950.71011:[52866.65546:-258.17946:-68.41840] 0.0034700225
0015 006485 -1944.58410:[52870.71038:-254.12470:-69.30458] 0.0031404028
0016 006788 -1939.02410:[52874.04731:-250.27364:-70.18858] 0.0028592228
0017 007092 -1933.95051:[52876.78719:-246.60750:-71.06883] 0.0026165683
0018 007394 -1929.29909:[52879.02638:-243.11055:-71.94413] 0.0024051376
0019 007692 -1925.01722:[52880.84265:-239.76932:-72.81353] 0.0022193943
0020 007977 -1921.06122:[52882.29956:-236.57214:-73.67629] 0.0020550442
0021 008267 -1917.39450:[52883.44946:-233.50880:-74.53181] 0.0019086958
0022 008562 -1913.98608:[52884.33588:-230.57027:-75.37965] 0.0017776311
0023 008856 -1910.80954:[52884.99526:-227.74849:-76.21942] 0.0016596461
0024 009154 -1907.84218:[52885.45827:-225.03623:-77.05085] 0.0015529350
0025 009447 -1905.06435:[52885.75092:-222.42696:-77.87369] 0.0014560064
0026 009729 -1902.45895:[52885.89535:-219.91477:-78.68778] 0.0013676185
0027 010001 -1900.01100:[52885.91055:-217.49424:-79.49296] 0.0012867298
0028 010271 -1897.70731:[52885.81283:-215.16045:-80.28912] 0.0012124607
0029 010540 -1895.53621:[52885.61630:-212.90885:-81.07617] 0.0011440635
0030 010809 -1893.48733:[52885.33319:-210.73526:-81.85404] 0.0010808986
0031 011078 -1891.55139:[52884.97417:-208.63579:-82.62269] 0.0010224169
0032 011347 -1889.72010:[52884.54855:-206.60688:-83.38207] 0.0009681441
0033 011615 -1887.98596:[52884.06453:-204.64517:-84.13216] 0.0009176687
0034 011885 -1886.34222:[52883.52928:-202.74757:-84.87295] 0.0008706316
