nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/1050]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.1000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170224191130774 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000124 -5099.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000252 -840.21078:[9499.52154:-486.25980:-12.48928] 0.8352204787
0003 000374 -715.70142:[9507.83815:-366.16991:-13.72932] 0.1481882422
0004 000491 -662.32573:[9513.65349:-315.93259:-15.01079] 0.0745781576
0005 000620 -623.94704:[9515.12429:-278.50069:-16.21993] 0.0579453414
0006 000723 -594.63422:[9515.24968:-249.44929:-17.39436] 0.0469796524
0007 000818 -571.56250:[9514.58759:-226.23561:-18.54150] 0.0387998579
0008 000912 -552.98548:[9513.44781:-207.27033:-19.66461] 0.0325021568
0009 001010 -537.75794:[9512.00012:-191.49395:-20.76620] 0.0275369615
0010 001107 -525.09458:[9510.34893:-178.17393:-21.84762] 0.0235484408
0011 001206 -514.43754:[9508.56276:-166.78746:-22.90903] 0.0202954809
0012 001297 -505.37891:[9506.68858:-156.95125:-23.94978] 0.0176087949
0013 001394 -497.61325:[9504.75954:-148.37770:-24.96883] 0.0153660215
0014 001496 -490.90718:[9502.79938:-140.84665:-25.96521] 0.0134764682
0015 001599 -485.07939:[9500.82517:-134.18653:-26.93835] 0.0118714706
0016 001696 -479.98701:[9498.84906:-128.26143:-27.88835] 0.0104980407
0017 001794 -475.51614:[9496.87954:-122.96211:-28.81618] 0.0093145551
0018 001890 -471.57515:[9494.92235:-118.19948:-29.72378] 0.0082878175
0019 001984 -468.08969:[9492.98149:-113.90000:-30.61385] 0.0073911074
0020 002076 -464.99891:[9491.06002:-110.00225:-31.48948] 0.0066029499
0021 002167 -462.25247:[9489.16100:-106.45457:-32.35351] 0.0059063434
0022 002258 -459.80802:[9487.28805:-103.21335:-33.20783] 0.0052881324
0023 002350 -457.62933:[9485.44555:-100.24183:-34.05298] 0.0047382569
0024 002446 -455.68494:[9483.63823:-97.50913:-34.88809] 0.0042488253
0025 002538 -453.94732:[9481.87062:-94.98936:-35.71134] 0.0038132179
0026 002628 -452.39232:[9480.14645:-92.66074:-36.52044] 0.0034254904
0027 002710 -450.99889:[9478.46835:-90.50479:-37.31315] 0.0030801537
0028 002794 -449.74863:[9476.83796:-88.50556:-38.08756] 0.0027721923
0029 002879 -448.62555:[9475.25606:-86.64912:-38.84222] 0.0024971350
0030 002962 -447.61566:[9473.72284:-84.92310:-39.57609] 0.0022510764
0031 003045 -446.70671:[9472.23815:-83.31646:-40.28851] 0.0020306393
0032 003127 -445.88794:[9470.80157:-81.81924:-40.97914] 0.0018329056
0033 003208 -445.14984:[9469.41256:-80.42247:-41.64782] 0.0016553424
0034 003295 -444.48402:[9468.07046:-79.11804:-42.29460] 0.0014957388
