nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/2550]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 0.1000|lbd-N: 1.0000|lbd-Q: 0.0500]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226125821243 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000196 -15925.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000388 -11708.93450:[8996.08633:-289.57850:-2390.78109] 0.2647450864
0003 000578 -3649.31632:[25466.53836:-461.06847:-1788.73662] 0.6883306232
0004 000780 -3331.88745:[26298.56372:-557.54490:-1521.85357] 0.0869831055
0005 001060 -3178.39014:[26768.68519:-638.49573:-1352.50315] 0.0460691769
0006 001337 -3091.99753:[27073.23794:-704.17300:-1238.72949] 0.0271812490
0007 001616 -3040.29147:[27281.45324:-756.57514:-1159.61910] 0.0167225405
0008 001892 -3007.92781:[27428.66535:-797.91859:-1103.20537] 0.0106449204
0009 002167 -2986.83592:[27535.19903:-830.23971:-1062.22010] 0.0070120995
0010 002442 -2972.53081:[27613.65351:-855.32441:-1032.02183] 0.0047893877
0011 002709 -2962.42970:[27672.23671:-874.67929:-1009.52545] 0.0033981505
0012 002972 -2955.00662:[27716.49063:-889.54215:-992.61643] 0.0025057404
0013 003239 -2949.34083:[27750.25926:-900.91074:-979.81082] 0.0019173519
0014 003504 -2944.86573:[27776.26468:-909.57795:-970.04812] 0.0015173219
0015 003771 -2941.22530:[27796.46626:-916.16687:-962.55952] 0.0012361974
0016 004040 -2938.19052:[27812.29301:-921.16298:-956.78140] 0.0010318089
0017 004306 -2935.61012:[27824.79825:-924.94203:-952.29688] 0.0008782253
0018 004571 -2933.38126:[27834.76526:-927.79332:-948.79535] 0.0007592512
0019 004832 -2931.43179:[27842.78073:-929.93873:-946.04405] 0.0006645799
0020 005094 -2929.70956:[27849.28684:-931.54789:-943.86772] 0.0005875044
0021 005359 -2928.17572:[27854.61866:-932.75021:-942.13384] 0.0005235483
0022 005625 -2926.80052:[27859.03135:-933.64421:-940.74188] 0.0004696416
0023 005894 -2925.56067:[27862.72007:-934.30483:-939.61531] 0.0004236204
0024 006156 -2924.43749:[27865.83475:-934.78898:-938.69567] 0.0003839200
0025 006419 -2923.41575:[27868.49110:-935.13988:-937.93821] 0.0003493800
0026 006682 -2922.48283:[27870.77882:-935.39031:-937.30849] 0.0003191182
0027 006948 -2921.62816:[27872.76776:-935.56510:-936.77998] 0.0002924481
0028 007217 -2920.84276:[27874.51256:-935.68309:-936.33214] 0.0002688236
0029 007481 -2920.11896:[27876.05622:-935.75853:-935.94901] 0.0002478033
0030 007739 -2919.45018:[27877.43272:-935.80221:-935.61815] 0.0002290267
0031 008000 -2918.83068:[27878.66912:-935.82230:-935.32981] 0.0002121962
0032 008264 -2918.25549:[27879.78706:-935.82495:-935.07632] 0.0001970630
0033 008522 -2917.72023:[27880.80399:-935.81484:-934.85161] 0.0001834173
