nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164406144 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000512 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001033 -3573.41522:[52487.10700:-1689.72114:-3.44227] 0.8729452367
0003 001546 -3127.33930:[52690.22235:-1345.36943:-3.42616] 0.1248318175
0004 002054 -2927.73687:[52791.91510:-1196.74173:-3.44510] 0.0638250016
0005 002529 -2785.57544:[52851.05622:-1084.24386:-3.49153] 0.0485567644
0006 002985 -2676.02413:[52889.36848:-993.92703:-3.54870] 0.0393280703
0007 003440 -2587.53033:[52916.31213:-918.97421:-3.61289] 0.0330691334
0008 003878 -2513.75801:[52936.50254:-855.35936:-3.68273] 0.0285107090
0009 004294 -2450.91675:[52952.32454:-800.48567:-3.75758] 0.0249989280
0010 004702 -2396.54978:[52965.10842:-752.56221:-3.83702] 0.0221823004
0011 005115 -2348.95454:[52975.65990:-710.28984:-3.92066] 0.0198599022
0012 005531 -2306.88993:[52984.50486:-672.69087:-4.00811] 0.0179077969
0013 005881 -2269.41739:[52992.00794:-639.00944:-4.09902] 0.0162437491
0014 006207 -2235.80774:[52998.43380:-608.64904:-4.19305] 0.0148098174
0015 006525 -2205.48284:[53003.98112:-581.13123:-4.28989] 0.0135632829
0016 006832 -2177.97697:[53008.80287:-556.06700:-4.38929] 0.0124715895
0017 007136 -2152.90994:[53013.01906:-533.13642:-4.49099] 0.0115093173
0018 007444 -2129.96798:[53016.72525:-512.07372:-4.59480] 0.0106562538
0019 007743 -2108.88961:[53019.99852:-492.65613:-4.70052] 0.0098960971
0020 008035 -2089.45504:[53022.90164:-474.69542:-4.80798] 0.0092155473
0021 008328 -2071.47811:[53025.48623:-458.03137:-4.91704] 0.0086036478
0022 008619 -2054.80002:[53027.79504:-442.52673:-5.02756] 0.0080512959
0023 008912 -2039.28449:[53029.86380:-428.06317:-5.13941] 0.0075508728
0024 009204 -2024.81381:[53031.72253:-414.53811:-5.25249] 0.0070959580
0025 009495 -2011.28581:[53033.39660:-401.86217:-5.36669] 0.0066811076
0026 009777 -1998.61133:[53034.90763:-389.95708:-5.48193] 0.0063016795
0027 010048 -1986.71221:[53036.27410:-378.75401:-5.59811] 0.0059536938
0028 010316 -1975.51963:[53037.51189:-368.19216:-5.71515] 0.0056337218
0029 010585 -1964.97274:[53038.63473:-358.21762:-5.83298] 0.0053387955
0030 010853 -1955.01753:[53039.65454:-348.78241:-5.95153] 0.0050663348
0031 011122 -1945.60590:[53040.58170:-339.84368:-6.07074] 0.0048140874
0032 011392 -1936.69487:[53041.42531:-331.36305:-6.19055] 0.0045800801
0033 011662 -1928.24589:[53042.19334:-323.30603:-6.31089] 0.0043625773
0034 011913 -1920.22429:[53042.89285:-315.64151:-6.43172] 0.0041600476
