nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/0550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.1000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170225114344111 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000059 -2466.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000144 -423.23142:[4598.53569:-254.34493:-9.28850] 0.8283733076
0003 000231 -357.77537:[4597.52380:-188.47824:-10.65382] 0.1546578249
0004 000317 -330.97384:[4597.68127:-161.79644:-12.09657] 0.0749116211
0005 000403 -312.22483:[4596.18075:-142.39382:-13.35631] 0.0566480128
0006 000493 -298.14657:[4594.35303:-127.51301:-14.53600] 0.0450901170
0007 000573 -287.24975:[4592.35027:-115.72993:-15.66216] 0.0365485441
0008 000650 -278.62323:[4590.27666:-106.18317:-16.74304] 0.0300314439
0009 000724 -271.67444:[4588.18444:-98.30491:-17.78340] 0.0249397273
0010 000801 -266.00006:[4586.10336:-91.70565:-18.78655] 0.0208866732
0011 000879 -261.31532:[4584.05132:-86.10883:-19.75488] 0.0176118072
0012 000958 -257.41304:[4582.03961:-81.31238:-20.69021] 0.0149332477
0013 001032 -254.13873:[4580.07558:-77.16497:-21.59408] 0.0127200490
0014 001107 -251.37490:[4578.16412:-73.55084:-22.46798] 0.0108752944
0015 001182 -249.03060:[4576.30859:-70.37979:-23.31330] 0.0093258991
0016 001256 -247.03434:[4574.51150:-67.58051:-24.13119] 0.0080161135
0017 001329 -245.32905:[4572.77496:-65.09592:-24.92235] 0.0069030646
0018 001405 -243.86849:[4571.10080:-62.87989:-25.68698] 0.0059534481
0019 001485 -242.61478:[4569.49063:-60.89491:-26.42480] 0.0051409602
0020 001564 -241.53651:[4567.94563:-59.11022:-27.13529] 0.0044443584
0021 001641 -240.60753:[4566.46647:-57.50041:-27.81786] 0.0038461154
0022 001717 -239.80593:[4565.05321:-56.04428:-28.47206] 0.0033315579
0023 001791 -239.11330:[4563.70536:-54.72394:-29.09765] 0.0028883221
0024 001867 -238.51408:[4562.42197:-53.52416:-29.69466] 0.0025059747
0025 001942 -237.99515:[4561.20171:-52.43182:-30.26334] 0.0021757130
0026 002012 -237.54531:[4560.04298:-51.43556:-30.80415] 0.0018901056
0027 002086 -237.15506:[4558.94399:-50.52546:-31.31770] 0.0016428667
0028 002163 -236.81624:[4557.90279:-49.69285:-31.80474] 0.0014286642
0029 002239 -236.52189:[4556.91736:-48.93008:-32.26607] 0.0012429587
0030 002310 -236.26600:[4555.98561:-48.23040:-32.70257] 0.0010818716
0031 002383 -236.04342:[4555.10543:-47.58784:-33.11516] 0.0009420797
0032 002461 -235.84969:[4554.27466:-46.99710:-33.50477] 0.0008207305
0033 002532 -235.68097:[4553.49118:-46.45343:-33.87235] 0.0007153711
0034 002602 -235.53393:[4552.75287:-45.95264:-34.21885] 0.0006238872
