nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 1.0000|lbd-N: 0.1000|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164403769 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000455 -22667.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000899 -5994.99311:[34220.94955:-370.14147:-3062.82667] 0.7355188991
0003 001349 -4639.04550:[37074.08213:-476.48397:-2324.68617] 0.2261800115
0004 001786 -4229.87083:[38098.85333:-589.04998:-1981.51864] 0.0882023418
0005 002226 -4016.73229:[38703.77604:-678.10486:-1758.30641] 0.0503888988
0006 002646 -3885.83319:[39111.43364:-751.81299:-1602.41866] 0.0325884547
0007 003069 -3801.38959:[39400.80546:-813.48391:-1489.26031] 0.0217311458
0008 003478 -3745.05907:[39612.82342:-864.86441:-1404.95624] 0.0148184025
0009 003901 -3706.39895:[39771.74310:-907.43752:-1340.96220] 0.0103229650
0010 004321 -3679.13756:[39892.95273:-942.52339:-1291.69336] 0.0073552239
0011 004729 -3659.38403:[39986.68780:-971.29981:-1253.33719] 0.0053690648
0012 005129 -3644.67300:[40060.00075:-994.80592:-1223.20598] 0.0040200835
0013 005486 -3633.41717:[40117.88752:-1013.94456:-1199.35758] 0.0030882957
0014 005808 -3624.58020:[40163.96774:-1029.48820:-1180.36111] 0.0024321386
0015 006100 -3617.47587:[40200.91320:-1042.08900:-1165.14560] 0.0019600415
0016 006382 -3611.64284:[40230.72694:-1052.29135:-1152.89884] 0.0016124583
0017 006656 -3606.76565:[40254.93029:-1060.54564:-1142.99811] 0.0013504076
0018 006926 -3602.62452:[40274.69128:-1067.22182:-1134.96148] 0.0011481565
0019 007208 -3599.06317:[40290.91493:-1072.62202:-1128.41306] 0.0009885446
0020 007486 -3595.96801:[40304.30777:-1076.99194:-1123.05776] 0.0008599884
0021 007770 -3593.25465:[40315.42499:-1080.53068:-1118.66254] 0.0007545585
0022 008049 -3590.85887:[40324.70520:-1083.39917:-1115.04252] 0.0006667416
0023 008318 -3588.73080:[40332.49663:-1085.72723:-1112.05036] 0.0005926360
0024 008578 -3586.83083:[40339.07683:-1087.61942:-1109.56819] 0.0005294265
0025 008842 -3585.12694:[40344.66790:-1089.15987:-1107.50140] 0.0004750396
0026 009109 -3583.59282:[40349.44815:-1090.41623:-1105.77381] 0.0004279142
0027 009377 -3582.20651:[40353.56117:-1091.44286:-1104.32388] 0.0003868475
0028 009619 -3580.94954:[40357.12290:-1092.28343:-1103.10184] 0.0003508928
0029 009864 -3579.80618:[40360.22723:-1092.97305:-1102.06727] 0.0003192920
0030 010104 -3578.76291:[40362.95038:-1093.53992:-1101.18729] 0.0002914304
0031 010338 -3577.80808:[40365.35443:-1094.00673:-1100.43509] 0.0002668043
0032 010573 -3576.93153:[40367.49007:-1094.39172:-1099.78872] 0.0002449975
