nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/0550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170225114343731 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000060 -2466.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000144 -1897.82984:[1609.96320:-254.34493:-358.11544] 0.2304015265
0003 000231 -1542.21892:[2506.17400:-475.00294:-338.09563] 0.1873776623
0004 000319 -1421.98866:[2654.19454:-476.49972:-295.59992] 0.0779592702
0005 000406 -1395.54595:[2693.43330:-479.63460:-285.72661] 0.0185955808
0006 000493 -1398.72192:[2694.46655:-482.92567:-287.11091] 0.0022757902
0007 000573 -1410.96066:[2682.80660:-485.79279:-292.06404] 0.0087499438
0008 000651 -1425.77286:[2666.97097:-488.19778:-298.05188] 0.0104979569
0009 000725 -1441.05748:[2649.99596:-490.25452:-304.22914] 0.0107202322
0010 000804 -1456.09340:[2633.00810:-492.04050:-310.29857] 0.0104339484
0011 000881 -1470.61259:[2616.44122:-493.59701:-316.14745] 0.0099713328
0012 000960 -1484.51628:[2600.46541:-494.95210:-321.73374] 0.0094543509
0013 001035 -1497.78175:[2585.13582:-496.12914:-327.04790] 0.0089358880
0014 001113 -1510.42016:[2570.45730:-497.14862:-332.09490] 0.0084380867
0015 001190 -1522.45620:[2556.41414:-498.02872:-336.88563] 0.0079686660
0016 001267 -1533.91913:[2542.98281:-498.78560:-341.43312] 0.0075292391
0017 001339 -1544.83928:[2530.13698:-499.43355:-345.75101] 0.0071191152
0018 001415 -1555.24654:[2517.84969:-499.98521:-349.85289] 0.0067367888
0019 001492 -1565.16958:[2506.09452:-500.45173:-353.75192] 0.0063803695
0020 001562 -1574.63519:[2494.84641:-500.84284:-357.46037] 0.0060476565
0021 001636 -1583.66753:[2484.08227:-501.16692:-360.98911] 0.0057361448
0022 001712 -1592.28758:[2473.78144:-501.43102:-364.34726] 0.0054430951
0023 001786 -1600.51293:[2463.92598:-501.64099:-367.54214] 0.0051657422
0024 001862 -1608.35794:[2454.50074:-501.80182:-370.57951] 0.0049015597
0025 001935 -1615.83430:[2445.49319:-501.91788:-373.46402] 0.0046484432
0026 002007 -1622.95165:[2436.89308:-501.99324:-376.19962] 0.0044047516
0027 002081 -1629.71804:[2428.69222:-502.03187:-378.78988] 0.0041691893
0028 002150 -1636.14008:[2420.88452:-502.03777:-381.23808] 0.0039405857
0029 002225 -1642.22288:[2413.46619:-502.01509:-383.54725] 0.0037177723
0030 002299 -1647.97012:[2406.43566:-501.96819:-385.72014] 0.0034996752
0031 002367 -1653.38457:[2399.79297:-501.90168:-387.75939] 0.0032855250
0032 002438 -1658.46875:[2393.53874:-501.82022:-389.66759] 0.0030750100
0033 002508 -1663.22575:[2387.67288:-501.72838:-391.44752] 0.0028683086
0034 002580 -1667.65999:[2382.19345:-501.63037:-393.10232] 0.0026660522
