nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 0.1000|lbd-N: 0.1000|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164359372 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000529 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001036 -2921.06099:[51325.68957:-442.06785:-559.65309] 0.8961400537
0003 001541 -2677.11397:[51632.30385:-354.67021:-527.59207] 0.0835131550
0004 002039 -2608.79324:[51758.85755:-351.98531:-512.54491] 0.0255202929
0005 002516 -2568.04573:[51837.45057:-352.65417:-501.75156] 0.0156192947
0006 002996 -2540.89230:[51891.93075:-354.40681:-493.29697] 0.0105735756
0007 003470 -2521.44894:[51932.59626:-356.51524:-486.26316] 0.0076521774
0008 003947 -2506.69823:[51964.71610:-358.71846:-480.17308] 0.0058500933
0009 004420 -2495.01140:[51991.12908:-360.92400:-474.77477] 0.0046622416
0010 004880 -2485.46219:[52013.46205:-363.09519:-469.92248] 0.0038273199
0011 005326 -2477.48667:[52032.71892:-365.21357:-465.52134] 0.0032088700
0012 005712 -2470.71777:[52049.56267:-367.26808:-461.50384] 0.0027321613
0013 006060 -2464.90260:[52064.45640:-369.25186:-457.81892] 0.0023536370
0014 006378 -2459.85869:[52077.73832:-371.16083:-454.42645] 0.0020462943
0015 006692 -2455.44949:[52089.66446:-372.99287:-451.29398] 0.0017924577
0016 007005 -2451.56987:[52100.43416:-374.74723:-448.39465] 0.0015800050
0017 007318 -2448.13697:[52110.20622:-376.42419:-445.70582] 0.0014002868
0018 007635 -2445.08433:[52119.10949:-378.02473:-443.20810] 0.0012469236
0019 007946 -2442.35786:[52127.25012:-379.55036:-440.88470] 0.0011150805
0020 008256 -2439.91303:[52134.71668:-381.00293:-438.72088] 0.0010010120
0021 008562 -2437.71281:[52141.58384:-382.38459:-436.70364] 0.0009017642
0022 008868 -2435.72614:[52147.91518:-383.69764:-434.82142] 0.0008149721
0023 009179 -2433.92682:[52153.76525:-384.94453:-433.06386] 0.0007387206
0024 009475 -2432.29257:[52159.18122:-386.12777:-431.42165] 0.0006714453
0025 009750 -2430.80435:[52164.20416:-387.24989:-429.88636] 0.0006118602
0026 010031 -2429.44577:[52168.87004:-388.31345:-428.45030] 0.0005589019
0027 010301 -2428.20266:[52173.21057:-389.32099:-427.10648] 0.0005116838
0028 010571 -2427.06271:[52177.25381:-390.27500:-425.84844] 0.0004694599
0029 010841 -2426.01520:[52181.02475:-391.17795:-424.67029] 0.0004315969
0030 011111 -2425.05073:[52184.54568:-392.03222:-423.56658] 0.0003975561
0031 011381 -2424.16102:[52187.83663:-392.84016:-422.53228] 0.0003668790
0032 011651 -2423.33881:[52190.91561:-393.60401:-421.56275] 0.0003391750
0033 011920 -2422.57762:[52193.79890:-394.32595:-420.65364] 0.0003141090
0034 012194 -2421.87170:[52196.50127:-395.00809:-419.80095] 0.0002913911
