nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/2550]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 0.1000|lbd-N: 1.0000|lbd-Q: 0.0500]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170225193320213 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000271 -14472.50000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000533 -10786.68402:[7895.96773:-269.50312:-2099.90338] 0.2546772139
0003 000795 -3331.00126:[23207.88031:-465.52899:-1607.03910] 0.6911932109
0004 001058 -3066.36015:[23916.46209:-553.28173:-1381.70547] 0.0794479152
0005 001326 -2940.39574:[24317.62861:-627.34508:-1237.28243] 0.0410794578
0006 001581 -2870.60016:[24576.90900:-687.02081:-1140.15908] 0.0237367979
0007 001834 -2829.35507:[24753.67001:-734.18189:-1072.76951] 0.0143681061
0008 002086 -2803.78474:[24878.10113:-770.94647:-1024.90641] 0.0090375127
0009 002339 -2787.21614:[24967.65489:-799.31512:-990.31824] 0.0059093695
0010 002593 -2775.99853:[25033.18933:-821.03857:-964.99142] 0.0040246658
0011 002849 -2768.06198:[25081.78994:-837.57563:-946.25186] 0.0028589878
0012 003105 -2762.20103:[25118.24033:-850.10572:-932.26669] 0.0021173493
0013 003359 -2757.69734:[25145.85275:-859.56345:-921.75203] 0.0016304698
0014 003615 -2754.11329:[25166.96539:-866.67899:-913.79344] 0.0012996551
0015 003866 -2751.17585:[25183.25396:-872.01689:-907.73117] 0.0010665624
0016 004093 -2748.71019:[25195.93397:-876.01026:-903.08435] 0.0008962225
0017 004288 -2746.60096:[25205.89571:-878.98942:-899.49966] 0.0007673502
0018 004482 -2744.76965:[25213.79658:-881.20521:-896.71580] 0.0006667575
0019 004664 -2743.16094:[25220.12529:-882.84744:-894.53845] 0.0005861006
0020 004844 -2741.73458:[25225.24729:-884.05938:-892.82246] 0.0005199671
0021 005015 -2740.46037:[25229.43726:-884.94894:-891.45895] 0.0004647454
0022 005191 -2739.31499:[25232.90264:-885.59732:-890.36601] 0.0004179521
0023 005365 -2738.28000:[25235.80081:-886.06548:-889.48176] 0.0003778272
0024 005536 -2737.34053:[25238.25168:-886.39920:-888.75934] 0.0003430885
0025 005705 -2736.48435:[25240.34707:-886.63280:-888.16311] 0.0003127779
0026 005875 -2735.70128:[25242.15758:-886.79200:-887.66589] 0.0002861613
0027 006044 -2734.98271:[25243.73783:-886.89605:-887.24685] 0.0002626623
0028 006214 -2734.32134:[25245.13025:-886.95937:-886.88997] 0.0002418191
0029 006383 -2733.71089:[25246.36802:-886.99272:-886.58291] 0.0002232560
0030 006552 -2733.14593:[25247.47722:-887.00415:-886.31605] 0.0002066634
0031 006722 -2732.62176:[25248.47853:-886.99966:-886.08193] 0.0001917837
0032 006891 -2732.13425:[25249.38842:-886.98372:-885.87466] 0.0001784015
0033 007060 -2731.67981:[25250.22014:-886.95966:-885.68963] 0.0001663336
