nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 0.1000|lbd-N: 0.1000|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164406874 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000449 -22667.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000890 -2447.73139:[41206.27713:-370.14147:-533.98679] 0.8920134384
0003 001336 -2236.29427:[41471.08428:-294.37554:-499.76196] 0.0863808526
0004 001787 -2184.96325:[41572.67925:-295.90479:-483.07455] 0.0229536048
0005 002228 -2154.07551:[41637.30671:-299.00345:-470.96421] 0.0141365019
0006 002625 -2133.10905:[41683.69065:-302.39409:-461.27625] 0.0097333934
0007 003021 -2117.84187:[41719.36828:-305.77551:-453.04206] 0.0071572430
0008 003414 -2106.15134:[41748.12479:-309.07217:-445.82298] 0.0055200190
0009 003838 -2096.86353:[41772.07994:-312.25613:-439.39338] 0.0044098487
0010 004272 -2089.27631:[41792.52262:-315.31040:-433.61414] 0.0036183672
0011 004691 -2082.94424:[41810.28367:-318.22470:-428.38698] 0.0030307505
0012 005094 -2077.57132:[41825.92410:-320.99454:-423.63690] 0.0025794821
0013 005465 -2072.95275:[41839.83870:-323.61965:-419.30415] 0.0022230601
0014 005790 -2068.94162:[41852.31593:-326.10261:-415.33988] 0.0019349866
0015 006080 -2065.42907:[41863.57384:-328.44769:-411.70349] 0.0016977517
0016 006357 -2062.33216:[41873.78212:-330.66014:-408.36073] 0.0014994037
0017 006635 -2059.58611:[41883.07628:-332.74570:-405.28230] 0.0013315266
0018 006917 -2057.13928:[41891.56678:-334.71031:-402.44291] 0.0011880186
0019 007196 -2054.94979:[41899.34535:-336.55994:-399.82049] 0.0010643354
0020 007470 -2052.98319:[41906.48924:-338.30045:-397.39563] 0.0009570092
0021 007741 -2051.21077:[41913.06430:-339.93759:-395.15118] 0.0008633374
0022 008021 -2049.60841:[41919.12730:-341.47689:-393.07183] 0.0007811757
0023 008300 -2048.15566:[41924.72752:-342.92368:-391.14391] 0.0007087966
0024 008570 -2046.83503:[41929.90814:-344.28308:-389.35511] 0.0006447903
0025 008843 -2045.63150:[41934.70717:-345.55997:-387.69432] 0.0005879942
0026 009110 -2044.53210:[41939.15829:-346.75901:-386.15150] 0.0005374401
0027 009379 -2043.52554:[41943.29148:-347.88466:-384.71749] 0.0004923145
0028 009630 -2042.60202:[41947.13355:-348.94113:-383.38398] 0.0004519284
0029 009870 -2041.75292:[41950.70853:-349.93244:-382.14338] 0.0004156953
0030 010107 -2040.97069:[41954.03806:-350.86239:-380.98872] 0.0003831135
0031 010345 -2040.24870:[41957.14168:-351.73459:-379.91365] 0.0003537526
0032 010582 -2039.58104:[41960.03709:-352.55247:-378.91230] 0.0003272421
0033 010820 -2038.96251:[41962.74035:-353.31926:-377.97929] 0.0003032629
0034 011058 -2038.38846:[41965.26609:-354.03802:-377.10966] 0.0002815383
