nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 1.0000|lbd-N: 0.1000|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164401756 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000500 -28125.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 001018 -6783.22757:[43744.58175:-442.06785:-3446.24916] 0.7588185752
0003 001531 -5418.06915:[46579.55371:-534.82635:-2667.76493] 0.2012549934
0004 002046 -4955.51982:[47695.65443:-648.27702:-2290.68857] 0.0853716189
0005 002523 -4707.10907:[48374.26996:-739.99015:-2041.19383] 0.0501280902
0006 002982 -4549.33974:[48842.22674:-817.23549:-1862.90250] 0.0335172456
0007 003434 -4444.31706:[49181.36614:-883.42874:-1730.80469] 0.0230852583
0008 003871 -4372.23331:[49434.66851:-939.92140:-1630.54349] 0.0162193094
0009 004290 -4321.46597:[49628.06845:-987.85372:-1553.09221] 0.0116113055
0010 004703 -4284.85158:[49778.25304:-1028.29862:-1492.44509] 0.0084726773
0011 005115 -4257.83294:[49896.45476:-1062.26296:-1444.44066] 0.0063056197
0012 005519 -4237.44426:[49990.50316:-1090.67226:-1406.10675] 0.0047885104
0013 005873 -4221.72002:[50066.01195:-1114.35912:-1375.26954] 0.0037107840
0014 006196 -4209.33701:[50127.10045:-1134.05859:-1350.30840] 0.0029331666
0015 006508 -4199.39139:[50176.85006:-1150.40990:-1329.99562] 0.0023627536
0016 006811 -4191.25687:[50217.60302:-1163.96225:-1313.38845] 0.0019370701
0017 007116 -4184.49324:[50251.16369:-1175.18298:-1299.75461] 0.0016137469
0018 007416 -4178.78648:[50278.93764:-1184.46680:-1288.51973] 0.0013637877
0019 007715 -4173.90919:[50302.03003:-1192.14505:-1279.22960] 0.0011671553
0020 008004 -4169.69412:[50321.31665:-1198.49455:-1271.52256] 0.0010098611
0021 008299 -4166.01632:[50337.49608:-1203.74571:-1265.10892] 0.0008820318
0022 008595 -4162.78092:[50351.12870:-1208.08970:-1259.75551] 0.0007766159
0023 008887 -4159.91478:[50362.66617:-1211.68482:-1255.27387] 0.0006885155
0024 009180 -4157.36058:[50372.47405:-1214.66185:-1251.51107] 0.0006140041
0025 009472 -4155.07266:[50380.84939:-1217.12874:-1248.34258] 0.0005503288
0026 009752 -4153.01410:[50388.03442:-1219.17448:-1245.66663] 0.0004954331
0027 010023 -4151.15456:[50394.22730:-1220.87238:-1243.39978] 0.0004477571
0028 010292 -4149.46881:[50399.59061:-1222.28280:-1241.47344] 0.0004060920
0029 010562 -4147.93566:[50404.25802:-1223.45543:-1239.83113] 0.0003694815
0030 010832 -4146.53713:[50408.33975:-1224.43117:-1238.42625] 0.0003371624
0031 011102 -4145.25782:[50411.92689:-1225.24365:-1237.22021] 0.0003085240
0032 011372 -4144.08440:[50415.09493:-1225.92060:-1236.18101] 0.0002830757
