nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.1000|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164406501 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000459 -22667.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000908 -2997.65238:[42311.40505:-1467.20021:-30.09259] 0.8677525752
0003 001356 -2621.20996:[42452.11982:-1162.54535:-30.09955] 0.1255790781
0004 001792 -2453.81512:[42523.93200:-1032.18073:-30.38496] 0.0638616680
0005 002223 -2332.83612:[42564.27464:-932.19463:-30.90700] 0.0493024094
0006 002637 -2239.32870:[42589.56683:-852.03002:-31.51762] 0.0400831480
0007 003046 -2164.05668:[42606.48049:-785.83365:-32.18210] 0.0336136542
0008 003464 -2101.68125:[42618.40146:-729.97986:-32.88767] 0.0288233842
0009 003893 -2048.89668:[42627.13658:-682.07641:-33.62858] 0.0251153997
0010 004321 -2003.52673:[42633.70644:-640.46367:-34.40080] 0.0221435999
0011 004731 -1964.05880:[42638.72398:-603.94037:-35.20046] 0.0196992290
0012 005125 -1929.39378:[42642.58029:-571.60712:-36.02369] 0.0176496839
0013 005484 -1898.70471:[42645.53905:-542.77251:-36.86667] 0.0159060698
0014 005808 -1871.35231:[42647.78655:-516.89373:-37.72580] 0.0144058235
0015 006102 -1846.83175:[42649.45959:-493.53739:-38.59768] 0.0131031199
0016 006380 -1824.73752:[42650.66182:-472.35250:-39.47915] 0.0119633169
0017 006655 -1804.73918:[42651.47380:-453.05142:-40.36722] 0.0109595696
0018 006935 -1786.56426:[42651.95941:-435.39597:-41.25906] 0.0100706637
0019 007206 -1769.98571:[42652.17020:-419.18710:-42.15192] 0.0092795704
0020 007479 -1754.81261:[42652.14836:-404.25712:-43.04312] 0.0085724450
0021 007762 -1740.88306:[42651.92880:-390.46375:-43.92997] 0.0079379133
0022 008043 -1728.05876:[42651.54073:-377.68545:-44.80974] 0.0073665480
0023 008312 -1716.22073:[42651.00879:-365.81780:-45.67963] 0.0068504770
0024 008570 -1705.26595:[42650.35388:-354.77063:-46.53675] 0.0063830846
0025 008838 -1695.10464:[42649.59382:-344.46562:-47.37807] 0.0059587790
0026 009109 -1685.65815:[42648.74380:-334.83450:-48.20048] 0.0055728080
0027 009364 -1676.85715:[42647.81666:-325.81745:-49.00078] 0.0052211083
0028 009619 -1668.64025:[42646.82311:-317.36182:-49.77580] 0.0049001754
0029 009865 -1660.95292:[42645.77174:-309.42102:-50.52263] 0.0046069452
0030 010106 -1653.74659:[42644.66890:-301.95357:-51.23892] 0.0043386735
0031 010342 -1646.97812:[42643.51853:-294.92220:-51.92342] 0.0040928075
0032 010578 -1640.60952:[42642.32188:-288.29305:-52.57667] 0.0038668431
0033 010814 -1634.60787:[42641.07728:-282.03489:-53.20195] 0.0036581813
0034 011050 -1628.94555:[42639.78035:-276.11837:-53.80614] 0.0034640231
