nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 0.0100|lbd-N: 1.0000|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164406469 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000447 -22667.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000892 -5622.72611:[34910.04907:-411.88380:-2833.71916] 0.7519422019
0003 001341 -3893.13969:[37658.60360:-56.94085:-2092.60538] 0.3076063794
0004 001794 -3388.72611:[38694.58490:-70.51047:-1737.07448] 0.1295647269
0005 002238 -3089.00148:[39321.71413:-84.01189:-1493.22843] 0.0884475802
0006 002652 -2878.77516:[39768.05657:-96.85239:-1314.42784] 0.0680564004
0007 003051 -2723.09956:[40104.32996:-109.26661:-1177.20119] 0.0540770279
0008 003446 -2603.89251:[40366.81229:-121.28330:-1068.60843] 0.0437762357
0009 003831 -2510.35693:[40577.17724:-132.92423:-980.62380] 0.0359214462
0010 004201 -2435.58164:[40749.27927:-144.19748:-907.99630] 0.0297867165
0011 004561 -2374.91407:[40892.43373:-155.10482:-847.13393] 0.0249088601
0012 004929 -2325.09894:[41013.15117:-165.64504:-795.49102] 0.0209755517
0013 005289 -2283.78786:[41116.12468:-175.81606:-751.21009] 0.0177674516
0014 005632 -2249.24389:[41204.82441:-185.61612:-712.90231] 0.0151257332
0015 005937 -2220.15521:[41281.87202:-195.04446:-679.50750] 0.0129326476
0016 006216 -2195.51318:[41349.28540:-204.10161:-650.20172] 0.0110992366
0017 006491 -2174.53018:[41408.64327:-212.78948:-624.33457] 0.0095572217
0018 006759 -2156.58276:[41461.19875:-221.11138:-601.38555] 0.0082534707
0019 007024 -2141.17154:[41507.95955:-229.07193:-580.93306] 0.0071461278
0020 007287 -2127.89231:[41549.74545:-236.67689:-562.63183] 0.0062018535
0021 007554 -2116.41483:[41587.23042:-243.93312:-546.19642] 0.0053938243
0022 007814 -2106.46713:[41620.97379:-250.84837:-531.38870] 0.0047002629
0023 008074 -2097.82357:[41651.44378:-257.43117:-518.00844] 0.0041033441
0024 008335 -2090.29580:[41679.03542:-263.69073:-505.88607] 0.0035883707
0025 008592 -2083.72570:[41704.08438:-269.63677:-494.87699] 0.0031431444
0026 008846 -2077.97986:[41726.87771:-275.27946:-484.85715] 0.0027574819
0027 009106 -2072.94525:[41747.66244:-280.62929:-475.71953] 0.0024228365
0028 009358 -2068.52573:[41766.65223:-285.69695:-467.37132] 0.0021320018
0029 009607 -2064.63923:[41784.03291:-290.49331:-459.73164] 0.0018788759
0030 009854 -2061.21549:[41799.96678:-295.02926:-452.72970] 0.0016582736
0031 010091 -2058.19421:[41814.59625:-299.31571:-446.30326] 0.0014657744
0032 010327 -2055.52350:[41828.04678:-303.36350:-440.39743] 0.0012975991
0033 010561 -2053.15861:[41840.42930:-307.18334:-434.96356] 0.0011505085
