nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 0.0100|lbd-N: 0.1000|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164408170 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000449 -22667.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000899 -1937.00384:[42203.57412:-370.14147:-60.91982] 0.9145452049
0003 001346 -1764.27558:[42371.07975:-281.47513:-59.22444] 0.0891729034
0004 001790 -1717.92149:[42438.07737:-268.68257:-59.18081] 0.0262737234
0005 002223 -1688.33016:[42477.86404:-259.05661:-59.51190] 0.0172250793
0006 002632 -1667.59312:[42503.95875:-251.44089:-60.04977] 0.0122825743
0007 003040 -1652.17658:[42521.96725:-245.10083:-60.70470] 0.0092447873
0008 003442 -1640.13834:[42534.90408:-239.59954:-61.42919] 0.0072862865
0009 003821 -1630.34761:[42544.52034:-234.68080:-62.19673] 0.0059694538
0010 004189 -1622.12553:[42551.86889:-230.19196:-62.99141] 0.0050431499
0011 004550 -1615.05103:[42557.60317:-226.03883:-63.80298] 0.0043612532
0012 004913 -1608.85255:[42562.14379:-222.16055:-64.62449] 0.0038379423
0013 005275 -1603.34730:[42565.77248:-218.51558:-65.45106] 0.0034218517
0014 005629 -1598.40684:[42568.68548:-215.07405:-66.27914] 0.0030813422
0015 005931 -1593.93732:[42571.02452:-211.81335:-67.10610] 0.0027962339
0016 006212 -1589.86774:[42572.89533:-208.71566:-67.92996] 0.0025531637
0017 006487 -1586.14276:[42574.37892:-205.76645:-68.74921] 0.0023429458
0018 006754 -1582.71822:[42575.53879:-202.95354:-69.56267] 0.0021590393
0019 007020 -1579.55810:[42576.42569:-200.26650:-70.36943] 0.0019966360
0020 007286 -1576.63260:[42577.08076:-197.69629:-71.16876] 0.0018521013
0021 007550 -1573.91666:[42577.53784:-195.23492:-71.96010] 0.0017226207
0022 007808 -1571.38900:[42577.82504:-192.87530:-72.74300] 0.0016059700
0023 008066 -1569.03135:[42577.96590:-190.61108:-73.51708] 0.0015003607
0024 008323 -1566.82791:[42577.98036:-188.43651:-74.28208] 0.0014043337
0025 008573 -1564.76489:[42577.88534:-186.34638:-75.03776] 0.0013166839
0026 008829 -1562.83021:[42577.69535:-184.33595:-75.78394] 0.0012364052
0027 009085 -1561.01318:[42577.42288:-182.40086:-76.52051] 0.0011626493
0028 009343 -1559.30435:[42577.07870:-180.53710:-77.24734] 0.0010946957
0029 009600 -1557.69526:[42576.67219:-178.74098:-77.96437] 0.0010319274
0030 009842 -1556.17836:[42576.21151:-177.00909:-78.67155] 0.0009738131
0031 010080 -1554.74684:[42575.70382:-175.33826:-79.36884] 0.0009198923
0032 010317 -1553.39458:[42575.15536:-173.72554:-80.05623] 0.0008697639
0033 010552 -1552.11601:[42574.57168:-172.16818:-80.73371] 0.0008230773
0034 010788 -1550.90610:[42573.95763:-170.66363:-81.40130] 0.0007795239
