nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/0550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170224185120766 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000065 -2300.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000127 -402.80365:[4279.14945:-242.18330:-0.94218] 0.8248679773
0003 000187 -335.48853:[4283.83379:-177.21118:-1.11131] 0.1671164524
0004 000246 -307.27308:[4286.32750:-150.24170:-1.28428] 0.0841025947
0005 000311 -287.51023:[4287.31322:-130.97741:-1.43874] 0.0643168907
0006 000375 -272.58635:[4287.74708:-116.27723:-1.58785] 0.0519072955
0007 000431 -260.88857:[4287.88852:-104.65703:-1.73435] 0.0429140325
0008 000487 -251.46000:[4287.86800:-95.22502:-1.87907] 0.0361402404
0009 000544 -243.69310:[4287.75306:-87.40731:-2.02257] 0.0308872192
0010 000600 -237.18243:[4287.58124:-80.81713:-2.16522] 0.0267166588
0011 000656 -231.64652:[4287.37424:-75.18379:-2.30726] 0.0233403209
0012 000712 -226.88342:[4287.14490:-70.31174:-2.44881] 0.0205619141
0013 000768 -222.74420:[4286.90110:-66.05598:-2.58990] 0.0182438206
0014 000824 -219.11637:[4286.64775:-62.30651:-2.73053] 0.0162869645
0015 000880 -215.91326:[4286.38807:-58.97829:-2.87066] 0.0146183091
0016 000937 -213.06690:[4286.12419:-56.00444:-3.01024] 0.0131828800
0017 000993 -210.52320:[4285.85761:-53.33163:-3.14922] 0.0119385326
0018 001049 -208.23851:[4285.58937:-50.91678:-3.28757] 0.0108524354
0019 001105 -206.17723:[4285.32027:-48.72470:-3.42521] 0.0098986509
0020 001161 -204.31000:[4285.05089:-46.72634:-3.56212] 0.0090564344
0021 001236 -202.61238:[4284.78169:-44.89751:-3.69823] 0.0083090129
0022 001316 -201.06388:[4284.51303:-43.21791:-3.83352] 0.0076426919
0023 001398 -199.64714:[4284.24521:-41.67036:-3.96793] 0.0070461916
0024 001482 -198.34741:[4283.97847:-40.24022:-4.10144] 0.0065101481
0025 001563 -197.15203:[4283.71302:-38.91494:-4.23399] 0.0060267313
0026 001641 -196.05007:[4283.44903:-37.68372:-4.36557] 0.0055893506
0027 001723 -195.03210:[4283.18664:-36.53718:-4.49614] 0.0051924242
0028 001813 -194.08986:[4282.92598:-35.46714:-4.62566] 0.0048311975
0029 001889 -193.21615:[4282.66716:-34.46647:-4.75411] 0.0045015988
0030 001969 -192.40461:[4282.41029:-33.52887:-4.88146] 0.0042001241
0031 002046 -191.64967:[4282.15545:-32.64879:-5.00769] 0.0039237448
0032 002120 -190.94634:[4281.90272:-31.82133:-5.13277] 0.0036698322
0033 002193 -190.29024:[4281.65217:-31.04210:-5.25668] 0.0034360948
0034 002268 -189.67740:[4281.40386:-30.30721:-5.37941] 0.0032205273
