nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164406985 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000520 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001027 -13084.97942:[38330.63130:-1689.72114:-4743.59953] 0.5347562872
0003 001542 -11555.94740:[40523.00190:-2118.01094:-4566.63858] 0.1168539879
0004 002053 -10861.60161:[41656.87541:-2271.03307:-4197.14127] 0.0600855791
0005 002526 -10400.35892:[42367.65872:-2370.52928:-3921.35986] 0.0424654399
0006 002985 -10070.62095:[42841.04770:-2443.10510:-3725.00535] 0.0317044795
0007 003437 -9826.48853:[43176.65728:-2501.61558:-3584.35801] 0.0242420422
0008 003875 -9642.16630:[43425.88345:-2552.54494:-3482.83503] 0.0187576906
0009 004292 -9500.83988:[43618.24916:-2599.15479:-3408.79247] 0.0146571228
0010 004705 -9390.76933:[43771.78156:-2642.96707:-3354.04277] 0.0115853501
0011 005115 -9303.61950:[43897.85656:-2684.62321:-3312.89396] 0.0092803717
0012 005523 -9233.48705:[44003.81960:-2724.35722:-3281.43527] 0.0075381897
0013 005877 -9176.19602:[44094.52366:-2762.23436:-3256.99190] 0.0062047012
0014 006201 -9128.78049:[44173.26418:-2798.26361:-3237.72791] 0.0051672315
0015 006514 -9089.11182:[44242.35048:-2832.44552:-3222.36961] 0.0043454518
0016 006819 -9055.63819:[44303.45601:-2864.78962:-3210.01902] 0.0036828266
0017 007125 -9027.20708:[44357.83426:-2895.31872:-3200.03074] 0.0031396041
0018 007429 -9002.94491:[44406.45328:-2924.06788:-3191.93094] 0.0026876710
0019 007723 -8982.17525:[44450.08141:-2951.08173:-3185.36358] 0.0023069849
0020 008009 -8964.36211:[44489.34323:-2976.41161:-3180.05418] 0.0019831656
0021 008306 -8949.07048:[44524.75733:-3000.11323:-3175.78516] 0.0017058250
0022 008604 -8935.93934:[44556.76189:-3022.24493:-3172.37952] 0.0014673188
0023 008897 -8924.66384:[44585.73226:-3042.86667:-3169.69037] 0.0012618152
0024 009187 -8914.98341:[44611.99311:-3062.03948:-3167.59409] 0.0010846826
0025 009482 -8906.67316:[44635.82786:-3079.82498:-3165.98520] 0.0009321670
0026 009762 -8899.53700:[44657.48624:-3096.28496:-3164.77249] 0.0008012148
0027 010034 -8893.40231:[44677.19012:-3111.48081:-3163.87600] 0.0006893268
0028 010305 -8888.11538:[44695.13827:-3125.47310:-3163.22465] 0.0005944778
0029 010576 -8883.53749:[44711.51031:-3138.32114:-3162.75424] 0.0005150572
0030 010847 -8879.54234:[44726.46941:-3150.08282:-3162.40626] 0.0004497250
0031 011118 -8876.01518:[44740.16370:-3160.81462:-3162.12775] 0.0003972233
0032 011389 -8872.85262:[44752.72759:-3170.57186:-3161.87116] 0.0003563037
