nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 10.0000|lbd-N: 0.0100|lbd-Q: 0.0500]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226125821213 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000195 -15925.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000392 -3845.00174:[27935.56144:-1191.64843:-1114.15708] 0.7585556207
0003 000581 -3429.11812:[27925.35148:-1083.25974:-1015.50456] 0.1081621399
0004 000796 -3286.42589:[27879.87965:-1022.08108:-1012.09638] 0.0416119346
0005 001076 -3203.41687:[27847.16161:-972.17091:-1007.52639] 0.0252581419
0006 001348 -3142.12879:[27825.72005:-937.62418:-1000.16940] 0.0191320969
0007 001616 -3094.61279:[27812.84138:-914.12661:-991.40629] 0.0151222321
0008 001884 -3056.85714:[27806.02079:-898.18016:-982.27847] 0.0122004436
0009 002152 -3026.45805:[27803.34242:-887.48901:-973.45087] 0.0099445566
0010 002424 -3001.77486:[27803.45679:-880.51854:-965.26426] 0.0081558020
0011 002701 -2981.59647:[27805.43541:-876.21291:-957.84813] 0.0067221534
0012 002977 -2964.99894:[27808.63580:-873.82792:-951.21734] 0.0055666580
0013 003249 -2951.26859:[27812.60674:-872.82916:-945.33281] 0.0046308122
0014 003525 -2939.85162:[27817.02741:-872.82756:-940.13488] 0.0038684968
0015 003803 -2930.31604:[27821.66911:-873.53710:-935.55887] 0.0032435581
0016 004082 -2922.32229:[27826.37017:-874.74605:-931.54161] 0.0027279462
0017 004359 -2915.60115:[27831.01834:-876.29705:-928.02396] 0.0022999330
0018 004635 -2909.93735:[27835.53773:-878.07281:-924.95177] 0.0019425826
0019 004908 -2905.15755:[27839.87897:-879.98590:-922.27609] 0.0016425774
0020 005178 -2901.12113:[27844.01197:-881.97126:-919.95303] 0.0013893996
0021 005451 -2897.71302:[27847.92056:-883.98062:-917.94322] 0.0011747573
0022 005718 -2894.83811:[27851.59868:-885.97843:-916.21124] 0.0009921300
0023 005985 -2892.41692:[27855.04752:-887.93870:-914.72500] 0.0008363818
0024 006249 -2890.38228:[27858.27341:-889.84276:-913.45530] 0.0007034373
0025 006516 -2888.67690:[27861.28616:-891.67740:-912.37548] 0.0005900193
0026 006781 -2887.25153:[27864.09770:-893.43359:-911.46119] 0.0004934353
0027 007047 -2886.06367:[27866.72104:-895.10542:-910.69036] 0.0004114149
0028 007318 -2885.07661:[27869.16941:-896.68938:-910.04311] 0.0003420067
0029 007587 -2884.25865:[27871.45575:-898.18375:-909.50168] 0.0002835166
0030 007856 -2883.58237:[27873.59240:-899.58821:-909.05031] 0.0002344736
0031 008129 -2883.02408:[27875.59099:-900.90351:-908.67502] 0.0001936084
0032 008401 -2882.56327:[27877.46249:-902.13120:-908.36341] 0.0001598358
0033 008668 -2882.18207:[27879.21721:-903.27344:-908.10443] 0.0001322413
