nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/5050]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 1.0000|lbd-N: 1.0000|lbd-Q: 0.0100]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170226164406312 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000450 -22667.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000898 -20146.27508:[5779.40071:-411.88380:-849.34256] 0.1112068168
0003 001339 -8932.49711:[36463.88201:-4456.92796:-2261.66525] 0.5566179320
0004 001775 -8312.60508:[35928.48604:-3591.20612:-2661.92051] 0.0693973954
0005 002205 -8179.59213:[35492.08057:-3251.38881:-2842.38587] 0.0160013557
0006 002626 -8129.82657:[35285.32133:-3104.41672:-2921.72752] 0.0060841119
0007 003044 -8101.22148:[35200.89258:-3037.60498:-2954.52783] 0.0035185370
0008 003451 -8080.42931:[35173.07207:-3005.91069:-2966.41734] 0.0025665476
0009 003876 -8063.85803:[35169.74748:-2990.09858:-2969.19173] 0.0020507910
0010 004304 -8050.17903:[35176.23985:-2981.66977:-2968.18656] 0.0016963353
0011 004725 -8038.70032:[35186.07614:-2976.78465:-2965.77969] 0.0014258945
0012 005127 -8028.96927:[35196.50584:-2973.67372:-2963.00778] 0.0012105251
0013 005494 -8020.65564:[35206.43374:-2971.50308:-2960.30330] 0.0010354541
0014 005815 -8013.50685:[35215.48596:-2969.86831:-2957.82938] 0.0008912976
0015 006108 -8007.32499:[35223.59299:-2968.56552:-2955.63148] 0.0007714307
0016 006382 -8001.95240:[35230.80552:-2967.48636:-2953.70565] 0.0006709585
0017 006665 -7997.26188:[35237.21460:-2966.56927:-2952.02905] 0.0005861728
0018 006939 -7993.14956:[35242.91812:-2965.77644:-2950.57328] 0.0005142155
0019 007215 -7989.52986:[35248.00778:-2965.08273:-2949.31001] 0.0004528507
0020 007495 -7986.33161:[35252.56487:-2964.47019:-2948.21316] 0.0004003049
0021 007766 -7983.49524:[35256.65974:-2963.92526:-2947.25958] 0.0003551533
0022 008042 -7980.97054:[35260.35264:-2963.43725:-2946.42902] 0.0003162401
0023 008309 -7978.71496:[35263.69505:-2962.99753:-2945.70392] 0.0002826192
0024 008571 -7976.69229:[35266.73092:-2962.59901:-2945.06909] 0.0002535085
0025 008834 -7974.87155:[35269.49790:-2962.23576:-2944.51144] 0.0002282568
0026 009095 -7973.22620:[35272.02830:-2961.90282:-2944.01964] 0.0002063176
0027 009352 -7971.73338:[35274.34994:-2961.59599:-2943.58392] 0.0001872288
0028 009613 -7970.37343:[35276.48679:-2961.31174:-2943.19588] 0.0001705969
0029 009853 -7969.12936:[35278.45960:-2961.04703:-2942.84825] 0.0001560868
0030 010090 -7967.98648:[35280.28639:-2960.79931:-2942.53479] 0.0001434129
0031 010326 -7966.93207:[35281.98283:-2960.56640:-2942.25012] 0.0001323314
0032 010562 -7965.95505:[35283.56266:-2960.34644:-2941.98959] 0.0001226343
