nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 1.0000|lbd-N: 0.1000|lbd-Q: 0.0500]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226125821229 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000190 -15925.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000379 -5151.55579:[22176.65836:-279.61427:-2608.31759] 0.6765114105
0003 000565 -3754.54743:[25180.08060:-405.32734:-1900.37709] 0.2711818364
0004 000757 -3390.78241:[26140.30927:-522.25230:-1587.42868] 0.0968865169
0005 001039 -3215.48853:[26670.54015:-611.20211:-1395.26115] 0.0516971754
0006 001310 -3116.35923:[27008.75235:-681.64670:-1268.12070] 0.0308286924
0007 001580 -3056.53739:[27237.58480:-737.33992:-1180.20526] 0.0191960670
0008 001853 -3018.57840:[27398.15817:-781.02487:-1117.58899] 0.0124189497
0009 002124 -2993.39824:[27513.72326:-815.05018:-1072.05439] 0.0083417277
0010 002394 -2975.98025:[27598.47266:-841.39771:-1038.42929] 0.0058188037
0011 002662 -2963.43920:[27661.54711:-861.70586:-1013.30131] 0.0042140879
0012 002925 -2954.06499:[27709.06604:-877.30416:-994.34082] 0.0031632902
0013 003189 -2946.81786:[27745.24592:-889.25488:-979.91652] 0.0024532710
0014 003453 -2941.05031:[27773.05665:-898.39610:-968.86421] 0.0019572126
0015 003719 -2936.34868:[27794.62658:-905.38246:-960.34053] 0.0015986235
0016 003982 -2932.44114:[27811.50229:-910.72132:-953.72714] 0.0013307494
0017 004238 -2929.14344:[27824.82038:-914.80347:-948.56617] 0.0011245588
0018 004504 -2926.32658:[27835.42397:-917.92854:-944.51581] 0.0009616655
0019 004762 -2923.89732:[27843.94327:-920.32540:-941.31915] 0.0008301412
0020 005022 -2921.78616:[27850.85243:-922.16846:-938.78198] 0.0007220335
0021 005280 -2919.93993:[27856.51017:-923.59029:-936.75678] 0.0006318867
0022 005546 -2918.31688:[27861.18931:-924.69155:-935.13095] 0.0005558507
0023 005812 -2916.88358:[27865.09829:-925.54860:-933.81816] 0.0004911369
0024 006079 -2915.61276:[27868.39719:-926.21931:-932.75192] 0.0004356787
0025 006346 -2914.48177:[27871.20947:-926.74750:-931.88073] 0.0003879083
0026 006610 -2913.47160:[27873.63087:-927.16638:-931.16451] 0.0003466043
0027 006872 -2912.56612:[27875.73593:-927.50110:-930.57193] 0.0003107888
0028 007134 -2911.75160:[27877.58299:-927.77070:-930.07839] 0.0002796592
0029 007393 -2911.01624:[27879.21788:-927.98960:-929.66451] 0.0002525480
0030 007651 -2910.34991:[27880.67682:-928.16875:-929.31494] 0.0002288976
0031 007900 -2909.74386:[27881.98861:-928.31646:-929.01745] 0.0002082413
0032 008156 -2909.19046:[27883.17630:-928.43906:-928.76224] 0.0001901869
0033 008409 -2908.68310:[27884.25846:-928.54138:-928.54142] 0.0001744016
