nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.1000|lbd-N: 0.0100|lbd-Q: 0.0500]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170225193319887 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000264 -14472.50000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000526 -2115.19814:[26949.64997:-1104.75478:-22.31203] 0.8538470800
0003 000791 -1838.06551:[27015.46708:-861.40802:-22.98233] 0.1310196994
0004 001052 -1712.92680:[27052.41452:-755.49158:-23.71406] 0.0680817461
0005 001318 -1620.51768:[27073.85632:-674.35712:-24.57697] 0.0539480873
0006 001576 -1548.73038:[27087.82723:-610.03146:-25.47826] 0.0442989875
0007 001834 -1491.23674:[27097.23548:-557.66988:-26.39944] 0.0371230804
0008 002091 -1444.10116:[27103.68664:-514.15208:-27.33493] 0.0316083821
0009 002346 -1404.73199:[27108.13317:-477.36869:-28.28299] 0.0272620619
0010 002602 -1371.34950:[27111.17189:-445.84219:-29.24221] 0.0237643082
0011 002861 -1342.68908:[27113.19198:-418.50562:-30.21061] 0.0208994289
0012 003119 -1317.82570:[27114.45588:-394.56802:-31.18569] 0.0185175975
0013 003376 -1296.06570:[27115.14597:-373.42958:-32.16466] 0.0165120543
0014 003632 -1276.87753:[27115.39255:-354.62650:-33.14462] 0.0148049345
0015 003884 -1259.84622:[27115.29107:-337.79394:-34.12269] 0.0133382428
0016 004108 -1244.64245:[27114.91305:-322.64069:-35.09601] 0.0120679605
0017 004306 -1231.00104:[27114.31323:-308.93123:-36.06177] 0.0109601060
0018 004506 -1218.70574:[27113.53424:-296.47293:-37.01717] 0.0099880486
0019 004696 -1207.57818:[27112.60981:-285.10662:-37.95943] 0.0091306351
0020 004867 -1197.46972:[27111.56688:-274.69958:-38.88577] 0.0083708573
0021 005038 -1188.25533:[27110.42717:-265.14022:-39.79348] 0.0076948822
0022 005209 -1179.82902:[27109.20814:-256.33398:-40.68003] 0.0070913290
0023 005379 -1172.10030:[27107.92360:-248.20014:-41.54322] 0.0065507122
0024 005550 -1164.99152:[27106.58418:-240.66923:-42.38148] 0.0060649924
0025 005707 -1158.43588:[27105.19743:-233.68095:-43.19432] 0.0056271975
0026 005846 -1152.37600:[27103.76798:-227.18240:-43.98285] 0.0052310931
0027 006017 -1146.76288:[27102.29768:-221.12666:-44.75044] 0.0048709106
0028 006187 -1141.55522:[27100.78600:-215.47149:-45.50316] 0.0045411830
0029 006359 -1136.71871:[27099.23111:-210.17840:-46.24981] 0.0042367703
0030 006529 -1132.22509:[27097.63149:-205.21203:-47.00110] 0.0039531497
0031 006701 -1128.05066:[27095.98815:-200.53990:-47.76774] 0.0036869229
0032 006871 -1124.17438:[27094.30643:-196.13262:-48.55803] 0.0034362698
0033 007042 -1120.57596:[27092.59638:-191.96440:-49.37594] 0.0032009390
0034 007212 -1117.23487:[27090.87122:-188.01348:-50.22049] 0.0029815853
