nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/0550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170224185120518 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000062 -2300.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000121 -1833.24288:[1358.91043:-242.18330:-315.66661] 0.2029378776
0003 000179 -1476.30590:[2237.00583:-454.29263:-299.38340] 0.1947025029
0004 000236 -1364.50021:[2379.21178:-456.12826:-263.22647] 0.0757334204
0005 000296 -1345.75116:[2409.77257:-459.28800:-257.59032] 0.0137405958
0006 000364 -1353.07676:[2405.14111:-462.17877:-260.92088] 0.0054435021
0007 000421 -1367.10253:[2390.44831:-464.48446:-266.52174] 0.0103658365
0008 000477 -1382.42894:[2373.13268:-466.30222:-272.50248] 0.0112108645
0009 000533 -1397.55962:[2355.52544:-467.78964:-278.34446] 0.0109450005
0010 000589 -1412.08993:[2338.36277:-469.03465:-283.91565] 0.0103969182
0011 000645 -1425.91192:[2321.88143:-470.07950:-289.18667] 0.0097883220
0012 000701 -1439.00274:[2306.16205:-470.95189:-294.15582] 0.0091806589
0013 000758 -1451.37773:[2291.21781:-471.67532:-298.83406] 0.0085996983
0014 000814 -1463.07151:[2277.02858:-472.27060:-303.23855] 0.0080570218
0015 000869 -1474.12649:[2263.55890:-472.75567:-307.38852] 0.0075560105
0016 000925 -1484.58668:[2250.76736:-473.14567:-311.30299] 0.0070958576
0017 000987 -1494.49447:[2238.61148:-473.45318:-314.99969] 0.0066737681
0018 001049 -1503.88907:[2227.05026:-473.68860:-318.49460] 0.0062861363
0019 001106 -1512.80588:[2216.04562:-473.86053:-321.80190] 0.0059291689
0020 001163 -1521.27627:[2205.56311:-473.97624:-324.93401] 0.0055991264
0021 001236 -1529.32748:[2195.57248:-474.04192:-327.90172] 0.0052924049
0022 001319 -1536.98274:[2186.04791:-474.06309:-330.71435] 0.0050056407
0023 001400 -1544.26166:[2176.96789:-474.04476:-333.37995] 0.0047358450
0024 001477 -1551.18069:[2168.31479:-473.99167:-335.90555] 0.0044804815
0025 001556 -1557.75372:[2160.07424:-473.90836:-338.29734] 0.0042374357
0026 001635 -1563.99244:[2152.23467:-473.79919:-340.56078] 0.0040049452
0027 001712 -1569.90681:[2144.78670:-473.66842:-342.70076] 0.0037815839
0028 001796 -1575.50557:[2137.72240:-473.52017:-344.72167] 0.0035663002
0029 001865 -1580.79681:[2131.03445:-473.35837:-346.62758] 0.0033584402
0030 001934 -1585.78845:[2124.71536:-473.18661:-348.42229] 0.0031576739
0031 002002 -1590.48841:[2118.75712:-473.00812:-350.10940] 0.0029638035
0032 002068 -1594.90456:[2113.15138:-472.82570:-351.69234] 0.0027765953
0033 002136 -1599.04455:[2107.88980:-472.64193:-353.17442] 0.0025957651
0034 002204 -1602.91598:[2102.96415:-472.45916:-354.55899] 0.0024210890
