nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 10.0000|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164406569 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000514 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001024 -5942.16426:[50353.31200:-1689.72114:-1736.60887] 0.7887230484
0003 001542 -5164.82750:[50463.35108:-1527.34240:-1466.15464] 0.1308171112
0004 002050 -4900.98345:[50443.64073:-1443.45674:-1434.22746] 0.0510847741
0005 002528 -4758.65737:[50416.02788:-1370.25066:-1417.94331] 0.0290403114
0006 002997 -4656.20719:[50388.45131:-1316.17628:-1404.19572] 0.0215292194
0007 003454 -4577.11498:[50364.85230:-1276.46332:-1391.46903] 0.0169864035
0008 003887 -4513.62383:[50346.21177:-1246.96141:-1379.38416] 0.0138714329
0009 004305 -4461.46261:[50332.27512:-1224.95368:-1367.91858] 0.0115563951
0010 004720 -4417.95365:[50322.44471:-1208.58817:-1357.08731] 0.0097521746
0011 005131 -4381.24433:[50316.07819:-1196.54030:-1346.87791] 0.0083091232
0012 005538 -4349.97789:[50312.57437:-1187.82895:-1337.26001] 0.0071364295
0013 005896 -4323.12919:[50311.39568:-1181.70962:-1328.19979] 0.0061721468
0014 006222 -4299.91008:[50312.07220:-1177.60810:-1319.66803] 0.0053709016
0015 006538 -4279.70671:[50314.20030:-1175.07638:-1311.64157] 0.0046985570
0016 006844 -4262.03500:[50317.43881:-1173.76218:-1304.10188] 0.0041291886
0017 007148 -4246.50856:[50321.50364:-1173.38691:-1297.03295] 0.0036429628
0018 007452 -4232.81538:[50326.16130:-1173.72939:-1290.41975] 0.0032245736
0019 007749 -4220.70070:[50331.22219:-1174.61357:-1284.24716] 0.0028620870
0020 008036 -4209.95433:[50336.53402:-1175.89913:-1278.49951] 0.0025461094
0021 008330 -4200.40114:[50341.97583:-1177.47422:-1273.16033] 0.0022691906
0022 008628 -4191.89375:[50347.45265:-1179.24976:-1268.21228] 0.0020253770
0023 008920 -4184.30697:[50352.89089:-1181.15494:-1263.63726] 0.0018098676
0024 009213 -4177.53359:[50358.23443:-1183.13372:-1259.41653] 0.0016187594
0025 009503 -4171.48091:[50363.44148:-1185.14195:-1255.53080] 0.0014488643
0026 009786 -4166.06814:[50368.48192:-1187.14515:-1251.96032] 0.0012975642
0027 010058 -4161.22434:[50373.33508:-1189.11661:-1248.68508] 0.0011626795
0028 010328 -4156.88686:[50377.98776:-1191.03592:-1245.68509] 0.0010423569
0029 010597 -4153.00019:[50382.43253:-1192.88776:-1242.94061] 0.0009349956
0030 010867 -4149.51492:[50386.66646:-1194.66089:-1240.43236] 0.0008392169
0031 011137 -4146.38688:[50390.69006:-1196.34734:-1238.14159] 0.0007538338
0032 011407 -4143.57637:[50394.50644:-1197.94182:-1236.05019] 0.0006778210
