nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/1050]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 0.1000|lbd-N: 0.1000|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170224191130409 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000117 -5099.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000232 -916.12508:[8601.15305:-116.95999:-388.28018] 0.8203324033
0003 000342 -787.76389:[8798.40552:-87.51987:-336.63987] 0.1401131662
0004 000458 -756.83110:[8883.18788:-98.74657:-304.20816] 0.0392665750
0005 000580 -736.90425:[8942.61838:-108.49732:-279.99334] 0.0263293268
0006 000681 -723.07025:[8987.31789:-117.08370:-261.30265] 0.0187731286
0007 000779 -713.16998:[9022.05339:-124.66781:-246.54844] 0.0136919919
0008 000876 -705.94985:[9049.61092:-131.35801:-234.71400] 0.0101239963
0009 000971 -700.61581:[9071.79520:-137.24631:-225.10894] 0.0075558335
0010 001064 -696.63639:[9089.85121:-142.41595:-217.24178] 0.0056798905
0011 001160 -693.64308:[9104.67492:-146.94346:-210.75051] 0.0042968012
0012 001256 -691.37451:[9116.93088:-150.89935:-205.36182] 0.0032705184
0013 001353 -689.64250:[9127.12318:-154.34831:-200.86552] 0.0025051652
0014 001457 -688.31027:[9135.64102:-157.34937:-197.09757] 0.0019317660
0015 001558 -687.27769:[9142.78917:-159.95607:-193.92844] 0.0015001712
0016 001658 -686.47102:[9148.80926:-162.21666:-191.25469] 0.0011737147
0017 001754 -685.83570:[9153.89484:-164.17436:-188.99297] 0.0009254854
0018 001854 -685.33115:[9158.20236:-165.86772:-187.07552] 0.0007356717
0019 001950 -684.92705:[9161.85931:-167.33089:-185.44683] 0.0005896480
0020 002044 -684.60062:[9164.97025:-168.59406:-184.06115] 0.0004765850
0021 002140 -684.33470:[9167.62148:-169.68373:-182.88057] 0.0003884368
0022 002231 -684.11625:[9169.88458:-170.62317:-181.87352] 0.0003192032
0023 002324 -683.93538:[9171.81919:-171.43269:-181.01360] 0.0002643945
0024 002423 -683.78447:[9173.47516:-172.12998:-180.27866] 0.0002206424
0025 002514 -683.65769:[9174.89437:-172.73043:-179.65006] 0.0001854186
0026 002602 -683.55047:[9176.11205:-173.24738:-179.11207] 0.0001568228
0027 002685 -683.45927:[9177.15795:-173.69240:-178.65136] 0.0001334221
0028 002767 -683.38127:[9178.05724:-174.07548:-178.25663] 0.0001141301
0029 002852 -683.31422:[9178.83127:-174.40526:-177.91828] 0.0000981180
0030 002934 -683.25631:[9179.49818:-174.68918:-177.62812] 0.0000847499
0031 003016 -683.20606:[9180.07341:-174.93365:-177.37916] 0.0000735343
0032 003097 -683.16228:[9180.57010:-175.14421:-177.16546] 0.0000640867
0033 003178 -683.12395:[9180.99947:-175.32560:-176.98192] 0.0000561026
0034 003260 -683.09025:[9181.37110:-175.48192:-176.82418] 0.0000493382
