nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp2/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 0.1000|lbd-N: 0.1000|lbd-Q: 0.0500]
Staring Sample 2 - Loc: save/ctr/delicious-alg80-sp2-cold20170225193320101 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000270 -14472.50000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000534 -1793.18521:[25891.25669:-258.67305:-497.87935] 0.8760970660
0003 000796 -1634.91882:[26089.94319:-202.05478:-461.64931] 0.0882599255
0004 001061 -1600.84215:[26169.40081:-208.88491:-440.85856] 0.0208430323
0005 001331 -1578.59179:[26225.48583:-215.41788:-424.59277] 0.0138991585
0006 001587 -1562.13947:[26269.41751:-221.39773:-410.98138] 0.0104221530
0007 001846 -1549.30862:[26305.42104:-226.93228:-399.24870] 0.0082136386
0008 002103 -1539.03173:[26335.66376:-232.09576:-388.99357] 0.0066332130
0009 002361 -1530.66089:[26361.48588:-236.92290:-379.95823] 0.0054390294
0010 002620 -1523.75677:[26383.80094:-241.43339:-371.95413] 0.0045105470
0011 002874 -1518.00391:[26403.26736:-245.64257:-364.83351] 0.0037754460
0012 003130 -1513.16809:[26420.37760:-249.56477:-358.47659] 0.0031856411
0013 003390 -1509.07155:[26435.51023:-253.21430:-352.78445] 0.0027072611
0014 003648 -1505.57714:[26448.96274:-256.60551:-347.67439] 0.0023156032
0015 003902 -1502.57762:[26460.97330:-259.75278:-343.07662] 0.0019922718
0016 004123 -1499.98814:[26471.73568:-262.67038:-338.93173] 0.0017233630
0017 004325 -1497.74080:[26481.40981:-265.37230:-335.18873] 0.0014982326
0018 004519 -1495.78081:[26490.12927:-267.87217:-331.80359] 0.0013086366
0019 004705 -1494.06347:[26498.00693:-270.18316:-328.73799] 0.0011481176
0020 004880 -1492.55214:[26505.13897:-272.31791:-325.95844] 0.0010115610
0021 005049 -1491.21649:[26511.60804:-274.28851:-323.43550] 0.0008948724
0022 005226 -1490.03136:[26517.48566:-276.10643:-321.14326] 0.0007947457
0023 005395 -1488.97568:[26522.83406:-277.78254:-319.05876] 0.0007084910
0024 005555 -1488.03181:[26527.70771:-279.32710:-317.16164] 0.0006339080
0025 005725 -1487.18484:[26532.15449:-280.74976:-315.43375] 0.0005691883
0026 005895 -1486.42215:[26536.21664:-282.05957:-313.85893] 0.0005128372
0027 006066 -1485.73303:[26539.93162:-283.26501:-312.42269] 0.0004636125
0028 006237 -1485.10831:[26543.33269:-284.37399:-311.11204] 0.0004204762
0029 006408 -1484.54017:[26546.44950:-285.39389:-309.91533] 0.0003825581
0030 006579 -1484.02188:[26549.30855:-286.33158:-308.82206] 0.0003491264
0031 006750 -1483.54764:[26551.93357:-287.19345:-307.82279] 0.0003195642
0032 006922 -1483.11244:[26554.34585:-287.98541:-306.90899] 0.0002933504
0033 007099 -1482.71194:[26556.56455:-288.71298:-306.07294] 0.0002700417
0034 007269 -1482.34236:[26558.60691:-289.38123:-305.30767] 0.0002492598
