nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.1000|lbd-N: 0.0100|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164406812 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000529 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001043 -3604.24623:[52465.60490:-1689.72114:-34.09254] 0.8718490231
0003 001561 -3159.55696:[52666.26027:-1347.03037:-33.91574] 0.1233792695
0004 002072 -2960.84709:[52765.33908:-1199.15239:-34.07120] 0.0628916868
0005 002541 -2819.67253:[52822.02511:-1087.26613:-34.48492] 0.0476804648
0006 002995 -2711.14160:[52857.96750:-997.50853:-34.99619] 0.0384906142
0007 003441 -2623.68942:[52882.59153:-923.08016:-35.57072] 0.0322565884
0008 003872 -2550.97855:[52900.49242:-859.96395:-36.19566] 0.0277132173
0009 004288 -2489.21987:[52914.04455:-805.56940:-36.86496] 0.0242097972
0010 004698 -2435.95729:[52924.57321:-758.11026:-37.57418] 0.0213972999
0011 005115 -2389.48768:[52932.88217:-716.29087:-38.31897] 0.0190765296
0012 005526 -2348.56850:[52939.49685:-679.13618:-39.09503] 0.0171246653
0013 005877 -2312.25922:[52944.78218:-645.89233:-39.89816] 0.0154601742
0014 006205 -2279.82852:[52949.00343:-615.96438:-40.72445] 0.0140255465
0015 006519 -2250.69612:[52952.36005:-588.87510:-41.57029] 0.0127783310
0016 006823 -2224.39416:[52955.00576:-564.23648:-42.43236] 0.0116861428
0017 007128 -2200.54048:[52957.06137:-541.72943:-43.30763] 0.0107236752
0018 007434 -2178.81940:[52958.62321:-521.08887:-44.19327] 0.0098707927
0019 007726 -2158.96764:[52959.76911:-502.09266:-45.08665] 0.0091112483
0020 008019 -2140.76369:[52960.56257:-484.55313:-45.98530] 0.0084317831
0021 008314 -2124.01977:[52961.05594:-468.31060:-46.88684] 0.0078214737
0022 008608 -2108.57549:[52961.29273:-453.22833:-47.78898] 0.0072712470
0023 008894 -2094.29303:[52961.30935:-439.18851:-48.68945] 0.0067735128
0024 009187 -2081.05316:[52961.13654:-426.08909:-49.58602] 0.0063218811
0025 009478 -2068.75217:[52960.80039:-413.84123:-50.47639] 0.0059109430
0026 009763 -2057.29936:[52960.32320:-402.36725:-51.35826] 0.0055360970
0027 010034 -2046.61496:[52959.72411:-391.59892:-52.22920] 0.0051934109
0028 010305 -2036.62848:[52959.01963:-381.47611:-53.08673] 0.0048795092
0029 010575 -2027.27734:[52958.22402:-371.94561:-53.92824] 0.0045914827
0030 010847 -2018.50569:[52957.34957:-362.96015:-54.75103] 0.0043268141
0031 011117 -2010.26349:[52956.40677:-354.47766:-55.55235] 0.0040833146
0032 011388 -2002.50575:[52955.40449:-346.46048:-56.32945] 0.0038590664
0033 011659 -1995.19187:[52954.34992:-338.87480:-57.07974] 0.0036523667
0034 011931 -1988.28517:[52953.24852:-331.69006:-57.80101] 0.0034616695
