nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 0.0100|lbd-N: 1.0000|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164404253 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000512 -28125.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 001012 -6329.76147:[44552.99987:-482.30916:-3150.04209] 0.7749418145
0003 001520 -4560.08946:[47255.29009:-64.09074:-2390.76450] 0.2795795730
0004 002019 -4017.05629:[48366.46127:-77.03157:-2008.37472] 0.1190838859
0005 002500 -3684.35266:[49059.34152:-90.44734:-1741.35674] 0.0828227438
0006 002976 -3446.81273:[49560.25894:-103.24741:-1542.13467] 0.0644726363
0007 003449 -3268.19316:[49942.48195:-115.68933:-1387.20116] 0.0518216645
0008 003930 -3129.62419:[50243.88726:-127.80324:-1263.25413] 0.0423992593
0009 004403 -3019.60355:[50487.54069:-139.60083:-1161.91069] 0.0351545840
0010 004861 -2930.65882:[50688.40701:-151.08368:-1077.59664] 0.0294557651
0011 005299 -2857.70689:[50856.65439:-162.24946:-1006.44748] 0.0248926742
0012 005682 -2797.16384:[50999.44545:-173.09448:-945.69359] 0.0211858844
0013 006026 -2746.42794:[51121.97661:-183.61511:-893.29508] 0.0181383356
0014 006348 -2703.56362:[51228.11255:-193.80833:-847.71464] 0.0156072977
0015 006661 -2667.10041:[51320.78944:-203.67204:-807.77083] 0.0134870939
0016 006969 -2635.90072:[51402.27975:-213.20518:-772.54016] 0.0116979793
0017 007283 -2609.07054:[51474.37102:-222.40777:-741.28997] 0.0101787514
0018 007589 -2585.89751:[51538.48963:-231.28083:-713.43133] 0.0088817208
0019 007905 -2565.80711:[51595.78831:-239.82639:-688.48528] 0.0077692172
0020 008215 -2548.33109:[51647.20923:-248.04741:-666.05820] 0.0068111193
0021 008526 -2533.08423:[51693.53027:-255.94772:-645.82355] 0.0059830775
0022 008824 -2519.74699:[51735.39956:-263.53193:-627.50811] 0.0052652154
0023 009121 -2508.05243:[51773.36160:-270.80537:-610.88151] 0.0046411673
0024 009407 -2497.77604:[51807.87721:-277.77403:-595.74808] 0.0040973551
0025 009698 -2488.72801:[51839.33914:-284.44447:-581.94057] 0.0036224377
0026 009979 -2480.74694:[51868.08417:-290.82372:-569.31515] 0.0032068841
0027 010251 -2473.69507:[51894.40277:-296.91925:-557.74743] 0.0028426414
0028 010523 -2467.45426:[51918.54681:-302.73889:-547.12930] 0.0025228707
0029 010796 -2461.92287:[51940.73577:-308.29074:-537.36631] 0.0022417388
0030 011067 -2457.01318:[51961.16174:-313.58314:-528.37563] 0.0019942512
0031 011339 -2452.64923:[51979.99360:-318.62456:-520.08429] 0.0017761175
0032 011610 -2448.76512:[51997.38037:-323.42360:-512.42776] 0.0015836407
0033 011884 -2445.30348:[52013.45407:-327.98893:-505.34876] 0.0014136262
