nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/0550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170225114343895 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000062 -2466.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000153 -414.74760:[4611.63925:-254.34493:-0.95698] 0.8318136256
0003 000245 -345.99242:[4613.08256:-186.31631:-1.10606] 0.1657759600
0004 000335 -317.45277:[4615.96146:-159.21560:-1.26843] 0.0824863261
0005 000428 -297.21799:[4616.88499:-139.44964:-1.41049] 0.0637411003
0006 000521 -281.68785:[4617.39176:-124.18058:-1.54858] 0.0522516686
0007 000610 -269.37588:[4617.63288:-111.99686:-1.68463] 0.0437078501
0008 000694 -259.37147:[4617.72094:-102.04405:-1.81931] 0.0371392042
0009 000782 -251.08156:[4617.71232:-93.75717:-1.95309] 0.0319615425
0010 000870 -244.10209:[4617.63963:-86.74839:-2.08630] 0.0277976074
0011 000956 -238.14781:[4617.52268:-80.74228:-2.21913] 0.0243926013
0012 001045 -233.01127:[4617.37410:-75.53771:-2.35168] 0.0215686972
0013 001130 -228.53784:[4617.20234:-70.98428:-2.48397] 0.0191983397
0014 001213 -224.60978:[4617.01326:-66.96718:-2.61598] 0.0171878038
0015 001297 -221.13579:[4616.81107:-63.39725:-2.74768] 0.0154667891
0016 001381 -218.04395:[4616.59884:-60.20416:-2.87902] 0.0139816232
0017 001467 -215.27682:[4616.37892:-57.33164:-3.00995] 0.0126906927
0018 001549 -212.78794:[4616.15307:-54.73415:-3.14042] 0.0115612927
0019 001630 -210.53932:[4615.92267:-52.37441:-3.27037] 0.0105674078
0020 001712 -208.49960:[4615.68883:-50.22163:-3.39976] 0.0096881177
0021 001793 -206.64261:[4615.45242:-48.25010:-3.52855] 0.0089064332
0022 001874 -204.94640:[4615.21415:-46.43824:-3.65669] 0.0082084332
0023 001955 -203.39237:[4614.97460:-44.76777:-3.78415] 0.0075826158
0024 002037 -201.96467:[4614.73426:-43.22308:-3.91088] 0.0070194059
0025 002119 -200.64973:[4614.49353:-41.79081:-4.03684] 0.0065107777
0026 002199 -199.43580:[4614.25274:-40.45940:-4.16202] 0.0060499616
0027 002280 -198.31274:[4614.01220:-39.21886:-4.28637] 0.0056312144
0028 002359 -197.27167:[4613.77214:-38.06045:-4.40987] 0.0052496370
0029 002437 -196.30483:[4613.53279:-36.97653:-4.53248] 0.0049010286
0030 002516 -195.40541:[4613.29432:-35.96036:-4.65418] 0.0045817690
0031 002595 -194.56737:[4613.05691:-35.00603:-4.77496] 0.0042887240
0032 002671 -193.78537:[4612.82070:-34.10825:-4.89477] 0.0040191685
0033 002749 -193.05466:[4612.58582:-33.26235:-5.01360] 0.0037707242
0034 002829 -192.37099:[4612.35237:-32.46415:-5.13144] 0.0035413072
