1 14
0
1 92
1 130
2 206 270
2 291 355
1 377
2 452 516
1 544
1 607
1 671
1 748
2 772 836
1 853
2 919 983
1 1000
1 1043
1 1100
1 1164
0
1 1215
1 1286
2 1360 1424
1 1450
2 1514 1578
1 1598
2 1662 1726
1 1752
1 1817
1 1873
1 1950
1 2008
1 2083
1 2148
1 2198
1 2260
1 2323
2 2391 2455
1 2473
1 2549
1 2601
1 2648
1 2686
0
1 2766
1 2829
1 2885
1 2950
2 3016 3080
2 3090 3154
1 3181
2 3195 3259
1 3276
1 3305
2 3378 3442
1 3452
1 3519
1 3582
1 3643
2 3714 3778
1 3800
1 3870
1 3942
1 4004
2 4038 4102
2 4118 4182
2 4191 4255
2 4266 4330
1 4352
1 4427
1 4489
2 4565 4629
2 3083 4697
1 4715
2 4762 4826
1 4843
1 4884
1 4957
2 5020 5084
1 5097
2 5172 5236
1 5245
2 5293 5357
1 5374
1 5443
1 5516
2 5564 5628
2 5640 5704
1 5717
2 5788 5852
1 5864
2 5918 5982
1 6000
2 6045 6109
1 6124
1 6187
1 6253
2 6321 6385
1 6403
1 6479
2 6505 6569
1 6584
1 6609
2 6632 6696
1 6709
1 6771
1 6832
1 6860
2 6896 6960
1 6975
1 7022
2 7053 7117
1 7126
1 7171
2 7221 7285
1 7307
2 5382 7403
1 7420
1 7431
1 7499
1 7570
1 7644
1 7697
2 7112 7783
2 7801 7865
1 7887
1 7952
1 8013
2 8079 8143
1 8150
1 8219
1 8248
1 7233
0
2 8336 8400
2 5728 8465
1 8483
1 8499
1 8516
2 8531 8595
1 8327
1 8656
2 7811 8780
2 7811 8856
1 8877
1 8945
1 9011
2 7077 9113
1 9130
1 9182
1 9223
2 9279 9343
1 9352
1 9411
1 9456
2 9526 9590
1 9604
1 9649
1 9719
1 9769
2 8729 9869
1 9883
1 9901
1 9913
2 9952 10016
2 10029 10093
2 10107 10171
2 10186 10250
2 10269 10333
1 10345
2 8576 10456
2 10466 10530
1 10547
1 10608
1 10648
2 9509 10775
1 10791
1 10826
2 10878 10942
1 10965
2 10979 11043
2 11048 11112
1 11121
2 11157 11221
2 9718 11285
1 11300
1 8671
1 11414
1 11448
1 11495
2 11555 11619
1 11626
2 11684 11748
1 11757
2 11825 11889
2 8718 11950
1 11967
1 12030
2 12075 12139
1 12154
1 12163
2 7786 12314
1 7692
1 12386
1 12423
2 4378 12534
2 4682 12587
1 12602
1 12633
1 12685
1 12742
1 12800
2 4799 12877
1 12897
2 12956 13020
1 13034
1 13102
1 13152
1 13162
1 13213
2 13264 13328
1 13335
1 8414
2 9555 13506
1 13522
1 13548
1 13620
1 13646
2 10784 13762
1 6027
1 5226
0
1 13877
1 13939
1 14003
1 14033
2 14062 14158
1 14174
1 14222
1 14278
2 14334 14398
1 14418
1 14472
2 14480 14544
1 14560
1 14615
1 14638
1 14690
1 14756
1 14827
1 14863
2 7246 14926
2 5087 14987
2 15001 15065
1 15073
2 15136 15200
0
1 14971
1 8664
1 15324
1 15389
2 7623 15458
1 9937
1 15510
1 15574
1 15632
1 15687
1 15736
1 15764
1 6840
1 15868
1 15924
1 15968
1 16025
2 6332 16134
1 16139
2 16177 16241
1 16262
1 16300
2 16329 16393
1 16411
1 16473
2 11684 16579
2 8816 16650
1 16266
1 16718
1 16780
1 16853
1 16905
1 16969
1 17030
1 17095
1 17166
1 17223
2 12569 17317
1 7525
1 7125
1 17433
1 17492
1 17563
2 17620 17684
1 17705
2 8282 17796
2 17762 17869
2 6420 17920
1 17931
0
1 17976
1 12343
1 15953
2 15315 18199
1 18214
1 17262
1 15425
1 18388
1 18448
1 7427
1 16679
1 18552
1 12884
1 18664
1 18709
1 18753
1 18792
1 18846
1 14940
1 18962
1 19026
2 14929 19128
1 19143
2 19110 19244
1 19253
1 19312
2 5178 19350
1 19366
2 19415 19479
1 19490
1 17436
1 19578
1 19627
2 19689 19753
2 19765 19829
1 4212
1 19890
1 19071
2 18916 20048
1 20052
2 5382 20159
2 10731 20219
2 10007 20267
1 20279
2 20346 20410
1 20419
1 20465
1 20527
2 20583 20647
1 20660
1 20715
1 20744
1 20796
1 20849
1 16131
2 9291 21015
2 7390 21077
1 21091
2 21107 21171
1 21189
0
1 17348
1 20781
2 14760 21418
1 21426
1 21473
2 21530 21594
1 13085
1 21652
1 21661
2 21723 21787
1 21795
1 21860
2 21896 21960
1 21976
1 22043
1 7282
2 19366 22217
1 22226
2 22275 22339
1 22348
1 10401
1 22467
2 22495 22582
1 10007
1 22646
2 12886 22742
1 22747
2 22789 22853
1 22861
1 22927
1 22966
2 23023 23087
1 23095
1 23150
1 23213
1 23254
1 23317
1 23372
1 23437
1 23453
2 18343 23560
1 23568
2 23629 23693
2 12220 23747
1 9278
2 23815 23879
2 17268 23936
2 8060 23976
2 17268 24043
1 24057
1 24098
2 12587 24199
1 24211
1 24265
1 24309
2 24341 24405
2 24409 24473
2 9362 24529
1 24535
1 12573
2 5899 24680
1 20834
1 24750
1 24812
1 24872
1 24904
2 16175 24962
1 14787
1 22413
1 25065
1 25120
1 25179
1 19642
1 24239
1 25358
1 25417
2 23757 25524
2 10093 25582
1 25596
1 20908
2 25702 25766
1 25771
1 25821
2 21259 25916
2 13185 25989
1 26001
1 26055
1 11497
1 26131
2 18293 26240
1 26250
1 26288
1 26333
2 25941 26414
1 8053
1 26475
1 26535
1 26596
1 26648
2 6557 26718
1 21338
1 26766
1 26823
1 26884
1 26903
1 26948
0
1 27015
1 27067
2 17292 27136
1 27152
1 27200
2 27264 27328
1 23989
1 27397
1 27413
1 27454
1 12325
1 27531
1 27567
1 27629
1 27676
1 20271
1 23763
0
0
1 27795
0
1 27849
1 27908
0
1 27291
1 18521
0
1 28044
1 28118
1 28159
1 28179
0
2 28236 28300
1 28315
1 28324
1 21873
1 28442
1 28505
1 23110
0
1 28570
1 28629
1 28642
1 28690
1 27694
1 28811
1 28839
1 28912
0
2 28930 28994
2 29016 29080
1 29098
0
0
1 29145
1 29212
1 29262
1 12573
1 29351
0
0
1 29373
1 29413
1 29474
1 29533
2 29587 29651
0
1 29675
1 10622
0
2 17919 29843
1 29861
2 29886 29950
2 13757 30012
1 30019
1 30082
1 30140
1 30176
2 30229 30293
1 30306
1 30355
1 30430
1 30476
1 30538
1 30592
1 30602
2 30662 30726
2 11552 30769
1 30796
0
1 30841
0
1 30868
1 30899
0
1 29243
1 31012
1 23985
1 31132
1 30823
1 31271
1 31294
1 31346
1 31405
1 31444
1 23882
1 31545
1 31585
1 31641
1 31706
1 31746
1 31772
1 31832
2 28487 31929
1 31943
1 32000
2 32063 32127
1 32146
1 19673
1 28255
1 32313
1 32353
1 32407
2 32460 32524
2 21629 32584
1 32591
1 32645
1 32696
1 32730
1 32770
1 32791
0
1 32859
0
1 32910
1 32944
1 30182
1 33019
1 33074
1 33130
1 33161
1 33231
1 33294
0
1 33337
1 33400
1 20336
1 18036
1 33521
1 33571
1 33638
2 33656 33720
1 33731
1 27780
1 33859
0
1 33908
1 33968
1 34034
1 34072
1 34095
0
1 34151
0
2 20926 34264
1 34277
1 34321
1 34374
1 34422
1 34486
0
2 34533 34597
1 34601
1 34644
1 34691
2 23204 34763
1 7886
2 34818 34882
1 17738
1 34956
1 34988
1 35001
0
1 35070
1 35110
1 35182
1 35256
0
1 35289
1 35350
1 35382
1 35408
0
0
2 15825 35524
1 27225
1 35566
1 35618
1 35664
2 35684 35748
1 35770
1 35806
1 35839
2 35886 35950
1 35968
2 36027 36091
0
1 36117
0
1 36149
1 36190
1 36249
1 20176
2 19614 36391
2 27052 36458
1 36469
1 36513
0
1 36579
1 36640
1 36682
1 36695
0
1 27454
0
0
1 36794
2 36853 36917
1 13480
1 36970
1 37027
1 34301
0
0
0
1 37079
1 37142
1 37214
0
1 37273
1 37321
2 37383 37447
1 37460
1 37486
0
1 37505
1 37559
1 37572
1 37624
1 37665
0
1 21188
1 37792
1 37845
2 34869 37948
2 26424 38021
1 38044
0
1 38086
1 38154
1 38226
0
0
1 38287
1 38354
1 38422
1 38479
0
1 38556
1 38624
0
1 38675
1 23371
1 38797
1 38861
1 38929
1 38974
1 39004
1 39067
2 11885 39172
1 39194
0
0
1 39207
1 36277
1 39329
1 39375
2 23732 39477
1 39483
1 39491
1 39514
1 39571
1 39638
1 39696
1 39751
1 25065
2 19563 39907
1 39924
1 39964
1 40008
1 38665
2 14637 40131
1 40138
1 40156
1 40211
1 28573
1 40319
1 40380
0
2 11489 40441
1 40449
1 40501
2 40554 40618
1 40638
0
1 40703
0
1 40754
0
2 40816 40880
0
1 40914
1 40938
1 40986
1 41020
1 41031
1 33380
1 41120
0
1 41094
1 41200
1 41224
2 8755 41307
1 16113
1 18800
1 41410
1 41465
1 41527
2 19641 41600
2 29746 41662
1 41670
1 15813
1 41759
2 41776 41840
1 41852
2 20496 41957
1 41971
0
1 42043
2 42108 42172
1 36407
1 42246
0
2 8996 42347
1 18944
1 42410
1 42446
1 42497
2 42308 42597
1 42607
1 42663
1 42712
0
1 42773
1 42846
1 42906
0
1 42931
1 42982
1 43037
2 15827 43151
1 43158
1 43184
2 23730 43290
1 43302
1 40748
1 43391
2 32822 43469
1 43483
1 43514
0
0
0
1 22709
1 43632
1 43702
1 34291
1 43741
1 9641
1 43813
1 43880
0
1 43920
1 12866
1 44032
0
1 44104
1 44142
1 42003
1 44225
1 44298
1 44316
1 35389
1 44362
1 44426
1 44492
0
1 44550
1 44601
1 44640
1 44683
1 44733
1 44757
0
0
0
1 44834
1 44877
2 41601 44976
1 44996
2 10028 45045
1 42021
1 45100
1 45141
1 45188
1 33669
